query_id,node_id,source_fresh_id,source_version_id,source_version_number,source_relative_class_path,github_repo,snapshot_commit,snapshot_ref,snapshot_resolution,snapshot_exact_release_claim,java_path,java_mapping_status,java_candidate_count,source_resolvable,high_confidence_mapping
Q6K00274,Q6K00274_N02,FMOD0044,fz7xhfu5,1.0.1,dev/namenichterlaubt/betterpiechartplus/compat/McCompat.class,,,,NO_GITHUB_REPOSITORY,False,,NO_BASENAME_MATCH,0,False,False
Q6K00274,Q6K00274_N05,FMOD0004,5gdROB0x,1.2.0,com/skelly/deepstash/ExcaMate.class,https://github.com/SkellyX/ExcaMate,d2b83e38d988f3f03ee14d322e9072a6b1a3c9b4,,DATE_HEURISTIC,False,src/main/java/com/skelly/deepstash/ExcaMate.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00274,Q6K00274_N06,FMOD0004,5gdROB0x,1.2.0,com/skelly/deepstash/ExcaMateXpCapture.class,https://github.com/SkellyX/ExcaMate,d2b83e38d988f3f03ee14d322e9072a6b1a3c9b4,,DATE_HEURISTIC,False,src/main/java/com/skelly/deepstash/ExcaMateXpCapture.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00274,Q6K00274_N07,FMOD0044,fz7xhfu5,1.0.1,dev/namenichterlaubt/betterpiechartplus/BetterPieChartPlusClient.class,,,,NO_GITHUB_REPOSITORY,False,,NO_BASENAME_MATCH,0,False,False
Q6K00275,Q6K00275_N01,FMOD0074,scO6R6xa,1.21.11-1.11.2,de/guntram/mcmod/durabilityviewer/config/Configs$Settings.class,https://github.com/fantahund/DurabilityViewer,3108f0629534119cc285e502b913539d65001bcf,,DATE_HEURISTIC,False,src/main/java/de/guntram/mcmod/durabilityviewer/config/Configs.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00275,Q6K00275_N03,FMOD0074,scO6R6xa,1.21.11-1.11.2,de/guntram/mcmod/durabilityviewer/config/Configs.class,https://github.com/fantahund/DurabilityViewer,3108f0629534119cc285e502b913539d65001bcf,,DATE_HEURISTIC,False,src/main/java/de/guntram/mcmod/durabilityviewer/config/Configs.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00275,Q6K00275_N05,FMOD0086,dU1doC63,1.1.11+26.1.2,io/github/zhengzhengyiyi/ConfigEditorClient.class,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,,DATE_HEURISTIC,False,src/client/java/io/github/zhengzhengyiyi/ConfigEditorClient.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00275,Q6K00275_N06,FMOD0086,dU1doC63,1.1.11+26.1.2,io/github/zhengzhengyiyi/gui/EditorScreen.class,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,,DATE_HEURISTIC,False,src/client/java/io/github/zhengzhengyiyi/gui/EditorScreen.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00275,Q6K00275_N07,FMOD0074,scO6R6xa,1.21.11-1.11.2,de/guntram/mcmod/durabilityviewer/mixin/WindowTitleMixin.class,https://github.com/fantahund/DurabilityViewer,3108f0629534119cc285e502b913539d65001bcf,,DATE_HEURISTIC,False,src/main/java/de/guntram/mcmod/durabilityviewer/mixin/WindowTitleMixin.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00276,Q6K00276_N02,FMOD0035,JlTOmyMX,2.11,dev/hexnowloading/dungeonnowloading/entity/passive/CopperCreepEntity$CopperCreepInWaterGoal.class,https://github.com/hexnowloading/DungeonNowLoading,,,REPOSITORY_ERROR,False,,NO_BASENAME_MATCH,0,False,False
Q6K00276,Q6K00276_N03,FMOD0087,NK7mfZ9O,0.12.0,net/gnomecraft/ductwork/mixin/MixinItemUse.class,https://github.com/gniftygnome/ductwork,9eea60b8f0279dec7c2582428f0fc49b06e3eff9,,DATE_HEURISTIC,False,src/main/java/net/gnomecraft/ductwork/mixin/MixinItemUse.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00276,Q6K00276_N04,FMOD0087,NK7mfZ9O,0.12.0,net/gnomecraft/ductwork/data/DuctworkItemTagProvider.class,https://github.com/gniftygnome/ductwork,9eea60b8f0279dec7c2582428f0fc49b06e3eff9,,DATE_HEURISTIC,False,src/main/java/net/gnomecraft/ductwork/data/DuctworkItemTagProvider.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00276,Q6K00276_N05,FMOD0087,NK7mfZ9O,0.12.0,net/gnomecraft/ductwork/data/DuctworkBlockTagProvider.class,https://github.com/gniftygnome/ductwork,9eea60b8f0279dec7c2582428f0fc49b06e3eff9,,DATE_HEURISTIC,False,src/main/java/net/gnomecraft/ductwork/data/DuctworkBlockTagProvider.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00276,Q6K00276_N06,FMOD0035,JlTOmyMX,2.11,dev/hexnowloading/dungeonnowloading/entity/passive/CopperCreepEntity.class,https://github.com/hexnowloading/DungeonNowLoading,,,REPOSITORY_ERROR,False,,NO_BASENAME_MATCH,0,False,False
Q6K00277,Q6K00277_N02,FMOD0067,9IvrHJWk,1.3.5,com/bettershulker/BetterShulkerFabricMod.class,https://github.com/Jom3a-J/Better-Shulker-Boxes,cdfba189681f6cac125600877cb7c0d8ae88d3bd,1.3.5,EXACT_NORMALIZED_TAG,True,src/main/java/com/bettershulker/BetterShulkerFabricMod.java,EXACT_PACKAGE_SUFFIX,1,True,True
Q6K00277,Q6K00277_N03,FMOD0067,9IvrHJWk,1.3.5,com/bettershulker/mixin/HandledScreenMixin.class,https://github.com/Jom3a-J/Better-Shulker-Boxes,cdfba189681f6cac125600877cb7c0d8ae88d3bd,1.3.5,EXACT_NORMALIZED_TAG,True,src/main/java/com/bettershulker/mixin/HandledScreenMixin.java,EXACT_PACKAGE_SUFFIX,1,True,True
Q6K00277,Q6K00277_N04,FMOD0053,gTF5QTWo,1.21.11-fabric-2,io/github/lgatodu47/screenshot_viewer/screen/manage_screenshots/ScreenshotList.class,https://github.com/LGatodu47/ScreenshotViewer,698288d7542b90a631e9562b58b7fcccd250caaa,,DATE_HEURISTIC,False,src/main/java/io/github/lgatodu47/screenshot_viewer/screen/manage_screenshots/ScreenshotList.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00277,Q6K00277_N05,FMOD0053,gTF5QTWo,1.21.11-fabric-2,io/github/lgatodu47/screenshot_viewer/screen/manage_screenshots/ScreenshotImageHolder.class,https://github.com/LGatodu47/ScreenshotViewer,698288d7542b90a631e9562b58b7fcccd250caaa,,DATE_HEURISTIC,False,src/main/java/io/github/lgatodu47/screenshot_viewer/screen/manage_screenshots/ScreenshotImageHolder.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00277,Q6K00277_N06,FMOD0067,9IvrHJWk,1.3.5,com/bettershulker/BetterShulkerMod.class,https://github.com/Jom3a-J/Better-Shulker-Boxes,cdfba189681f6cac125600877cb7c0d8ae88d3bd,1.3.5,EXACT_NORMALIZED_TAG,True,src/main/java/com/bettershulker/BetterShulkerMod.java,EXACT_PACKAGE_SUFFIX,1,True,True
Q6K00278,Q6K00278_N01,FMOD0089,NglexoWN,21.11.0,fuzs/strawstatues/data/client/ModLanguageProvider.class,https://github.com/Fuzss/strawstatues,837361aeb413463562a382eeac6fbd9b2f3d030b,,DATE_HEURISTIC,False,,AMBIGUOUS_BASENAME,10,False,False
Q6K00278,Q6K00278_N03,FMOD0014,OYyhfwOB,0.5.5,com/jrxmod/lumiereplay/client/video/VideoPlayer$2.class,https://github.com/jrxmod/lumiereplay,d385dbb22fa2ae44d6b0703a7d0ccb48ad455a9d,,DATE_HEURISTIC,False,src/client/java/com/jrxmod/lumiereplay/client/video/VideoPlayer.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00278,Q6K00278_N04,FMOD0014,OYyhfwOB,0.5.5,com/jrxmod/lumiereplay/client/render/ScreenTexture.class,https://github.com/jrxmod/lumiereplay,d385dbb22fa2ae44d6b0703a7d0ccb48ad455a9d,,DATE_HEURISTIC,False,src/client/java/com/jrxmod/lumiereplay/client/render/ScreenTexture.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00278,Q6K00278_N05,FMOD0089,NglexoWN,21.11.0,fuzs/strawstatues/init/ModRegistry.class,https://github.com/Fuzss/strawstatues,837361aeb413463562a382eeac6fbd9b2f3d030b,,DATE_HEURISTIC,False,,AMBIGUOUS_BASENAME,10,False,False
Q6K00278,Q6K00278_N06,FMOD0089,NglexoWN,21.11.0,fuzs/strawstatues/data/client/ModModelProvider.class,https://github.com/Fuzss/strawstatues,837361aeb413463562a382eeac6fbd9b2f3d030b,,DATE_HEURISTIC,False,,AMBIGUOUS_BASENAME,9,False,False
Q6K00279,Q6K00279_N01,FMOD0051,3gPteH7H,2.1.2-Fabric-mc1.21,net/petemc/contagion/mixin/ZombieEntityMixin.class,https://github.com/MC-Mods-Pete/Contagion,2251ee614cc611cf10f9119e186b1e4a4d7f64f2,,DATE_HEURISTIC,False,src/main/java/net/petemc/contagion/mixin/ZombieEntityMixin.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00279,Q6K00279_N02,FMOD0014,OYyhfwOB,0.5.5,com/jrxmod/lumiereplay/client/render/ScreenTexture.class,https://github.com/jrxmod/lumiereplay,d385dbb22fa2ae44d6b0703a7d0ccb48ad455a9d,,DATE_HEURISTIC,False,src/client/java/com/jrxmod/lumiereplay/client/render/ScreenTexture.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00279,Q6K00279_N05,FMOD0014,OYyhfwOB,0.5.5,com/jrxmod/lumiereplay/client/video/VideoPlayer$2.class,https://github.com/jrxmod/lumiereplay,d385dbb22fa2ae44d6b0703a7d0ccb48ad455a9d,,DATE_HEURISTIC,False,src/client/java/com/jrxmod/lumiereplay/client/video/VideoPlayer.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00279,Q6K00279_N06,FMOD0014,OYyhfwOB,0.5.5,com/jrxmod/lumiereplay/client/screen/ProjectorScreen$SeekSlider.class,https://github.com/jrxmod/lumiereplay,d385dbb22fa2ae44d6b0703a7d0ccb48ad455a9d,,DATE_HEURISTIC,False,src/client/java/com/jrxmod/lumiereplay/client/screen/ProjectorScreen.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00279,Q6K00279_N07,FMOD0051,3gPteH7H,2.1.2-Fabric-mc1.21,net/petemc/contagion/mixin/PlayerEntityMixin.class,https://github.com/MC-Mods-Pete/Contagion,2251ee614cc611cf10f9119e186b1e4a4d7f64f2,,DATE_HEURISTIC,False,src/main/java/net/petemc/contagion/mixin/PlayerEntityMixin.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00280,Q6K00280_N02,FMOD0051,jnH2yN9z,2.1.2-Fabric-mc1.20,net/petemc/contagion/mixin/IronGolemEntityMixin.class,https://github.com/MC-Mods-Pete/Contagion,c9c022831cf7f2a75a89ff075812192161ff3600,,DATE_HEURISTIC,False,src/main/java/net/petemc/contagion/mixin/IronGolemEntityMixin.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00280,Q6K00280_N03,FMOD0043,fyaeSQYg,1.1.6,com/piotrek/peterwolfsplanes/client/PlaneRenderState.class,,,,NO_GITHUB_REPOSITORY,False,,NO_BASENAME_MATCH,0,False,False
Q6K00280,Q6K00280_N04,FMOD0051,jnH2yN9z,2.1.2-Fabric-mc1.20,net/petemc/contagion/sound/ContagionSounds.class,https://github.com/MC-Mods-Pete/Contagion,c9c022831cf7f2a75a89ff075812192161ff3600,,DATE_HEURISTIC,False,src/main/java/net/petemc/contagion/sound/ContagionSounds.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00280,Q6K00280_N06,FMOD0051,jnH2yN9z,2.1.2-Fabric-mc1.20,net/petemc/contagion/mixin/ZoglinEntityMixin.class,https://github.com/MC-Mods-Pete/Contagion,c9c022831cf7f2a75a89ff075812192161ff3600,,DATE_HEURISTIC,False,src/main/java/net/petemc/contagion/mixin/ZoglinEntityMixin.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00280,Q6K00280_N07,FMOD0043,fyaeSQYg,1.1.6,com/piotrek/peterwolfsplanes/client/PeterwolfsPlanesClient.class,,,,NO_GITHUB_REPOSITORY,False,,NO_BASENAME_MATCH,0,False,False
Q6K00281,Q6K00281_N01,FMOD0035,JlTOmyMX,2.11,dev/hexnowloading/dungeonnowloading/entity/monster/HollowEntity.class,https://github.com/hexnowloading/DungeonNowLoading,,,REPOSITORY_ERROR,False,,NO_BASENAME_MATCH,0,False,False
Q6K00281,Q6K00281_N02,FMOD0060,EiYu5mEW,1.0.2,trnewupgrades/mixin/RecipeCrafterMixin.class,https://github.com/Xurceo/TechReborn-New-Upgrades,fab959b227c94e780d71fa327d1ac8f3829b0caa,v1.0.2,EXACT_NORMALIZED_TAG,True,src/main/java/trnewupgrades/mixin/RecipeCrafterMixin.java,EXACT_PACKAGE_SUFFIX,1,True,True
Q6K00281,Q6K00281_N03,FMOD0060,EiYu5mEW,1.0.2,trnewupgrades/init/TRNUContent$Upgrades.class,https://github.com/Xurceo/TechReborn-New-Upgrades,fab959b227c94e780d71fa327d1ac8f3829b0caa,v1.0.2,EXACT_NORMALIZED_TAG,True,src/main/java/trnewupgrades/init/TRNUContent.java,EXACT_PACKAGE_SUFFIX,1,True,True
Q6K00281,Q6K00281_N04,FMOD0035,JlTOmyMX,2.11,dev/hexnowloading/dungeonnowloading/registry/DNLSounds.class,https://github.com/hexnowloading/DungeonNowLoading,,,REPOSITORY_ERROR,False,,NO_BASENAME_MATCH,0,False,False
Q6K00281,Q6K00281_N06,FMOD0035,JlTOmyMX,2.11,dev/hexnowloading/dungeonnowloading/entity/passive/CopperCreepEntity.class,https://github.com/hexnowloading/DungeonNowLoading,,,REPOSITORY_ERROR,False,,NO_BASENAME_MATCH,0,False,False
Q6K00282,Q6K00282_N01,FMOD0001,vSbgx9lF,26.2-fabric-1.0.1,com/jfyx2025/access/InventoryAccess.class,,,,NO_GITHUB_REPOSITORY,False,,NO_BASENAME_MATCH,0,False,False
Q6K00282,Q6K00282_N04,FMOD0001,vSbgx9lF,26.2-fabric-1.0.1,com/jfyx2025/EmptyHand.class,,,,NO_GITHUB_REPOSITORY,False,,NO_BASENAME_MATCH,0,False,False
Q6K00282,Q6K00282_N05,FMOD0077,2jiVKsYB,3.102.5+26.1.2,dev/terminalmc/chatnotify/gui/screen/RootScreen.class,https://github.com/TerminalMC/ChatNotify,b1ab02f33d0bbfb789cbace32a83df2e819da6ec,,DATE_HEURISTIC,False,common/src/main/java/dev/terminalmc/chatnotify/gui/screen/RootScreen.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00282,Q6K00282_N06,FMOD0077,2jiVKsYB,3.102.5+26.1.2,dev/terminalmc/chatnotify/ChatNotify.class,https://github.com/TerminalMC/ChatNotify,b1ab02f33d0bbfb789cbace32a83df2e819da6ec,,DATE_HEURISTIC,False,common/src/main/java/dev/terminalmc/chatnotify/ChatNotify.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00282,Q6K00282_N07,FMOD0001,vSbgx9lF,26.2-fabric-1.0.1,com/jfyx2025/mixin/ServerPacketMixin.class,,,,NO_GITHUB_REPOSITORY,False,,NO_BASENAME_MATCH,0,False,False
Q6K00283,Q6K00283_N01,FMOD0035,JlTOmyMX,2.11,dev/hexnowloading/dungeonnowloading/registry/DNLSounds.class,https://github.com/hexnowloading/DungeonNowLoading,,,REPOSITORY_ERROR,False,,NO_BASENAME_MATCH,0,False,False
Q6K00283,Q6K00283_N02,FMOD0035,JlTOmyMX,2.11,dev/hexnowloading/dungeonnowloading/entity/ai/HollowChargeAttackGoal.class,https://github.com/hexnowloading/DungeonNowLoading,,,REPOSITORY_ERROR,False,,NO_BASENAME_MATCH,0,False,False
Q6K00283,Q6K00283_N03,FMOD0036,PJLzJ0P2,8.7.3+1.21.11-fabric,cc/cassian/rrv/common/builtin/interaction/WorldInteractionClientRecipeType.class,https://github.com/cassiancc/ReliableRecipeViewer,b71a86b03172319ddbbb6b825b475db035bec16d,,DATE_HEURISTIC,False,src/main/java/cc/cassian/rrv/common/builtin/interaction/WorldInteractionClientRecipeType.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00283,Q6K00283_N06,FMOD0036,PJLzJ0P2,8.7.3+1.21.11-fabric,cc/cassian/rrv/common/integration/polymer/recipe/PolydexClientRecipeType.class,https://github.com/cassiancc/ReliableRecipeViewer,b71a86b03172319ddbbb6b825b475db035bec16d,,DATE_HEURISTIC,False,src/main/java/cc/cassian/rrv/common/integration/polymer/recipe/PolydexClientRecipeType.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00283,Q6K00283_N07,FMOD0036,PJLzJ0P2,8.7.3+1.21.11-fabric,cc/cassian/rrv/common/integration/jei/JeiReliableRecipeCategory.class,https://github.com/cassiancc/ReliableRecipeViewer,b71a86b03172319ddbbb6b825b475db035bec16d,,DATE_HEURISTIC,False,src/main/java/cc/cassian/rrv/common/integration/jei/JeiReliableRecipeCategory.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00284,Q6K00284_N03,FMOD0016,HOHCWaTE,2.0.0-beta2,net/player005/vegandelightfabric/fabric/SimpleFlowableFluid$Flowing.class,https://github.com/SayWhatSayMon/VeganDelight,908b11e00f5bbb3e21ebdaeb7efa2f783d484921,v2.0.0-beta2,EXACT_NORMALIZED_TAG,True,fabric/src/main/java/net/player005/vegandelightfabric/fabric/SimpleFlowableFluid.java,EXACT_PACKAGE_SUFFIX,1,True,True
Q6K00284,Q6K00284_N04,FMOD0083,1HttX0dS,0.1.9,io/wispforest/accessories_compat/curios/mixin/CurioInventoryMixin.class,https://github.com/wisp-forest/accessories-compat-layer,dcdcd9655aa69556f1acc6f17924cc26688ff9b5,,DATE_HEURISTIC,False,common/src/main/java/io/wispforest/accessories_compat/curios/mixin/CurioInventoryMixin.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00284,Q6K00284_N05,FMOD0016,HOHCWaTE,2.0.0-beta2,net/player005/vegandelightfabric/fabric/VeganDelightFabric$VeganDelightFabricPlatform.class,https://github.com/SayWhatSayMon/VeganDelight,908b11e00f5bbb3e21ebdaeb7efa2f783d484921,v2.0.0-beta2,EXACT_NORMALIZED_TAG,True,fabric/src/main/java/net/player005/vegandelightfabric/fabric/VeganDelightFabric.java,EXACT_PACKAGE_SUFFIX,1,True,True
Q6K00284,Q6K00284_N06,FMOD0083,1HttX0dS,0.1.9,io/wispforest/accessories_compat/curios/AccessoriesEventHooks.class,https://github.com/wisp-forest/accessories-compat-layer,dcdcd9655aa69556f1acc6f17924cc26688ff9b5,,DATE_HEURISTIC,False,common/src/main/java/io/wispforest/accessories_compat/curios/AccessoriesEventHooks.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00284,Q6K00284_N07,FMOD0016,HOHCWaTE,2.0.0-beta2,net/player005/vegandelightfabric/VeganDelightMod.class,https://github.com/SayWhatSayMon/VeganDelight,908b11e00f5bbb3e21ebdaeb7efa2f783d484921,v2.0.0-beta2,EXACT_NORMALIZED_TAG,True,common/src/main/java/net/player005/vegandelightfabric/VeganDelightMod.java,EXACT_PACKAGE_SUFFIX,1,True,True
Q6K00285,Q6K00285_N01,FMOD0055,hmTUVDVo,1.1.0,com/nbp/cobblemon_smartphone/CobblemonSmartphone.class,https://github.com/RapidMesck/cobblemon_smartphone_main,4e90db141cfc3b68f849533802f93fb4e1595fe6,,DATE_HEURISTIC,False,,NO_BASENAME_MATCH,0,False,False
Q6K00285,Q6K00285_N02,FMOD0083,1HttX0dS,0.1.9,io/wispforest/accessories_compat/trinkets/wrapper/TrinketsWrappingUtils.class,https://github.com/wisp-forest/accessories-compat-layer,dcdcd9655aa69556f1acc6f17924cc26688ff9b5,,DATE_HEURISTIC,False,common/src/main/java/io/wispforest/accessories_compat/trinkets/wrapper/TrinketsWrappingUtils.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00285,Q6K00285_N03,FMOD0055,hmTUVDVo,1.1.0,com/nbp/cobblemon_smartphone/network/handler/HealPokemonHandler.class,https://github.com/RapidMesck/cobblemon_smartphone_main,4e90db141cfc3b68f849533802f93fb4e1595fe6,,DATE_HEURISTIC,False,,NO_BASENAME_MATCH,0,False,False
Q6K00285,Q6K00285_N05,FMOD0083,1HttX0dS,0.1.9,io/wispforest/accessories_compat/api/EntityBindingModifier$1.class,https://github.com/wisp-forest/accessories-compat-layer,dcdcd9655aa69556f1acc6f17924cc26688ff9b5,,DATE_HEURISTIC,False,common/src/main/java/io/wispforest/accessories_compat/api/EntityBindingModifier.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00285,Q6K00285_N07,FMOD0055,hmTUVDVo,1.1.0,com/nbp/cobblemon_smartphone/network/handler/HealPokemonCooldowns.class,https://github.com/RapidMesck/cobblemon_smartphone_main,4e90db141cfc3b68f849533802f93fb4e1595fe6,,DATE_HEURISTIC,False,,NO_BASENAME_MATCH,0,False,False
Q6K00286,Q6K00286_N01,FMOD0051,3gPteH7H,2.1.2-Fabric-mc1.21,net/petemc/contagion/mixin/ZombieEntityMixin.class,https://github.com/MC-Mods-Pete/Contagion,2251ee614cc611cf10f9119e186b1e4a4d7f64f2,,DATE_HEURISTIC,False,src/main/java/net/petemc/contagion/mixin/ZombieEntityMixin.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00286,Q6K00286_N02,FMOD0077,n4xzuN3I,3.102.6+26.1.2,dev/terminalmc/chatnotify/ChatNotify.class,https://github.com/TerminalMC/ChatNotify,284b12dfeaee83e71c305d231edd74fb4e06d5f5,,DATE_HEURISTIC,False,common/src/main/java/dev/terminalmc/chatnotify/ChatNotify.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00286,Q6K00286_N03,FMOD0077,n4xzuN3I,3.102.6+26.1.2,dev/terminalmc/chatnotify/util/ResponseUtil.class,https://github.com/TerminalMC/ChatNotify,284b12dfeaee83e71c305d231edd74fb4e06d5f5,,DATE_HEURISTIC,False,common/src/main/java/dev/terminalmc/chatnotify/util/ResponseUtil.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00286,Q6K00286_N05,FMOD0051,3gPteH7H,2.1.2-Fabric-mc1.21,net/petemc/contagion/casts/InfectedEntity.class,https://github.com/MC-Mods-Pete/Contagion,2251ee614cc611cf10f9119e186b1e4a4d7f64f2,,DATE_HEURISTIC,False,src/main/java/net/petemc/contagion/casts/InfectedEntity.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00286,Q6K00286_N06,FMOD0051,3gPteH7H,2.1.2-Fabric-mc1.21,net/petemc/contagion/effect/ContagionResetInfectionEffect.class,https://github.com/MC-Mods-Pete/Contagion,2251ee614cc611cf10f9119e186b1e4a4d7f64f2,,DATE_HEURISTIC,False,src/main/java/net/petemc/contagion/effect/ContagionResetInfectionEffect.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00287,Q6K00287_N01,FMOD0004,5gdROB0x,1.2.0,com/skelly/deepstash/ExcaMateNetworking$VeinKeyStatePayload.class,https://github.com/SkellyX/ExcaMate,d2b83e38d988f3f03ee14d322e9072a6b1a3c9b4,,DATE_HEURISTIC,False,src/main/java/com/skelly/deepstash/ExcaMateNetworking.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00287,Q6K00287_N03,FMOD0003,kf7gMwfX,21.11.0,fuzs/skeletonaifix/config/ServerConfig.class,https://github.com/Fuzss/skeletonaifix,0c9a8c5df775e2f96d2b9d54567a002232bb620e,,DATE_HEURISTIC,False,,AMBIGUOUS_BASENAME,6,False,False
Q6K00287,Q6K00287_N05,FMOD0003,kf7gMwfX,21.11.0,fuzs/skeletonaifix/data/ModEntityTypeTagProvider.class,https://github.com/Fuzss/skeletonaifix,0c9a8c5df775e2f96d2b9d54567a002232bb620e,,DATE_HEURISTIC,False,,AMBIGUOUS_BASENAME,6,False,False
Q6K00287,Q6K00287_N06,FMOD0003,kf7gMwfX,21.11.0,fuzs/skeletonaifix/fabric/SkeletonAIFixFabric.class,https://github.com/Fuzss/skeletonaifix,0c9a8c5df775e2f96d2b9d54567a002232bb620e,,DATE_HEURISTIC,False,,AMBIGUOUS_BASENAME,7,False,False
Q6K00287,Q6K00287_N07,FMOD0004,5gdROB0x,1.2.0,com/skelly/deepstash/ExcaMateMode.class,https://github.com/SkellyX/ExcaMate,d2b83e38d988f3f03ee14d322e9072a6b1a3c9b4,,DATE_HEURISTIC,False,src/main/java/com/skelly/deepstash/ExcaMateMode.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00288,Q6K00288_N01,FMOD0067,Uzn5pkvu,1.3.4,com/bettershulker/BetterShulkerConfig.class,https://github.com/Jom3a-J/Better-Shulker-Boxes,33b04671a6c47b2830237c75b274b447e0cae360,,DATE_HEURISTIC,False,src/main/java/com/bettershulker/BetterShulkerConfig.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00288,Q6K00288_N02,FMOD0074,9MFcIvHy,1.21.11-1.11.1,de/guntram/mcmod/durabilityviewer/client/gui/GuiItemDurability.class,https://github.com/fantahund/DurabilityViewer,04f983f94b089fadcab5c367e0eb7a74031525f0,,DATE_HEURISTIC,False,src/main/java/de/guntram/mcmod/durabilityviewer/client/gui/GuiItemDurability.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00288,Q6K00288_N04,FMOD0067,Uzn5pkvu,1.3.4,com/bettershulker/client/render/ShulkerTooltipComponent$1.class,https://github.com/Jom3a-J/Better-Shulker-Boxes,33b04671a6c47b2830237c75b274b447e0cae360,,DATE_HEURISTIC,False,src/main/java/com/bettershulker/client/render/ShulkerTooltipComponent.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00288,Q6K00288_N06,FMOD0074,9MFcIvHy,1.21.11-1.11.1,de/guntram/mcmod/durabilityviewer/config/ConfigGui$ButtonListener.class,https://github.com/fantahund/DurabilityViewer,04f983f94b089fadcab5c367e0eb7a74031525f0,,DATE_HEURISTIC,False,src/main/java/de/guntram/mcmod/durabilityviewer/config/ConfigGui.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00288,Q6K00288_N07,FMOD0067,Uzn5pkvu,1.3.4,com/bettershulker/util/ContainerHelper.class,https://github.com/Jom3a-J/Better-Shulker-Boxes,33b04671a6c47b2830237c75b274b447e0cae360,,DATE_HEURISTIC,False,src/main/java/com/bettershulker/util/ContainerHelper.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00289,Q6K00289_N01,FMOD0099,cOTJKyN0,1.9.1+1.19,dev/sapphic/couplings/impl/DoorBlockCoupling.class,https://github.com/ChloeDawn/Couplings,f9d06856955b3d63469085f02e9d29b24ebab72d,1.9.1+1.19,EXACT_NORMALIZED_TAG,True,src/main/java/dev/sapphic/couplings/impl/DoorBlockCoupling.java,EXACT_PACKAGE_SUFFIX,1,True,True
Q6K00289,Q6K00289_N03,FMOD0099,cOTJKyN0,1.9.1+1.19,dev/sapphic/couplings/impl/TrapdoorBlockCoupling.class,https://github.com/ChloeDawn/Couplings,f9d06856955b3d63469085f02e9d29b24ebab72d,1.9.1+1.19,EXACT_NORMALIZED_TAG,True,src/main/java/dev/sapphic/couplings/impl/TrapdoorBlockCoupling.java,EXACT_PACKAGE_SUFFIX,1,True,True
