query_id,node_id,source_fresh_id,source_version_id,source_version_number,source_relative_class_path,github_repo,snapshot_commit,snapshot_ref,snapshot_resolution,snapshot_exact_release_claim,java_path,java_mapping_status,java_candidate_count,source_resolvable,high_confidence_mapping
Q6K00187,Q6K00187_N04,FMOD0086,CVeqqBLA,1.1.11+26.1.2,io/github/zhengzhengyiyi/gui/JsonVisualEditorScreen.class,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,,DATE_HEURISTIC,False,src/client/java/io/github/zhengzhengyiyi/gui/JsonVisualEditorScreen.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00187,Q6K00187_N05,FMOD0086,CVeqqBLA,1.1.11+26.1.2,io/github/zhengzhengyiyi/gui/AIChatScreen.class,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,,DATE_HEURISTIC,False,src/client/java/io/github/zhengzhengyiyi/gui/AIChatScreen.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00187,Q6K00187_N06,FMOD0086,CVeqqBLA,1.1.11+26.1.2,io/github/zhengzhengyiyi/ConfigEditorClient.class,https://github.com/zhengzhengyiyi/config-editor,8fd93ec5d19f02a3ca2d7c1cc375af7262e40fef,,DATE_HEURISTIC,False,src/client/java/io/github/zhengzhengyiyi/ConfigEditorClient.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00188,Q6K00188_N01,FMOD0001,vSbgx9lF,26.2-fabric-1.0.1,com/jfyx2025/access/InventoryAccess.class,,,,NO_GITHUB_REPOSITORY,False,,NO_BASENAME_MATCH,0,False,False
Q6K00188,Q6K00188_N02,FMOD0001,vSbgx9lF,26.2-fabric-1.0.1,com/jfyx2025/mixin/ServerPacketMixin.class,,,,NO_GITHUB_REPOSITORY,False,,NO_BASENAME_MATCH,0,False,False
Q6K00188,Q6K00188_N04,FMOD0001,vSbgx9lF,26.2-fabric-1.0.1,com/jfyx2025/client/mixin/HotbarRenderMixin.class,,,,NO_GITHUB_REPOSITORY,False,,NO_BASENAME_MATCH,0,False,False
Q6K00188,Q6K00188_N06,FMOD0001,vSbgx9lF,26.2-fabric-1.0.1,com/jfyx2025/mixin/InventoryMixin.class,,,,NO_GITHUB_REPOSITORY,False,,NO_BASENAME_MATCH,0,False,False
Q6K00188,Q6K00188_N07,FMOD0001,vSbgx9lF,26.2-fabric-1.0.1,com/jfyx2025/mixin/SwapHandMixin.class,,,,NO_GITHUB_REPOSITORY,False,,NO_BASENAME_MATCH,0,False,False
Q6K00189,Q6K00189_N01,FMOD0087,IvA7ptS8,0.12.0-alpha.1,net/gnomecraft/ductwork/data/DuctworkItemTagProvider.class,https://github.com/gniftygnome/ductwork,6b25f436c79cece3522f05ad4c6db8030b47272c,,DATE_HEURISTIC,False,src/main/java/net/gnomecraft/ductwork/data/DuctworkItemTagProvider.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00189,Q6K00189_N02,FMOD0087,IvA7ptS8,0.12.0-alpha.1,net/gnomecraft/ductwork/data/DuctworkRecipeProvider$1.class,https://github.com/gniftygnome/ductwork,6b25f436c79cece3522f05ad4c6db8030b47272c,,DATE_HEURISTIC,False,src/main/java/net/gnomecraft/ductwork/data/DuctworkRecipeProvider.java,EXACT_PACKAGE_SUFFIX,1,True,False
Q6K00189,Q6K00189_N04,FMOD0087,IvA7ptS8,0.12.0-alpha.1,net/gnomecraft/ductwork/data/DuctworkBlockTagProvider.class,https://github.com/gniftygnome/ductwork,6b25f436c79cece3522f05ad4c6db8030b47272c,,DATE_HEURISTIC,False,src/main/java/net/gnomecraft/ductwork/data/DuctworkBlockTagProvider.java,EXACT_PACKAGE_SUFFIX,1,True,False
