query_id,parent_count,method,component_accuracy,parent_precision,parent_recall,parent_f1,parent_set_exact,component_set_exact
Q0057,2,MEDIAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0057,2,MEAN_RANK,0.5,0.5,0.5,0.5,False,False
Q0058,2,SINGLE_3GRAM,0.3333333333333333,0.5,0.5,0.5,False,False
Q0058,2,SINGLE_STRUCT,0.6666666666666666,1.0,1.0,1.0,True,False
Q0058,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0058,2,MEAN_REGRET,0.8333333333333334,1.0,1.0,1.0,True,False
Q0058,2,MEDIAN_REGRET,0.8333333333333334,1.0,1.0,1.0,True,False
Q0058,2,MEAN_RANK,0.8333333333333334,1.0,1.0,1.0,True,False
Q0059,2,SINGLE_3GRAM,0.5,0.5,0.5,0.5,False,False
Q0059,2,SINGLE_STRUCT,0.5,0.5,0.5,0.5,False,False
Q0059,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0059,2,MEAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0059,2,MEDIAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0059,2,MEAN_RANK,0.5,0.5,0.5,0.5,False,False
Q0060,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0060,2,SINGLE_STRUCT,0.0,0.0,0.0,0.0,False,False
Q0060,2,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0060,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0060,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0060,2,MEAN_RANK,0.3333333333333333,0.5,0.5,0.5,False,False
Q0061,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0061,2,SINGLE_STRUCT,0.0,0.0,0.0,0.0,False,False
Q0061,2,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0061,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0061,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0061,2,MEAN_RANK,0.0,0.0,0.0,0.0,False,False
Q0062,2,SINGLE_3GRAM,0.16666666666666666,0.5,0.5,0.5,False,False
Q0062,2,SINGLE_STRUCT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0062,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0062,2,MEAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0062,2,MEDIAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0062,2,MEAN_RANK,0.5,0.5,0.5,0.5,False,False
Q0063,2,SINGLE_3GRAM,0.6666666666666666,1.0,1.0,1.0,True,False
Q0063,2,SINGLE_STRUCT,1.0,1.0,1.0,1.0,True,True
Q0063,2,SINGLE_CONTEXT,1.0,1.0,1.0,1.0,True,True
Q0063,2,MEAN_REGRET,1.0,1.0,1.0,1.0,True,True
Q0063,2,MEDIAN_REGRET,1.0,1.0,1.0,1.0,True,True
Q0063,2,MEAN_RANK,1.0,1.0,1.0,1.0,True,True
Q0064,2,SINGLE_3GRAM,0.3333333333333333,0.5,0.5,0.5,False,False
Q0064,2,SINGLE_STRUCT,0.8333333333333334,1.0,1.0,1.0,True,False
Q0064,2,SINGLE_CONTEXT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0064,2,MEAN_REGRET,0.8333333333333334,1.0,1.0,1.0,True,False
Q0064,2,MEDIAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0064,2,MEAN_RANK,0.3333333333333333,0.5,0.5,0.5,False,False
Q0065,2,SINGLE_3GRAM,1.0,1.0,1.0,1.0,True,True
Q0065,2,SINGLE_STRUCT,1.0,1.0,1.0,1.0,True,True
Q0065,2,SINGLE_CONTEXT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0065,2,MEAN_REGRET,1.0,1.0,1.0,1.0,True,True
Q0065,2,MEDIAN_REGRET,1.0,1.0,1.0,1.0,True,True
Q0065,2,MEAN_RANK,1.0,1.0,1.0,1.0,True,True
Q0066,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0066,2,SINGLE_STRUCT,0.0,0.0,0.0,0.0,False,False
Q0066,2,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0066,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0066,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0066,2,MEAN_RANK,0.0,0.0,0.0,0.0,False,False
Q0067,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0067,2,SINGLE_STRUCT,0.0,0.0,0.0,0.0,False,False
Q0067,2,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0067,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0067,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0067,2,MEAN_RANK,0.0,0.0,0.0,0.0,False,False
Q0068,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0068,2,SINGLE_STRUCT,0.0,0.0,0.0,0.0,False,False
Q0068,2,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0068,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0068,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0068,2,MEAN_RANK,0.0,0.0,0.0,0.0,False,False
Q0069,2,SINGLE_3GRAM,0.8333333333333334,1.0,1.0,1.0,True,False
Q0069,2,SINGLE_STRUCT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0069,2,SINGLE_CONTEXT,0.8333333333333334,1.0,1.0,1.0,True,False
Q0069,2,MEAN_REGRET,0.8333333333333334,1.0,1.0,1.0,True,False
Q0069,2,MEDIAN_REGRET,0.8333333333333334,1.0,1.0,1.0,True,False
Q0069,2,MEAN_RANK,0.8333333333333334,1.0,1.0,1.0,True,False
Q0070,2,SINGLE_3GRAM,0.3333333333333333,0.5,0.5,0.5,False,False
Q0070,2,SINGLE_STRUCT,0.16666666666666666,0.5,0.5,0.5,False,False
Q0070,2,SINGLE_CONTEXT,0.16666666666666666,0.5,0.5,0.5,False,False
Q0070,2,MEAN_REGRET,0.6666666666666666,1.0,1.0,1.0,True,False
Q0070,2,MEDIAN_REGRET,0.6666666666666666,1.0,1.0,1.0,True,False
Q0070,2,MEAN_RANK,0.3333333333333333,0.5,0.5,0.5,False,False
Q0071,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0071,2,SINGLE_STRUCT,0.0,0.0,0.0,0.0,False,False
Q0071,2,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0071,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0071,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0071,2,MEAN_RANK,0.3333333333333333,0.5,0.5,0.5,False,False
Q0072,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0072,2,SINGLE_STRUCT,0.0,0.0,0.0,0.0,False,False
Q0072,2,SINGLE_CONTEXT,0.16666666666666666,0.5,0.5,0.5,False,False
Q0072,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0072,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0072,2,MEAN_RANK,0.16666666666666666,0.5,0.5,0.5,False,False
Q0073,2,SINGLE_3GRAM,0.8333333333333334,1.0,1.0,1.0,True,False
Q0073,2,SINGLE_STRUCT,0.8333333333333334,1.0,1.0,1.0,True,False
Q0073,2,SINGLE_CONTEXT,0.8333333333333334,1.0,1.0,1.0,True,False
Q0073,2,MEAN_REGRET,0.8333333333333334,1.0,1.0,1.0,True,False
Q0073,2,MEDIAN_REGRET,0.8333333333333334,1.0,1.0,1.0,True,False
Q0073,2,MEAN_RANK,0.5,0.5,0.5,0.5,False,False
Q0074,2,SINGLE_3GRAM,0.16666666666666666,0.5,0.5,0.5,False,False
Q0074,2,SINGLE_STRUCT,0.5,0.5,0.5,0.5,False,False
Q0074,2,SINGLE_CONTEXT,0.16666666666666666,0.5,0.5,0.5,False,False
Q0074,2,MEAN_REGRET,0.16666666666666666,0.5,0.5,0.5,False,False
Q0074,2,MEDIAN_REGRET,0.16666666666666666,0.5,0.5,0.5,False,False
Q0074,2,MEAN_RANK,0.3333333333333333,0.5,0.5,0.5,False,False
Q0075,2,SINGLE_3GRAM,0.3333333333333333,0.5,0.5,0.5,False,False
Q0075,2,SINGLE_STRUCT,0.5,0.5,0.5,0.5,False,False
Q0075,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0075,2,MEAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0075,2,MEDIAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0075,2,MEAN_RANK,0.5,0.5,0.5,0.5,False,False
Q0076,2,SINGLE_3GRAM,0.3333333333333333,0.5,0.5,0.5,False,False
Q0076,2,SINGLE_STRUCT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0076,2,SINGLE_CONTEXT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0076,2,MEAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0076,2,MEDIAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0076,2,MEAN_RANK,0.3333333333333333,0.5,0.5,0.5,False,False
Q0077,2,SINGLE_3GRAM,0.16666666666666666,0.5,0.5,0.5,False,False
Q0077,2,SINGLE_STRUCT,0.0,0.0,0.0,0.0,False,False
Q0077,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0077,2,MEAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0077,2,MEDIAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0077,2,MEAN_RANK,0.0,0.0,0.0,0.0,False,False
Q0078,2,SINGLE_3GRAM,1.0,1.0,1.0,1.0,True,True
Q0078,2,SINGLE_STRUCT,1.0,1.0,1.0,1.0,True,True
Q0078,2,SINGLE_CONTEXT,1.0,1.0,1.0,1.0,True,True
Q0078,2,MEAN_REGRET,1.0,1.0,1.0,1.0,True,True
Q0078,2,MEDIAN_REGRET,1.0,1.0,1.0,1.0,True,True
Q0078,2,MEAN_RANK,1.0,1.0,1.0,1.0,True,True
Q0079,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0079,2,SINGLE_STRUCT,0.0,0.0,0.0,0.0,False,False
Q0079,2,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0079,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0079,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0079,2,MEAN_RANK,0.0,0.0,0.0,0.0,False,False
Q0080,2,SINGLE_3GRAM,0.3333333333333333,0.5,0.5,0.5,False,False
Q0080,2,SINGLE_STRUCT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0080,2,SINGLE_CONTEXT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0080,2,MEAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0080,2,MEDIAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0080,2,MEAN_RANK,0.3333333333333333,0.5,0.5,0.5,False,False
Q0081,2,SINGLE_3GRAM,0.3333333333333333,0.5,0.5,0.5,False,False
Q0081,2,SINGLE_STRUCT,0.6666666666666666,1.0,1.0,1.0,True,False
Q0081,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0081,2,MEAN_REGRET,0.8333333333333334,1.0,1.0,1.0,True,False
Q0081,2,MEDIAN_REGRET,0.8333333333333334,1.0,1.0,1.0,True,False
Q0081,2,MEAN_RANK,0.8333333333333334,1.0,1.0,1.0,True,False
Q0082,2,SINGLE_3GRAM,0.16666666666666666,0.5,0.5,0.5,False,False
Q0082,2,SINGLE_STRUCT,0.6666666666666666,1.0,1.0,1.0,True,False
Q0082,2,SINGLE_CONTEXT,0.16666666666666666,0.5,0.5,0.5,False,False
Q0082,2,MEAN_REGRET,0.16666666666666666,0.5,0.5,0.5,False,False
Q0082,2,MEDIAN_REGRET,0.16666666666666666,0.5,0.5,0.5,False,False
Q0082,2,MEAN_RANK,0.0,0.0,0.0,0.0,False,False
Q0083,2,SINGLE_3GRAM,0.5,0.5,0.5,0.5,False,False
Q0083,2,SINGLE_STRUCT,0.5,0.5,0.5,0.5,False,False
Q0083,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0083,2,MEAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0083,2,MEDIAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0083,2,MEAN_RANK,0.5,0.5,0.5,0.5,False,False
Q0084,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0084,2,SINGLE_STRUCT,0.0,0.0,0.0,0.0,False,False
Q0084,2,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0084,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0084,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0084,2,MEAN_RANK,0.16666666666666666,0.5,0.5,0.5,False,False
Q0085,2,SINGLE_3GRAM,0.16666666666666666,0.5,0.5,0.5,False,False
Q0085,2,SINGLE_STRUCT,0.16666666666666666,0.5,0.5,0.5,False,False
Q0085,2,SINGLE_CONTEXT,0.6666666666666666,1.0,1.0,1.0,True,False
Q0085,2,MEAN_REGRET,0.6666666666666666,1.0,1.0,1.0,True,False
Q0085,2,MEDIAN_REGRET,0.6666666666666666,1.0,1.0,1.0,True,False
Q0085,2,MEAN_RANK,0.3333333333333333,0.5,0.5,0.5,False,False
Q0086,2,SINGLE_3GRAM,0.16666666666666666,0.5,0.5,0.5,False,False
Q0086,2,SINGLE_STRUCT,0.5,0.5,0.5,0.5,False,False
Q0086,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0086,2,MEAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0086,2,MEDIAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0086,2,MEAN_RANK,0.5,0.5,0.5,0.5,False,False
Q0087,2,SINGLE_3GRAM,0.3333333333333333,0.5,0.5,0.5,False,False
Q0087,2,SINGLE_STRUCT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0087,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0087,2,MEAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0087,2,MEDIAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0087,2,MEAN_RANK,0.5,0.5,0.5,0.5,False,False
Q0088,2,SINGLE_3GRAM,0.16666666666666666,0.5,0.5,0.5,False,False
Q0088,2,SINGLE_STRUCT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0088,2,SINGLE_CONTEXT,0.16666666666666666,0.5,0.5,0.5,False,False
Q0088,2,MEAN_REGRET,0.16666666666666666,0.5,0.5,0.5,False,False
Q0088,2,MEDIAN_REGRET,0.16666666666666666,0.5,0.5,0.5,False,False
Q0088,2,MEAN_RANK,0.16666666666666666,0.5,0.5,0.5,False,False
Q0089,2,SINGLE_3GRAM,0.5,0.5,0.5,0.5,False,False
Q0089,2,SINGLE_STRUCT,0.16666666666666666,0.5,0.5,0.5,False,False
Q0089,2,SINGLE_CONTEXT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0089,2,MEAN_REGRET,0.16666666666666666,0.5,0.5,0.5,False,False
Q0089,2,MEDIAN_REGRET,0.16666666666666666,0.5,0.5,0.5,False,False
Q0089,2,MEAN_RANK,0.16666666666666666,0.5,0.5,0.5,False,False
Q0090,2,SINGLE_3GRAM,0.5,0.5,0.5,0.5,False,False
Q0090,2,SINGLE_STRUCT,0.5,0.5,0.5,0.5,False,False
Q0090,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0090,2,MEAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0090,2,MEDIAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0090,2,MEAN_RANK,0.5,0.5,0.5,0.5,False,False
Q0091,2,SINGLE_3GRAM,0.16666666666666666,0.5,0.5,0.5,False,False
Q0091,2,SINGLE_STRUCT,0.16666666666666666,0.5,0.5,0.5,False,False
Q0091,2,SINGLE_CONTEXT,0.16666666666666666,0.5,0.5,0.5,False,False
Q0091,2,MEAN_REGRET,0.16666666666666666,0.5,0.5,0.5,False,False
Q0091,2,MEDIAN_REGRET,0.16666666666666666,0.5,0.5,0.5,False,False
Q0091,2,MEAN_RANK,0.0,0.0,0.0,0.0,False,False
Q0092,2,SINGLE_3GRAM,0.3333333333333333,0.5,0.5,0.5,False,False
Q0092,2,SINGLE_STRUCT,0.16666666666666666,0.5,0.5,0.5,False,False
Q0092,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0092,2,MEAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0092,2,MEDIAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0092,2,MEAN_RANK,0.5,0.5,0.5,0.5,False,False
Q0093,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0093,2,SINGLE_STRUCT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0093,2,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0093,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0093,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0093,2,MEAN_RANK,0.0,0.0,0.0,0.0,False,False
Q0094,2,SINGLE_3GRAM,1.0,1.0,1.0,1.0,True,True
Q0094,2,SINGLE_STRUCT,1.0,1.0,1.0,1.0,True,True
Q0094,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0094,2,MEAN_REGRET,1.0,1.0,1.0,1.0,True,True
Q0094,2,MEDIAN_REGRET,1.0,1.0,1.0,1.0,True,True
Q0094,2,MEAN_RANK,1.0,1.0,1.0,1.0,True,True
Q0095,2,SINGLE_3GRAM,0.5,0.5,0.5,0.5,False,False
Q0095,2,SINGLE_STRUCT,0.5,0.5,0.5,0.5,False,False
Q0095,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0095,2,MEAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0095,2,MEDIAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0095,2,MEAN_RANK,0.5,0.5,0.5,0.5,False,False
Q0096,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0096,2,SINGLE_STRUCT,0.0,0.5,0.5,0.5,False,False
Q0096,2,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0096,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0096,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0096,2,MEAN_RANK,0.0,0.0,0.0,0.0,False,False
Q0097,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0097,2,SINGLE_STRUCT,0.0,0.0,0.0,0.0,False,False
Q0097,2,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0097,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0097,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0097,2,MEAN_RANK,0.0,0.0,0.0,0.0,False,False
Q0098,2,SINGLE_3GRAM,0.0,0.0,0.0,0.0,False,False
Q0098,2,SINGLE_STRUCT,0.0,0.0,0.0,0.0,False,False
Q0098,2,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0098,2,MEAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0098,2,MEDIAN_REGRET,0.0,0.0,0.0,0.0,False,False
Q0098,2,MEAN_RANK,0.0,0.0,0.0,0.0,False,False
Q0099,2,SINGLE_3GRAM,0.5,0.5,0.5,0.5,False,False
Q0099,2,SINGLE_STRUCT,0.5,0.5,0.5,0.5,False,False
Q0099,2,SINGLE_CONTEXT,0.3333333333333333,0.5,0.5,0.5,False,False
Q0099,2,MEAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0099,2,MEDIAN_REGRET,0.3333333333333333,0.5,0.5,0.5,False,False
Q0099,2,MEAN_RANK,0.3333333333333333,0.5,0.5,0.5,False,False
Q0100,2,SINGLE_3GRAM,0.5,0.5,0.5,0.5,False,False
Q0100,2,SINGLE_STRUCT,0.5,0.5,0.5,0.5,False,False
Q0100,2,SINGLE_CONTEXT,0.5,0.5,0.5,0.5,False,False
Q0100,2,MEAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0100,2,MEDIAN_REGRET,0.5,0.5,0.5,0.5,False,False
Q0100,2,MEAN_RANK,0.5,0.5,0.5,0.5,False,False
Q0101,3,SINGLE_3GRAM,0.7777777777777778,1.0,1.0,1.0,True,False
Q0101,3,SINGLE_STRUCT,1.0,1.0,1.0,1.0,True,True
Q0101,3,SINGLE_CONTEXT,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0101,3,MEAN_REGRET,1.0,1.0,1.0,1.0,True,True
Q0101,3,MEDIAN_REGRET,1.0,1.0,1.0,1.0,True,True
Q0101,3,MEAN_RANK,1.0,1.0,1.0,1.0,True,True
Q0102,3,SINGLE_3GRAM,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0102,3,SINGLE_STRUCT,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0102,3,SINGLE_CONTEXT,0.0,0.0,0.0,0.0,False,False
Q0102,3,MEAN_REGRET,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0102,3,MEDIAN_REGRET,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0102,3,MEAN_RANK,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0103,3,SINGLE_3GRAM,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0103,3,SINGLE_STRUCT,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0103,3,SINGLE_CONTEXT,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0103,3,MEAN_REGRET,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0103,3,MEDIAN_REGRET,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0103,3,MEAN_RANK,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0104,3,SINGLE_3GRAM,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0104,3,SINGLE_STRUCT,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0104,3,SINGLE_CONTEXT,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0104,3,MEAN_REGRET,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0104,3,MEDIAN_REGRET,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0104,3,MEAN_RANK,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0105,3,SINGLE_3GRAM,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0105,3,SINGLE_STRUCT,0.7777777777777778,1.0,1.0,1.0,True,False
Q0105,3,SINGLE_CONTEXT,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0105,3,MEAN_REGRET,0.8888888888888888,1.0,1.0,1.0,True,False
Q0105,3,MEDIAN_REGRET,0.8888888888888888,1.0,1.0,1.0,True,False
Q0105,3,MEAN_RANK,0.8888888888888888,1.0,1.0,1.0,True,False
Q0106,3,SINGLE_3GRAM,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0106,3,SINGLE_STRUCT,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0106,3,SINGLE_CONTEXT,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0106,3,MEAN_REGRET,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0106,3,MEDIAN_REGRET,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0106,3,MEAN_RANK,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0107,3,SINGLE_3GRAM,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0107,3,SINGLE_STRUCT,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0107,3,SINGLE_CONTEXT,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0107,3,MEAN_REGRET,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0107,3,MEDIAN_REGRET,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0107,3,MEAN_RANK,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0108,3,SINGLE_3GRAM,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0108,3,SINGLE_STRUCT,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0108,3,SINGLE_CONTEXT,0.6666666666666666,1.0,1.0,1.0,True,False
Q0108,3,MEAN_REGRET,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0108,3,MEDIAN_REGRET,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0108,3,MEAN_RANK,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0109,3,SINGLE_3GRAM,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0109,3,SINGLE_STRUCT,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0109,3,SINGLE_CONTEXT,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0109,3,MEAN_REGRET,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0109,3,MEDIAN_REGRET,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0109,3,MEAN_RANK,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0110,3,SINGLE_3GRAM,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0110,3,SINGLE_STRUCT,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0110,3,SINGLE_CONTEXT,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0110,3,MEAN_REGRET,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0110,3,MEDIAN_REGRET,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
Q0110,3,MEAN_RANK,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0111,3,SINGLE_3GRAM,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
Q0111,3,SINGLE_STRUCT,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.6666666666666666,False,False
