modality,threshold,components,true_unknown,true_known,macro_f1,unknown_precision,unknown_recall,unknown_f1,known_f1,accuracy
CODE_BINARY,0.06640625,900,548,352,0.786167321051042,0.8056013179571664,0.8923357664233577,0.8467532467532468,0.7255813953488371,0.8033333333333333
CODE_BINARY,0.0677083358168602,900,548,352,0.7875205906498329,0.806930693069307,0.8923357664233577,0.8474870017331023,0.7275541795665635,0.8044444444444444
CODE_BINARY,0.0690104179084301,900,548,352,0.7875205906498329,0.806930693069307,0.8923357664233577,0.8474870017331023,0.7275541795665635,0.8044444444444444
CODE_BINARY,0.0703125,900,548,352,0.7891563442521342,0.8092868988391376,0.8905109489051095,0.8479582971329279,0.7303543913713405,0.8055555555555556
CODE_BINARY,0.0716145820915699,900,548,352,0.7891563442521342,0.8092868988391376,0.8905109489051095,0.8479582971329279,0.7303543913713405,0.8055555555555556
CODE_BINARY,0.0729166641831398,900,548,352,0.7958595513713436,0.8160535117056856,0.8905109489051095,0.8516579406631763,0.7400611620795108,0.8111111111111111
CODE_BINARY,0.07421875,900,548,352,0.7958595513713436,0.8160535117056856,0.8905109489051095,0.8516579406631763,0.7400611620795108,0.8111111111111111
CODE_BINARY,0.0755208358168602,900,548,352,0.800111448174604,0.821247892074199,0.8886861313868614,0.8536371603856268,0.7465857359635812,0.8144444444444444
CODE_BINARY,0.078125,900,548,352,0.800111448174604,0.821247892074199,0.8886861313868614,0.8536371603856268,0.7465857359635812,0.8144444444444444
CODE_BINARY,0.0807291641831398,900,548,352,0.8080222582888941,0.8296422487223168,0.8886861313868614,0.8581497797356828,0.7578947368421052,0.8211111111111111
CODE_BINARY,0.08203125,900,548,352,0.8080222582888941,0.8296422487223168,0.8886861313868614,0.8581497797356828,0.7578947368421052,0.8211111111111111
CODE_BINARY,0.0833333358168602,900,548,352,0.8106418988211102,0.8324786324786325,0.8886861313868614,0.8596646072374228,0.7616191904047976,0.8233333333333334
CODE_BINARY,0.0846354179084301,900,548,352,0.8106418988211102,0.8324786324786325,0.8886861313868614,0.8596646072374228,0.7616191904047976,0.8233333333333334
CODE_BINARY,0.0859375,900,548,352,0.8052811550151977,0.8310344827586207,0.8795620437956204,0.8546099290780143,0.755952380952381,0.8177777777777778
CODE_BINARY,0.0885416679084301,900,548,352,0.8052811550151977,0.8310344827586207,0.8795620437956204,0.8546099290780143,0.755952380952381,0.8177777777777778
CODE_BINARY,0.0911458358168602,900,548,352,0.8012398845298376,0.8310104529616724,0.8704379562043796,0.8502673796791443,0.752212389380531,0.8133333333333334
CODE_BINARY,0.0924479179084301,900,548,352,0.8012398845298376,0.8310104529616724,0.8704379562043796,0.8502673796791443,0.752212389380531,0.8133333333333334
CODE_BINARY,0.09375,900,548,352,0.7991071428571429,0.8304195804195804,0.8667883211678832,0.8482142857142858,0.75,0.8111111111111111
CODE_BINARY,0.0950520820915699,900,548,352,0.7991071428571429,0.8304195804195804,0.8667883211678832,0.8482142857142858,0.75,0.8111111111111111
CODE_BINARY,0.0963541641831398,900,548,352,0.8029914367468813,0.8347978910369068,0.8667883211678832,0.8504923903312444,0.7554904831625182,0.8144444444444444
CODE_BINARY,0.09765625,900,548,352,0.8029914367468813,0.8347978910369068,0.8667883211678832,0.8504923903312444,0.7554904831625182,0.8144444444444444
CODE_BINARY,0.0989583358168602,900,548,352,0.8081427512094068,0.8407079646017699,0.8667883211678832,0.8535489667565138,0.7627365356622998,0.8188888888888889
CODE_BINARY,0.1002604179084301,900,548,352,0.8081427512094068,0.8407079646017699,0.8667883211678832,0.8535489667565138,0.7627365356622998,0.8188888888888889
CODE_BINARY,0.1015625,900,548,352,0.8070729462941275,0.8404255319148937,0.864963503649635,0.8525179856115108,0.7616279069767442,0.8177777777777778
CODE_BINARY,0.1028645820915699,900,548,352,0.8070729462941275,0.8404255319148937,0.864963503649635,0.8525179856115108,0.7616279069767442,0.8177777777777778
CODE_BINARY,0.1041666641831398,900,548,352,0.8060038224432022,0.8401420959147424,0.8631386861313869,0.8514851485148516,0.760522496371553,0.8166666666666667
CODE_BINARY,0.10546875,900,548,352,0.8060038224432022,0.8401420959147424,0.8631386861313869,0.8514851485148516,0.760522496371553,0.8166666666666667
CODE_BINARY,0.1067708358168602,900,548,352,0.8072855464159812,0.8416370106761566,0.8631386861313869,0.8522522522522523,0.7623188405797101,0.8177777777777778
CODE_BINARY,0.1080729179084301,900,548,352,0.8072855464159812,0.8416370106761566,0.8631386861313869,0.8522522522522523,0.7623188405797101,0.8177777777777778
CODE_BINARY,0.109375,900,548,352,0.8074956699568039,0.8428571428571429,0.8613138686131386,0.8519855595667869,0.7630057803468209,0.8177777777777778
CODE_BINARY,0.1106770820915699,900,548,352,0.8074956699568039,0.8428571428571429,0.8613138686131386,0.8519855595667869,0.7630057803468209,0.8177777777777778
CODE_BINARY,0.1119791641831398,900,548,352,0.8061743963383308,0.8472727272727273,0.8503649635036497,0.8488160291438981,0.7635327635327634,0.8155555555555556
CODE_BINARY,0.1145833320915699,900,548,352,0.8061743963383308,0.8472727272727273,0.8503649635036497,0.8488160291438981,0.7635327635327634,0.8155555555555556
CODE_BINARY,0.1171875,900,548,352,0.8099679393762751,0.8519195612431444,0.8503649635036497,0.8511415525114155,0.7687943262411348,0.8188888888888889
CODE_BINARY,0.1184895820915699,900,548,352,0.8099679393762751,0.8519195612431444,0.8503649635036497,0.8511415525114155,0.7687943262411348,0.8188888888888889
CODE_BINARY,0.1197916641831398,900,548,352,0.8088983950572528,0.8516483516483516,0.8485401459854015,0.850091407678245,0.7677053824362605,0.8177777777777778
CODE_BINARY,0.12109375,900,548,352,0.8088983950572528,0.8516483516483516,0.8485401459854015,0.850091407678245,0.7677053824362605,0.8177777777777778
CODE_BINARY,0.1223958358168602,900,548,352,0.8105334123746091,0.8558225508317929,0.8448905109489051,0.8503213957759411,0.7707454289732771,0.8188888888888889
CODE_BINARY,0.1236979179084301,900,548,352,0.8105334123746091,0.8558225508317929,0.8448905109489051,0.8503213957759411,0.7707454289732771,0.8188888888888889
CODE_BINARY,0.125,900,548,352,0.8130397364750572,0.8589981447124304,0.8448905109489051,0.8518859245630175,0.7741935483870969,0.8211111111111111
