fragment_id,fresh_id,frozen_split,version_id,version_number,source_node_id,target_node_id,edge_type
F6G000001,FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,F6G000001_N0003,F6G000001_N0005,CLASS_REF
F6G000001,FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,F6G000001_N0001,F6G000001_N0005,CLASS_REF
F6G000001,FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,F6G000001_N0004,F6G000001_N0005,CLASS_REF
F6G000001,FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,F6G000001_N0002,F6G000001_N0005,CLASS_REF
F6G000002,FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,F6G000002_N0005,F6G000002_N0001,CLASS_REF
F6G000002,FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,F6G000002_N0003,F6G000002_N0001,CLASS_REF
F6G000002,FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,F6G000002_N0004,F6G000002_N0001,CLASS_REF
F6G000002,FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,F6G000002_N0002,F6G000002_N0001,CLASS_REF
F6G000003,FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,F6G000003_N0005,F6G000003_N0001,CLASS_REF
F6G000003,FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,F6G000003_N0002,F6G000003_N0001,CLASS_REF
F6G000003,FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,F6G000003_N0003,F6G000003_N0001,CLASS_REF
F6G000003,FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,F6G000003_N0004,F6G000003_N0001,CLASS_REF
F6G000004,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,F6G000004_N0002,F6G000004_N0005,CLASS_REF
F6G000004,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,F6G000004_N0004,F6G000004_N0005,CLASS_REF
F6G000004,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,F6G000004_N0003,F6G000004_N0005,CLASS_REF
F6G000004,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,F6G000004_N0001,F6G000004_N0005,CLASS_REF
F6G000005,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,F6G000005_N0005,F6G000005_N0003,CLASS_REF
F6G000005,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,F6G000005_N0004,F6G000005_N0002,CLASS_REF
F6G000005,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,F6G000005_N0004,F6G000005_N0003,CLASS_REF
F6G000005,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,F6G000005_N0001,F6G000005_N0002,CLASS_REF
F6G000006,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,F6G000006_N0005,F6G000006_N0003,CLASS_REF
F6G000006,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,F6G000006_N0001,F6G000006_N0003,CLASS_REF
F6G000006,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,F6G000006_N0002,F6G000006_N0003,CLASS_REF
F6G000006,FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,F6G000006_N0004,F6G000006_N0003,CLASS_REF
F6G000007,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000007_N0002,F6G000007_N0001,CLASS_REF
F6G000007,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000007_N0005,F6G000007_N0001,CLASS_REF
F6G000007,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000007_N0004,F6G000007_N0001,CLASS_REF
F6G000007,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000007_N0003,F6G000007_N0001,CLASS_REF
F6G000008,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000008_N0001,F6G000008_N0003,CLASS_REF
F6G000008,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000008_N0005,F6G000008_N0002,CLASS_REF
F6G000008,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000008_N0005,F6G000008_N0003,CLASS_REF
F6G000008,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000008_N0004,F6G000008_N0002,CLASS_REF
F6G000009,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000009_N0002,F6G000009_N0003,CLASS_REF
F6G000009,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000009_N0002,F6G000009_N0001,CLASS_REF
F6G000009,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000009_N0003,F6G000009_N0002,CLASS_REF
F6G000009,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000009_N0004,F6G000009_N0003,CLASS_REF
F6G000009,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000009_N0004,F6G000009_N0001,CLASS_REF
F6G000009,FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,F6G000009_N0005,F6G000009_N0001,CLASS_REF
F6G000010,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000010_N0003,F6G000010_N0004,CLASS_REF
F6G000010,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000010_N0001,F6G000010_N0003,CLASS_REF
F6G000010,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000010_N0001,F6G000010_N0005,CLASS_REF
F6G000010,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000010_N0005,F6G000010_N0002,CLASS_REF
F6G000011,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000011_N0005,F6G000011_N0001,CLASS_REF
F6G000011,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000011_N0005,F6G000011_N0003,CLASS_REF
F6G000011,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000011_N0005,F6G000011_N0004,CLASS_REF
F6G000011,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000011_N0004,F6G000011_N0002,CLASS_REF
F6G000012,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000012_N0004,F6G000012_N0003,CLASS_REF
F6G000012,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000012_N0004,F6G000012_N0002,CLASS_REF
F6G000012,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000012_N0001,F6G000012_N0004,CLASS_REF
F6G000012,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000012_N0005,F6G000012_N0004,CLASS_REF
F6G000012,FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,F6G000012_N0005,F6G000012_N0001,CLASS_REF
F6G000013,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000013_N0004,F6G000013_N0005,CLASS_REF
F6G000013,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000013_N0002,F6G000013_N0005,CLASS_REF
F6G000013,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000013_N0002,F6G000013_N0004,CLASS_REF
F6G000013,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000013_N0002,F6G000013_N0003,CLASS_REF
F6G000013,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000013_N0002,F6G000013_N0001,CLASS_REF
F6G000014,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000014_N0002,F6G000014_N0003,CLASS_REF
F6G000014,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000014_N0001,F6G000014_N0002,CLASS_REF
F6G000014,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000014_N0004,F6G000014_N0002,CLASS_REF
F6G000014,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000014_N0004,F6G000014_N0001,CLASS_REF
F6G000014,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000014_N0004,F6G000014_N0005,CLASS_REF
F6G000015,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000015_N0005,F6G000015_N0001,CLASS_REF
F6G000015,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000015_N0002,F6G000015_N0005,CLASS_REF
F6G000015,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000015_N0003,F6G000015_N0005,CLASS_REF
F6G000015,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000015_N0004,F6G000015_N0005,CLASS_REF
F6G000015,FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,F6G000015_N0004,F6G000015_N0001,CLASS_REF
F6G000016,FMOD0003,TEST_KNOWN,kf7gMwfX,21.11.0,F6G000016_N0001,F6G000016_N0002,CLASS_REF
F6G000016,FMOD0003,TEST_KNOWN,kf7gMwfX,21.11.0,F6G000016_N0001,F6G000016_N0003,CLASS_REF
F6G000016,FMOD0003,TEST_KNOWN,kf7gMwfX,21.11.0,F6G000016_N0005,F6G000016_N0003,CLASS_REF
F6G000016,FMOD0003,TEST_KNOWN,kf7gMwfX,21.11.0,F6G000016_N0004,F6G000016_N0001,CLASS_REF
F6G000017,FMOD0003,TEST_KNOWN,Kde5eDAb,21.10.0,F6G000017_N0002,F6G000017_N0001,CLASS_REF
F6G000017,FMOD0003,TEST_KNOWN,Kde5eDAb,21.10.0,F6G000017_N0002,F6G000017_N0003,CLASS_REF
F6G000017,FMOD0003,TEST_KNOWN,Kde5eDAb,21.10.0,F6G000017_N0004,F6G000017_N0003,CLASS_REF
F6G000017,FMOD0003,TEST_KNOWN,Kde5eDAb,21.10.0,F6G000017_N0005,F6G000017_N0002,CLASS_REF
F6G000018,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000018_N0002,F6G000018_N0001,CLASS_REF
F6G000018,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000018_N0004,F6G000018_N0003,CLASS_REF
F6G000018,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000018_N0005,F6G000018_N0001,CLASS_REF
F6G000018,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000018_N0005,F6G000018_N0003,CLASS_REF
F6G000019,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000019_N0002,F6G000019_N0001,CLASS_REF
F6G000019,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000019_N0004,F6G000019_N0001,CLASS_REF
F6G000019,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000019_N0004,F6G000019_N0002,CLASS_REF
F6G000019,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000019_N0003,F6G000019_N0001,CLASS_REF
F6G000019,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000019_N0003,F6G000019_N0005,CLASS_REF
F6G000020,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000020_N0003,F6G000020_N0001,CLASS_REF
F6G000020,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000020_N0004,F6G000020_N0001,CLASS_REF
F6G000020,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000020_N0004,F6G000020_N0002,CLASS_REF
F6G000020,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000020_N0002,F6G000020_N0001,CLASS_REF
F6G000020,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000020_N0002,F6G000020_N0005,CLASS_REF
F6G000020,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000020_N0002,F6G000020_N0003,CLASS_REF
F6G000020,FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,F6G000020_N0002,F6G000020_N0004,CLASS_REF
F6G000021,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000021_N0004,F6G000021_N0001,CLASS_REF
F6G000021,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000021_N0001,F6G000021_N0004,CLASS_REF
F6G000021,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000021_N0002,F6G000021_N0005,CLASS_REF
F6G000021,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000021_N0002,F6G000021_N0001,CLASS_REF
F6G000021,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000021_N0002,F6G000021_N0003,CLASS_REF
F6G000022,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000022_N0003,F6G000022_N0002,CLASS_REF
F6G000022,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000022_N0002,F6G000022_N0003,CLASS_REF
F6G000022,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000022_N0004,F6G000022_N0002,CLASS_REF
F6G000022,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000022_N0004,F6G000022_N0005,CLASS_REF
F6G000022,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000022_N0004,F6G000022_N0001,CLASS_REF
F6G000023,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000023_N0003,F6G000023_N0004,CLASS_REF
F6G000023,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000023_N0004,F6G000023_N0003,CLASS_REF
F6G000023,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000023_N0005,F6G000023_N0001,CLASS_REF
F6G000023,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000023_N0002,F6G000023_N0004,CLASS_REF
F6G000023,FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,F6G000023_N0002,F6G000023_N0001,CLASS_REF
F6G000024,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000024_N0004,F6G000024_N0002,CLASS_REF
F6G000024,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000024_N0005,F6G000024_N0004,CLASS_REF
F6G000024,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000024_N0002,F6G000024_N0004,CLASS_REF
F6G000024,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000024_N0003,F6G000024_N0001,CLASS_REF
F6G000024,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000024_N0001,F6G000024_N0004,CLASS_REF
F6G000024,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000024_N0001,F6G000024_N0002,CLASS_REF
F6G000024,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000024_N0001,F6G000024_N0003,CLASS_REF
F6G000025,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000025_N0003,F6G000025_N0001,CLASS_REF
F6G000025,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000025_N0004,F6G000025_N0002,CLASS_REF
F6G000025,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000025_N0002,F6G000025_N0005,CLASS_REF
F6G000025,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000025_N0002,F6G000025_N0001,CLASS_REF
F6G000025,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000025_N0002,F6G000025_N0004,CLASS_REF
F6G000026,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000026_N0001,F6G000026_N0002,CLASS_REF
F6G000026,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000026_N0002,F6G000026_N0005,CLASS_REF
F6G000026,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000026_N0002,F6G000026_N0001,CLASS_REF
F6G000026,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000026_N0002,F6G000026_N0004,CLASS_REF
F6G000026,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000026_N0004,F6G000026_N0005,CLASS_REF
F6G000026,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000026_N0003,F6G000026_N0005,CLASS_REF
F6G000026,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000026_N0003,F6G000026_N0002,CLASS_REF
F6G000026,FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,F6G000026_N0003,F6G000026_N0004,CLASS_REF
F6G000027,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000027_N0003,F6G000027_N0001,CLASS_REF
F6G000027,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000027_N0004,F6G000027_N0001,CLASS_REF
F6G000027,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000027_N0005,F6G000027_N0001,CLASS_REF
F6G000027,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000027_N0002,F6G000027_N0001,CLASS_REF
F6G000027,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000027_N0001,F6G000027_N0003,CLASS_REF
F6G000027,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000027_N0001,F6G000027_N0004,CLASS_REF
F6G000027,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000027_N0001,F6G000027_N0005,CLASS_REF
F6G000027,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000027_N0001,F6G000027_N0002,CLASS_REF
F6G000028,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000028_N0005,F6G000028_N0003,CLASS_REF
F6G000028,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000028_N0004,F6G000028_N0003,CLASS_REF
F6G000028,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000028_N0002,F6G000028_N0003,CLASS_REF
F6G000028,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000028_N0001,F6G000028_N0003,CLASS_REF
F6G000028,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000028_N0003,F6G000028_N0005,CLASS_REF
F6G000028,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000028_N0003,F6G000028_N0004,CLASS_REF
F6G000028,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000028_N0003,F6G000028_N0002,CLASS_REF
F6G000028,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000028_N0003,F6G000028_N0001,CLASS_REF
F6G000029,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000029_N0002,F6G000029_N0001,CLASS_REF
F6G000029,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000029_N0004,F6G000029_N0001,CLASS_REF
F6G000029,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000029_N0005,F6G000029_N0001,CLASS_REF
F6G000029,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000029_N0003,F6G000029_N0001,CLASS_REF
F6G000029,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000029_N0001,F6G000029_N0002,CLASS_REF
F6G000029,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000029_N0001,F6G000029_N0004,CLASS_REF
F6G000029,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000029_N0001,F6G000029_N0005,CLASS_REF
F6G000029,FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,F6G000029_N0001,F6G000029_N0003,CLASS_REF
F6G000030,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000030_N0005,F6G000030_N0001,CLASS_REF
F6G000030,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000030_N0002,F6G000030_N0004,CLASS_REF
F6G000030,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000030_N0002,F6G000030_N0001,CLASS_REF
F6G000030,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000030_N0003,F6G000030_N0002,CLASS_REF
F6G000031,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000031_N0003,F6G000031_N0002,CLASS_REF
F6G000031,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000031_N0004,F6G000031_N0005,CLASS_REF
F6G000031,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000031_N0001,F6G000031_N0005,CLASS_REF
F6G000031,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000031_N0005,F6G000031_N0003,CLASS_REF
F6G000031,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000031_N0005,F6G000031_N0001,CLASS_REF
F6G000032,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000032_N0003,F6G000032_N0001,CLASS_REF
F6G000032,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000032_N0003,F6G000032_N0004,CLASS_REF
F6G000032,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000032_N0004,F6G000032_N0001,CLASS_REF
F6G000032,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000032_N0004,F6G000032_N0002,CLASS_REF
F6G000032,FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,F6G000032_N0005,F6G000032_N0001,CLASS_REF
F6G000033,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000033_N0004,F6G000033_N0005,CLASS_REF
F6G000033,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000033_N0004,F6G000033_N0002,CLASS_REF
F6G000033,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000033_N0004,F6G000033_N0003,CLASS_REF
F6G000033,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000033_N0005,F6G000033_N0001,CLASS_REF
F6G000033,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000033_N0002,F6G000033_N0001,CLASS_REF
F6G000033,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000033_N0003,F6G000033_N0001,CLASS_REF
F6G000034,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000034_N0002,F6G000034_N0004,CLASS_REF
F6G000034,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000034_N0005,F6G000034_N0001,CLASS_REF
F6G000034,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000034_N0001,F6G000034_N0002,CLASS_REF
F6G000034,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000034_N0001,F6G000034_N0003,CLASS_REF
F6G000035,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000035_N0001,F6G000035_N0002,CLASS_REF
F6G000035,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000035_N0002,F6G000035_N0004,CLASS_REF
F6G000035,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000035_N0002,F6G000035_N0001,CLASS_REF
F6G000035,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000035_N0002,F6G000035_N0005,CLASS_REF
F6G000035,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000035_N0003,F6G000035_N0004,CLASS_REF
F6G000035,FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,F6G000035_N0003,F6G000035_N0005,CLASS_REF
F6G000036,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000036_N0002,F6G000036_N0004,CLASS_REF
F6G000036,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000036_N0002,F6G000036_N0003,CLASS_REF
F6G000036,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000036_N0004,F6G000036_N0001,CLASS_REF
F6G000036,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000036_N0001,F6G000036_N0003,CLASS_REF
F6G000036,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000036_N0005,F6G000036_N0004,CLASS_REF
F6G000036,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000036_N0005,F6G000036_N0001,CLASS_REF
F6G000037,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000037_N0005,F6G000037_N0001,CLASS_REF
F6G000037,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000037_N0003,F6G000037_N0001,CLASS_REF
F6G000037,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000037_N0002,F6G000037_N0003,CLASS_REF
F6G000037,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000037_N0004,F6G000037_N0003,CLASS_REF
F6G000038,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000038_N0004,F6G000038_N0003,CLASS_REF
F6G000038,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000038_N0004,F6G000038_N0005,CLASS_REF
F6G000038,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000038_N0002,F6G000038_N0001,CLASS_REF
F6G000038,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000038_N0001,F6G000038_N0002,CLASS_REF
F6G000038,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000038_N0001,F6G000038_N0003,CLASS_REF
F6G000038,FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,F6G000038_N0001,F6G000038_N0005,CLASS_REF
F6G000039,FMOD0007,UNKNOWN_HELDOUT,3eU1mije,1.5.4-fabric,F6G000039_N0004,F6G000039_N0003,CLASS_REF
