fresh_id,frozen_split,version_id,version_number,jar_filename,code_nodes,class_ref_edges,connected_components,largest_component_size,largest_component_rate,hard_code_nodes,strict_code_nodes,max_hard_in_one_component,max_strict_in_one_component,hard_coverage_by_best_component,strict_coverage_by_best_component,best_hard_component_size,best_hard_connector_count,eligible_hard_h3,eligible_hard_h5,eligible_hard_h10,eligible_strict_h3,eligible_strict_h5
FMOD0001,TEST_KNOWN,NKfar19f,1.21.1-fabric-1.0.1,EmptyHand-1.21.1-fabric-1.0.1.jar,10,10,1,10,1.0,10,2,10,2,1.0,1.0,10,0,True,True,True,False,False
FMOD0001,TEST_KNOWN,bUJ7d0jM,1.21.11-fabric-1.0.1,EmptyHand-1.21.11-fabric-1.0.1.jar,12,11,2,11,0.9166666666666666,12,4,11,3,0.9166666666666666,0.75,11,0,True,True,True,True,False
FMOD0001,TEST_KNOWN,vSbgx9lF,26.2-fabric-1.0.1,EmptyHand-26.2-fabric-1.0.1.jar,12,12,2,11,0.9166666666666666,12,4,11,3,0.9166666666666666,0.75,11,0,True,True,True,True,False
FMOD0002,CALIBRATION_KNOWN,Jlib30fO,1.21.1-1.1.0,pillager-deterrent-1.21.1-1.1.0.jar,16,20,2,15,0.9375,16,0,15,0,0.9375,0.0,15,0,True,True,True,False,False
FMOD0002,CALIBRATION_KNOWN,8RRjwtxl,1.20.1-1.0.1,pillager-deterrent-1.20.1-1.0.1.jar,12,13,2,11,0.9166666666666666,4,0,4,0,1.0,0.0,11,7,True,False,False,False,False
FMOD0002,CALIBRATION_KNOWN,LIVM3gNO,26.2.2.1,pillager_deterrent-fabric-26.2-26.2.2.1.jar,20,35,1,20,1.0,20,9,20,9,1.0,1.0,20,0,True,True,True,True,True
FMOD0003,TEST_KNOWN,LtSqON3b,26.1.0,SkeletonAIFix-v26.1.0-mc26.1.x-Fabric.jar,7,7,1,7,1.0,0,0,0,0,0.0,0.0,0,0,False,False,False,False,False
FMOD0003,TEST_KNOWN,kf7gMwfX,21.11.0,SkeletonAIFix-v21.11.0-mc1.21.11-Fabric.jar,7,5,2,5,0.7142857142857143,7,5,5,4,0.7142857142857143,0.8,5,0,True,True,False,True,False
FMOD0003,TEST_KNOWN,Kde5eDAb,21.10.0,SkeletonAIFix-v21.10.0+mc1.21.10-Fabric.jar,8,5,3,5,0.625,8,6,5,4,0.625,0.6666666666666666,5,0,True,True,False,True,False
FMOD0004,TEST_KNOWN,5gdROB0x,1.2.0,excamate-1.2.0.jar,16,36,1,16,1.0,16,16,16,16,1.0,1.0,16,0,True,True,True,True,True
FMOD0004,TEST_KNOWN,gs62LOlx,1.1.0,excamate-1.1.0.jar,13,30,1,13,1.0,13,13,13,13,1.0,1.0,13,0,True,True,True,True,True
FMOD0004,TEST_KNOWN,j8HOYirD,1.0.1,excamate-1.0.1.jar,13,29,1,13,1.0,13,13,13,13,1.0,1.0,13,0,True,True,True,True,True
FMOD0005,TEST_KNOWN,7AK843Km,0.6.5,realism-0.6.5-mc1.20.1-fabric.jar,153,387,8,80,0.5228758169934641,2,1,1,1,0.5,1.0,80,79,False,False,False,False,False
FMOD0005,TEST_KNOWN,MU09ZTtd,0.6.4,realism-0.6.4-mc1.20.1-fabric.jar,153,387,8,80,0.5228758169934641,5,1,4,1,0.8,1.0,80,76,True,False,False,False,False
FMOD0005,TEST_KNOWN,T1v8YBHE,0.6.3,realism-0.6.3-mc1.20.1-fabric.jar,153,387,8,80,0.5228758169934641,22,1,21,1,0.9545454545454546,1.0,80,59,True,True,True,False,False
FMOD0006,UNKNOWN_HELDOUT,vHo8oelp,2.7.4+1.21.10,reinforced-barrels-2.7.4+1.21.10.jar,36,72,3,34,0.9444444444444444,32,0,30,0,0.9375,0.0,34,4,True,True,True,False,False
FMOD0006,UNKNOWN_HELDOUT,3GkJlgYo,2.7.3+1.21.8,reinforced-barrels-2.7.3+1.21.8.jar,36,72,3,34,0.9444444444444444,35,0,33,0,0.9428571428571428,0.0,34,1,True,True,True,False,False
FMOD0006,UNKNOWN_HELDOUT,oS8qIab2,2.7.2+1.21.5,reinforced-barrels-2.7.2+1.21.5.jar,36,72,3,34,0.9444444444444444,35,0,33,0,0.9428571428571428,0.0,34,1,True,True,True,False,False
FMOD0007,UNKNOWN_HELDOUT,3eU1mije,1.5.4-fabric,UncraftingTable-fabric-1.5.4.jar,17,34,2,16,0.9411764705882353,7,2,6,1,0.8571428571428571,0.5,16,10,True,True,False,False,False
FMOD0007,UNKNOWN_HELDOUT,LXliTCS0,1.5.3-fabric,UncraftingTable-fabric-1.5.3.jar,17,34,2,16,0.9411764705882353,8,2,7,1,0.875,0.5,16,9,True,True,False,False,False
FMOD0007,UNKNOWN_HELDOUT,LYRPe9S3,1.5.2-fabric,UncraftingTable-fabric-1.5.2.jar,17,34,2,16,0.9411764705882353,8,2,7,1,0.875,0.5,16,9,True,True,False,False,False
FMOD0008,TEST_KNOWN,TS0GdbQA,1.0.0+26.1.2,worldcopiesme-1.0.0+26.1.2.jar,19,58,1,19,1.0,0,0,0,0,0.0,0.0,0,0,False,False,False,False,False
FMOD0008,TEST_KNOWN,JevSY0EQ,1.0.0+1.21.11,worldcopiesme-1.0.0+1.21.11.jar,19,57,1,19,1.0,19,0,19,0,1.0,0.0,19,0,True,True,True,False,False
FMOD0008,TEST_KNOWN,nSsvnMT2,1.0.0+1.21.1,worldcopiesme-1.0.0+1.21.1.jar,19,58,1,19,1.0,19,0,19,0,1.0,0.0,19,0,True,True,True,False,False
FMOD0009,UNKNOWN_HELDOUT,RjEaKfKR,1.2.0-26.2,tool-remix-1.2.0-26.2.jar,14,13,6,9,0.6428571428571429,1,0,1,0,1.0,0.0,9,8,False,False,False,False,False
FMOD0009,UNKNOWN_HELDOUT,hfQeMHwy,1.1.0-1.21.1,tool-remix-1.1.0-1.21.1.jar,12,9,5,8,0.6666666666666666,12,2,8,2,0.6666666666666666,1.0,8,0,True,True,False,False,False
FMOD0009,UNKNOWN_HELDOUT,Zh5EyrNF,1.1.0-26.1.2,tool-remix-1.1.0-26.1.2.jar,14,13,6,9,0.6428571428571429,1,0,1,0,1.0,0.0,9,8,False,False,False,False,False
FMOD0011,TEST_KNOWN,12E9YksW,1.6.0,eXcColoredElytra-1.6.0.jar,5,5,1,5,1.0,1,0,1,0,1.0,0.0,5,4,False,False,False,False,False
FMOD0011,TEST_KNOWN,yW3wexrH,1.5.0,eXcColoredElytra-1.5.0.jar,5,4,1,5,1.0,5,0,5,0,1.0,0.0,5,0,True,True,False,False,False
FMOD0011,TEST_KNOWN,CzPPrYOu,1.5.0,eXcColoredElytra-1.5.0.jar,5,5,1,5,1.0,1,0,1,0,1.0,0.0,5,4,False,False,False,False,False
FMOD0012,CALIBRATION_KNOWN,UZp72qaw,1.0.0,early-gap-timer-1.0.0.jar,4,3,1,4,1.0,1,0,1,0,1.0,0.0,4,3,False,False,False,False,False
FMOD0012,CALIBRATION_KNOWN,e5eY5RWP,1.0.0-beta.1,early-gap-timer-1.0.0-1.21.11.jar,5,6,1,5,1.0,4,1,4,1,1.0,1.0,5,1,True,False,False,False,False
FMOD0012,CALIBRATION_KNOWN,orhLPqHW,1.0.0-beta.1,early-gap-timer-1.0.0-1.21.1.jar,5,6,1,5,1.0,4,1,4,1,1.0,1.0,5,1,True,False,False,False,False
FMOD0013,TEST_KNOWN,FST2YUCw,0.5,chrissi-nightvision-0.5.jar,3,4,1,3,1.0,2,0,2,0,1.0,0.0,3,1,False,False,False,False,False
FMOD0013,TEST_KNOWN,qLKgiwH3,0.4,chrissi-nightvision-0.4.jar,3,4,1,3,1.0,2,0,2,0,1.0,0.0,3,1,False,False,False,False,False
FMOD0013,TEST_KNOWN,1H2BARvw,0.3,chrissi-night-vision-0.3.jar,3,5,1,3,1.0,3,1,3,1,1.0,1.0,3,0,True,False,False,False,False
FMOD0014,TEST_KNOWN,OYyhfwOB,0.5.5,lumiereplay-0.5.5.jar,40,113,1,40,1.0,19,0,19,0,1.0,0.0,40,21,True,True,True,False,False
FMOD0014,TEST_KNOWN,CYHE0Aso,0.3.0,lumiereplay-0.3.0.jar,1980,9764,60,1920,0.9696969696969697,1967,1947,1907,1887,0.9694966954753431,0.9691833590138675,1920,13,True,True,True,True,True
FMOD0014,TEST_KNOWN,Xo4A6dzO,0.2.1,lumiereplay-0.2.1.jar,1978,9755,60,1918,0.9696663296258847,1970,1947,1910,1887,0.9695431472081218,0.9691833590138675,1918,8,True,True,True,True,True
FMOD0015,TEST_KNOWN,6udndMvS,26.2-fabric-1.0.1,doublejump-26.2-fabric-1.0.1.jar,5,0,5,1,0.2,5,0,1,0,0.2,0.0,1,0,False,False,False,False,False
FMOD0015,TEST_KNOWN,JhUH37fv,1.21.11-fabric-1.0.1,doublejump-1.21.11-fabric-1.0.1.jar,5,0,5,1,0.2,5,0,1,0,0.2,0.0,1,0,False,False,False,False,False
FMOD0015,TEST_KNOWN,WloHmMh0,1.21.1-fabric-1.0.1,doublejump-1.21.1-fabric-1.0.1.jar,5,0,5,1,0.2,5,0,1,0,0.2,0.0,1,0,False,False,False,False,False
FMOD0016,TEST_KNOWN,6GTAUbJG,2.0.0-1.20.1-fabric,VeganDelightFabric-2.0.0-beta3.jar,22,47,1,22,1.0,3,0,3,0,1.0,0.0,22,19,True,False,False,False,False
FMOD0016,TEST_KNOWN,vV2etbcV,2.0.0-beta3,vegandelight-fabric-1.21.1-2.0.0-beta3.jar,27,66,4,24,0.8888888888888888,27,19,24,16,0.8888888888888888,0.8421052631578947,24,0,True,True,True,True,True
FMOD0016,TEST_KNOWN,HOHCWaTE,2.0.0-beta2,vegandelight-fabric-1.21.1-2.0.0-beta2.jar,27,67,4,24,0.8888888888888888,27,19,24,16,0.8888888888888888,0.8421052631578947,24,0,True,True,True,True,True
FMOD0019,CALIBRATION_KNOWN,JcTfowzm,2.1-1.21.11,SprintFix-2.1-1.21.11.jar,1,0,1,1,1.0,1,0,1,0,1.0,0.0,1,0,False,False,False,False,False
FMOD0019,CALIBRATION_KNOWN,6u8KSWRZ,2.1-1.21.10,SprintFix-2.1-1.21.10.jar,1,0,1,1,1.0,1,1,1,1,1.0,1.0,1,0,False,False,False,False,False
FMOD0019,CALIBRATION_KNOWN,3ZxlXg5a,2.0-1.21.10,SprintFix-2.0-1.21.10.jar,3,0,3,1,0.3333333333333333,3,3,1,1,0.3333333333333333,0.3333333333333333,1,0,False,False,False,False,False
FMOD0020,CALIBRATION_KNOWN,YbxZHAXj,1.12.16+26.2,Origins-Legacy-1.12.16+26.2.jar,92,291,6,85,0.9239130434782609,7,0,7,0,1.0,0.0,85,78,True,True,False,False,False
FMOD0020,CALIBRATION_KNOWN,n2pEPUn7,1.11.8+1.21.1,Origins-Legacy-1.11.8+1.21.1.jar,93,284,6,86,0.9247311827956989,93,1,86,1,0.9247311827956989,1.0,86,0,True,True,True,False,False
FMOD0020,CALIBRATION_KNOWN,YJB5Y1tt,1.11.7+1.21.1,Origins-Legacy-1.11.7+1.21.1.jar,93,284,6,86,0.9247311827956989,93,1,86,1,0.9247311827956989,1.0,86,0,True,True,True,False,False
FMOD0021,CALIBRATION_KNOWN,KXrh1lmk,1.13,compressed-blocks-1.13.jar,7,10,2,4,0.5714285714285714,7,0,4,0,0.5714285714285714,0.0,4,0,True,False,False,False,False
FMOD0021,CALIBRATION_KNOWN,8MgR1IHr,1.13,compressed-blocks-1.13.jar,7,10,2,4,0.5714285714285714,7,0,4,0,0.5714285714285714,0.0,4,0,True,False,False,False,False
FMOD0021,CALIBRATION_KNOWN,2Yt2YvbR,1.13,compressed-blocks-1.13.jar,7,10,2,4,0.5714285714285714,7,0,4,0,0.5714285714285714,0.0,4,0,True,False,False,False,False
FMOD0022,TEST_KNOWN,JXJ3B666,26.07.01-26.1-fabric,storagedelight-26.07.01-26.1-fabric.jar,32,74,1,32,1.0,3,0,3,0,1.0,0.0,32,29,True,False,False,False,False
FMOD0022,TEST_KNOWN,YTi50SXM,26.07.01-1.21.11-fabric,storagedelight-26.07.01-1.21.11-fabric.jar,32,71,1,32,1.0,32,0,32,0,1.0,0.0,32,0,True,True,True,False,False
FMOD0022,TEST_KNOWN,vRadvyPG,26.07.01-1.21.9-fabric,storagedelight-26.07.01-1.21.9-fabric.jar,32,70,1,32,1.0,32,0,32,0,1.0,0.0,32,0,True,True,True,False,False
FMOD0023,TEST_KNOWN,603d4gFf,26.201.1,better-end-26.201.1.jar,688,2377,13,675,0.9811046511627907,259,6,258,6,0.9961389961389961,1.0,675,417,True,True,True,True,True
FMOD0023,TEST_KNOWN,1NFpFqMB,21.800.1,better-end-21.800.1.jar,669,2308,13,656,0.9805680119581465,669,6,656,6,0.9805680119581465,1.0,656,0,True,True,True,True,True
FMOD0023,TEST_KNOWN,q2lc2PLL,26.101.1,better-end-26.101.1.jar,687,2372,13,674,0.9810771470160117,290,6,288,6,0.993103448275862,1.0,674,386,True,True,True,True,True
FMOD0024,TEST_KNOWN,tgVVDuRW,1.1.1,auction-cheapest-1.1.0.jar,21,54,1,21,1.0,20,0,20,0,1.0,0.0,21,1,True,True,True,False,False
FMOD0024,TEST_KNOWN,VgelrWZV,1.1.0,auction-cheapest-1.1.0.jar,21,54,1,21,1.0,20,0,20,0,1.0,0.0,21,1,True,True,True,False,False
FMOD0024,TEST_KNOWN,tY72pmDl,1.0.0,auction-cheapest-1.0.0.jar,21,54,1,21,1.0,20,0,20,0,1.0,0.0,21,1,True,True,True,False,False
FMOD0025,TEST_KNOWN,SNCj2VQL,1.0.7,off-client-26.1-1.0.7.jar,92,269,1,92,1.0,18,1,18,1,1.0,1.0,92,74,True,True,True,False,False
FMOD0025,TEST_KNOWN,SJkLNQa4,1.0.7,off-client-1.21.11-1.0.7.jar,96,272,1,96,1.0,96,5,96,5,1.0,1.0,96,0,True,True,True,True,True
FMOD0025,TEST_KNOWN,tC2QcACf,1.0.6,off-client-26.1-1.0.6.jar,92,270,1,92,1.0,22,2,22,2,1.0,1.0,92,70,True,True,True,False,False
FMOD0027,UNKNOWN_HELDOUT,hG50ZysI,1.3.1,moar-concrete-1.3.1.jar,9,11,2,8,0.8888888888888888,7,1,7,1,1.0,1.0,8,1,True,True,False,False,False
FMOD0027,UNKNOWN_HELDOUT,NqyLpG4U,1.5.2,moarconcrete-1.5.2-1.24.4+.jar,10,13,2,9,0.9,8,1,8,1,1.0,1.0,9,1,True,True,False,False,False
FMOD0027,UNKNOWN_HELDOUT,IqO5eD9D,1.5.1,moarconcrete-1.5.1.jar,10,13,2,9,0.9,8,1,8,1,1.0,1.0,9,1,True,True,False,False,False
FMOD0028,UNKNOWN_HELDOUT,yq6ELvb5,3.6.4-1.19.2-Fabric,GrowableOres-3.6.4-1.19.2-Fabric.jar,38,94,2,37,0.9736842105263158,20,0,19,0,0.95,0.0,37,18,True,True,True,False,False
FMOD0028,UNKNOWN_HELDOUT,q0f0CFCT,3.7.3-1.20.1-Fabric,GrowableOres-3.7.3-1.20.1-Fabric.jar,42,149,1,42,1.0,39,4,39,4,1.0,1.0,42,3,True,True,True,True,False
FMOD0028,UNKNOWN_HELDOUT,6WA1Ywin,2.11.2-1.20.4-Fabric,GrowableOres-2.11.2-1.20.4-Fabric.jar,26,71,2,25,0.9615384615384616,23,1,22,1,0.9565217391304348,1.0,25,3,True,True,True,False,False
FMOD0030,CALIBRATION_KNOWN,HqRCLOCI,1.5.3+26.1.2,MCEndgame-1.5.3+26.1.2.jar,1422,4320,33,1387,0.9753867791842475,69,2,68,1,0.9855072463768116,0.5,1387,1319,True,True,True,False,False
FMOD0030,CALIBRATION_KNOWN,AsNvOJaM,1.4.5+1.21.11,MCEndgame-1.4.5+1.21.11.jar,1387,4168,37,1350,0.9733237202595529,1387,80,1350,74,0.9733237202595529,0.925,1350,0,True,True,True,True,True
FMOD0030,CALIBRATION_KNOWN,95kYX5GE,1.5.2+26.2,MCEndgame-1.5.2+26.2.jar,1429,4338,32,1395,0.9762071378586424,0,0,0,0,0.0,0.0,0,0,False,False,False,False,False
FMOD0032,UNKNOWN_HELDOUT,CeNh6gtk,2.1.0,moss-fix-remastered-1.20.1-fabric-2.1.0.jar,12,17,3,10,0.8333333333333334,12,1,10,1,0.8333333333333334,1.0,10,0,True,True,True,False,False
FMOD0032,UNKNOWN_HELDOUT,trmiXD89,2.1.0,moss-fix-remastered-1.20.2-fabric-2.1.0.jar,12,17,3,10,0.8333333333333334,12,1,10,1,0.8333333333333334,1.0,10,0,True,True,True,False,False
FMOD0032,UNKNOWN_HELDOUT,aKGsn3tP,2.1.0,moss-fix-remastered-1.20.4-fabric-2.1.0.jar,12,17,3,10,0.8333333333333334,12,1,10,1,0.8333333333333334,1.0,10,0,True,True,True,False,False
FMOD0033,TEST_KNOWN,2Zy7GhvS,0.2.10,fcitx5-enhancer-0.2.10-all.jar,172,593,1,172,1.0,0,0,0,0,0.0,0.0,0,0,False,False,False,False,False
FMOD0033,TEST_KNOWN,1uzJU9fe,0.2.5+hotfix.2,fcitx5-enhancer-0.2.5+hotfix.2-all.jar,173,593,2,172,0.9942196531791907,0,0,0,0,0.0,0.0,0,0,False,False,False,False,False
FMOD0033,TEST_KNOWN,I5L2KsgW,0.2.9,fcitx5-enhancer-0.2.9-all.jar,172,593,1,172,1.0,0,0,0,0,0.0,0.0,0,0,False,False,False,False,False
FMOD0034,CALIBRATION_KNOWN,NIva5WdM,0.9.2,enderscapes-delight-0.9.2.jar,17,34,2,16,0.9411764705882353,17,1,16,1,0.9411764705882353,1.0,16,0,True,True,True,False,False
FMOD0034,CALIBRATION_KNOWN,fDrCPR5v,0.9.002,enderscapes-delight-0.9.002.jar,13,22,2,12,0.9230769230769231,13,1,12,1,0.9230769230769231,1.0,12,0,True,True,True,False,False
FMOD0034,CALIBRATION_KNOWN,C09ylE3W,0.9.001,enderscapes-delight-0.9.001.jar,11,18,2,10,0.9090909090909091,11,1,10,1,0.9090909090909091,1.0,10,0,True,True,True,False,False
FMOD0035,TEST_KNOWN,JlTOmyMX,2.11,Dungeon Now Loading-fabric-1.20.1-2.11.jar,581,1625,26,553,0.9518072289156626,116,17,113,15,0.9741379310344828,0.8823529411764706,553,440,True,True,True,True,True
FMOD0035,TEST_KNOWN,l1mX9QQ2,2.1,Dungeon Now Loading-fabric-1.20.1-2.1.jar,581,1625,26,553,0.9518072289156626,121,17,118,15,0.9752066115702479,0.8823529411764706,553,435,True,True,True,True,True
FMOD0035,TEST_KNOWN,wKpFuJ9e,2.0,Dungeon Now Loading-fabric-1.20.1-2.0.jar,518,1455,24,492,0.9498069498069498,118,13,115,11,0.9745762711864406,0.8461538461538461,492,377,True,True,True,True,True
FMOD0036,TEST_KNOWN,HYb9YxIC,8.7.3+26.2-fabric,reliable-recipe-viewer-8.7.3+26.2-fabric.jar,324,1331,24,301,0.9290123456790124,42,0,38,0,0.9047619047619048,0.0,301,263,True,True,True,False,False
FMOD0036,TEST_KNOWN,VykWiyXF,8.7.3+26.1.2-fabric,reliable-recipe-viewer-8.7.3+26.1.2-fabric.jar,324,1328,26,299,0.9228395061728395,50,0,44,0,0.88,0.0,299,255,True,True,True,False,False
FMOD0036,TEST_KNOWN,PJLzJ0P2,8.7.3+1.21.11-fabric,reliable-recipe-viewer-8.7.3+1.21.11-fabric.jar,328,1326,30,299,0.9115853658536586,328,10,299,10,0.9115853658536586,1.0,299,0,True,True,True,True,True
FMOD0038,UNKNOWN_HELDOUT,gyowXVfb,1.5.0+1.21.10,cavern-chat-1.5.0+1.21.10.jar,45,96,2,44,0.9777777777777777,0,0,0,0,0.0,0.0,0,0,False,False,False,False,False
FMOD0038,UNKNOWN_HELDOUT,SbqWl76Z,1.5.0+1.21.8,cavern-chat-1.5.0+1.21.8.jar,45,96,2,44,0.9777777777777777,2,0,2,0,1.0,0.0,44,42,False,False,False,False,False
FMOD0038,UNKNOWN_HELDOUT,a5ywNZVn,1.5.0+1.21.5,cavern-chat-1.5.0+1.21.5.jar,45,96,2,44,0.9777777777777777,2,0,2,0,1.0,0.0,44,42,False,False,False,False,False
FMOD0039,CALIBRATION_KNOWN,36E1bPtA,0.1.11-alpha+26.1.2,lostisles-0.1.11-alpha+26.1.2.jar,37,91,3,35,0.9459459459459459,1,0,1,0,1.0,0.0,35,34,False,False,False,False,False
FMOD0039,CALIBRATION_KNOWN,upn6SMbS,0.1.5-alpha+26.1.2,lostisles-0.1.5-alpha+26.1.2.jar,34,83,3,32,0.9411764705882353,14,9,14,9,1.0,1.0,32,18,True,True,True,True,True
FMOD0039,CALIBRATION_KNOWN,VxN1g1Y5,0.1.3-alpha+26.1.2,lostisles-0.1.3-alpha+26.1.2.jar,31,75,3,29,0.9354838709677419,14,6,14,6,1.0,1.0,29,15,True,True,True,True,True
FMOD0040,TEST_KNOWN,asBjkNgr,3.0.3-fabric+1.20.1,mermod-fabric-3.0.3+1.20.1.jar,37,76,3,34,0.918918918918919,37,9,34,8,0.918918918918919,0.8888888888888888,34,0,True,True,True,True,True
FMOD0040,TEST_KNOWN,iQFj7BaM,4.0.1-fabric+1.21.11,mermod-fabric-4.0.1+1.21.11.jar,41,78,3,38,0.926829268292683,5,1,4,1,0.8,1.0,38,34,True,False,False,False,False
FMOD0040,TEST_KNOWN,oCv5DYNG,3.0.2-fabric+1.20.1,mermod-fabric-3.0.2+1.20.1.jar,37,76,3,34,0.918918918918919,37,9,34,8,0.918918918918919,0.8888888888888888,34,0,True,True,True,True,True
FMOD0041,CALIBRATION_KNOWN,NfEUeWdz,1.0.0-beta.21,Catharsis-1.0.0-beta.21-26.1.jar,790,2460,9,778,0.9848101265822785,524,0,514,0,0.9809160305343512,0.0,778,264,True,True,True,False,False
FMOD0041,CALIBRATION_KNOWN,p20S0IgR,1.0.0-beta.20,Catharsis-1.0.0-beta.20-26.2.jar,761,2361,10,748,0.9829172141918529,181,0,180,0,0.994475138121547,0.0,748,568,True,True,True,False,False
FMOD0041,CALIBRATION_KNOWN,kmbSTFww,1.0.0-beta.20,Catharsis-1.0.0-beta.20-26.1.jar,761,2361,10,748,0.9829172141918529,534,0,523,0,0.9794007490636704,0.0,748,225,True,True,True,False,False
FMOD0043,TEST_KNOWN,qgxpksqw,1.1.13,peterwolfs-planes-1.1.13.jar,48,125,1,48,1.0,7,0,7,0,1.0,0.0,48,41,True,True,False,False,False
FMOD0043,TEST_KNOWN,17W1BifB,1.1.7,peterwolfs-planes-1.1.7.jar,48,125,1,48,1.0,11,0,11,0,1.0,0.0,48,37,True,True,True,False,False
FMOD0043,TEST_KNOWN,fyaeSQYg,1.1.6,peterwolfs-planes-1.1.6.jar,46,123,1,46,1.0,11,0,11,0,1.0,0.0,46,35,True,True,True,False,False
FMOD0044,TEST_KNOWN,mtRZjms7,1.0.3,betterpiechartplus-1.0.3.jar,15,34,1,15,1.0,5,0,5,0,1.0,0.0,15,10,True,True,False,False,False
FMOD0044,TEST_KNOWN,fz7xhfu5,1.0.1,betterpiechartplus-1.0.1.jar,15,34,1,15,1.0,7,1,7,1,1.0,1.0,15,8,True,True,False,False,False
FMOD0044,TEST_KNOWN,4o6d3Y7b,1.0.0,betterpiechartplus-1.0.0.jar,15,34,1,15,1.0,7,1,7,1,1.0,1.0,15,8,True,True,False,False,False
FMOD0045,CALIBRATION_KNOWN,781PffMR,v1.0.0,totem-of-respite-1.0.0+mc26.1.2.jar,8,16,1,8,1.0,0,0,0,0,0.0,0.0,0,0,False,False,False,False,False
FMOD0045,CALIBRATION_KNOWN,zfwTwAkc,v1.0.0,totem-of-respite-1.0.0+mc1.21.11.jar,8,16,1,8,1.0,8,0,8,0,1.0,0.0,8,0,True,True,False,False,False
FMOD0045,CALIBRATION_KNOWN,33WdtXc3,v1.0.0,totem-of-respite-1.0.0+mc1.21.1.jar,8,16,1,8,1.0,8,0,8,0,1.0,0.0,8,0,True,True,False,False,False
FMOD0046,UNKNOWN_HELDOUT,astNbbGG,2.3.2,SimpleTMs-fabric-2.3.2.jar,100,294,6,94,0.94,1,0,1,0,1.0,0.0,94,93,False,False,False,False,False
FMOD0046,UNKNOWN_HELDOUT,6Pmao7Jm,2.3.1,SimpleTMs-fabric-2.3.1.jar,100,294,6,94,0.94,10,0,10,0,1.0,0.0,94,84,True,True,True,False,False
FMOD0046,UNKNOWN_HELDOUT,sO1N59sM,2.3.0,SimpleTMs-fabric-2.3.0.jar,100,294,6,94,0.94,32,0,32,0,1.0,0.0,94,62,True,True,True,False,False
FMOD0047,UNKNOWN_HELDOUT,mBcdOr4A,8.0.0-alpha.5+mc26.2-rc-2,simply-no-shading-8.0.0-alpha.5+mc26.2-rc-2.jar,44,72,11,34,0.7727272727272727,0,0,0,0,0.0,0.0,0,0,False,False,False,False,False
FMOD0047,UNKNOWN_HELDOUT,NrTQ8x1r,8.0.0-alpha.5+mc26.2-rc-1,simply-no-shading-8.0.0-alpha.5+mc26.2-rc-1.jar,44,72,11,34,0.7727272727272727,0,0,0,0,0.0,0.0,0,0,False,False,False,False,False
FMOD0047,UNKNOWN_HELDOUT,viRKucPu,8.0.0-alpha.5+mc26.2-pre-6,simply-no-shading-8.0.0-alpha.5+mc26.2-pre-6.jar,44,72,11,34,0.7727272727272727,0,0,0,0,0.0,0.0,0,0,False,False,False,False,False
FMOD0048,UNKNOWN_HELDOUT,89yyCFUX,1.2.0,world_alive-1.2.0+26.1.2-fabric.jar,88,352,1,88,1.0,1,0,1,0,1.0,0.0,88,87,False,False,False,False,False
FMOD0048,UNKNOWN_HELDOUT,nZ59rf82,1.2.0,world_alive-1.2.0+1.21.11-fabric.jar,88,350,1,88,1.0,88,0,88,0,1.0,0.0,88,0,True,True,True,False,False
FMOD0048,UNKNOWN_HELDOUT,C5PWbpKr,1.1.0,world_alive-1.1.0+26.2-fabric.jar,87,340,1,87,1.0,16,0,16,0,1.0,0.0,87,71,True,True,True,False,False
FMOD0049,TEST_KNOWN,XggiVYeE,1.0.5-fabric-1.21.10,chefs-delight-1.0.5-fabric-1.21.10.jar,10,18,2,9,0.9,2,0,1,0,0.5,0.0,9,8,False,False,False,False,False
FMOD0049,TEST_KNOWN,GueFYIHP,1.0.5-fabric-1.21.8,chefs-delight-1.0.5-fabric-1.21.8.jar,10,18,2,9,0.9,2,0,1,0,0.5,0.0,9,8,False,False,False,False,False
FMOD0049,TEST_KNOWN,tmSlH81b,1.0.5-fabric-1.21.5,chefs-delight-1.0.5-fabric-1.21.5.jar,10,18,2,9,0.9,2,0,1,0,0.5,0.0,9,8,False,False,False,False,False
FMOD0050,TEST_KNOWN,m7qcoBP2,A0.4.1,smartautomine-26.2-A0.4.1.jar,17,39,1,17,1.0,8,0,8,0,1.0,0.0,17,9,True,True,False,False,False
FMOD0050,TEST_KNOWN,pXinlWxx,A0.4,smartautomine-26.2-A0.4.jar,14,29,1,14,1.0,6,0,6,0,1.0,0.0,14,8,True,True,False,False,False
FMOD0050,TEST_KNOWN,8iqsxqzA,A0.3H1,smartautomine-26.2-A0.3H1.jar,10,21,1,10,1.0,6,0,6,0,1.0,0.0,10,4,True,True,False,False,False
FMOD0051,TEST_KNOWN,wOfJFFGH,2.1.2-Fabric-mc26.1,Contagion-2.1.2-Fabric-mc26.1.jar,35,92,2,34,0.9714285714285714,3,0,3,0,1.0,0.0,34,31,True,False,False,False,False
FMOD0051,TEST_KNOWN,jnH2yN9z,2.1.2-Fabric-mc1.20,Contagion-2.1.2-Fabric-mc1.20.jar,34,84,2,33,0.9705882352941176,34,1,33,1,0.9705882352941176,1.0,33,0,True,True,True,False,False
FMOD0051,TEST_KNOWN,3gPteH7H,2.1.2-Fabric-mc1.21,Contagion-2.1.2-Fabric-mc1.21.jar,34,88,2,33,0.9705882352941176,34,0,33,0,0.9705882352941176,0.0,33,0,True,True,True,False,False
