query_id,k_true,true_parent_set,top3_parent_recall,top3_all_true_parents_present,top3_candidate_pool,top4_parent_recall,top4_all_true_parents_present,top4_candidate_pool,top5_parent_recall,top5_all_true_parents_present,top5_candidate_pool,top6_parent_recall,top6_all_true_parents_present,top6_candidate_pool,top8_parent_recall,top8_all_true_parents_present,top8_candidate_pool,top10_parent_recall,top10_all_true_parents_present,top10_candidate_pool
Q6K00064,2,"[""FMOD0034"", ""FMOD0057""]",0.5,False,"[""FMOD0034"", ""FMOD0082"", ""FMOD0030""]",0.5,False,"[""FMOD0034"", ""FMOD0082"", ""FMOD0030"", ""FMOD0029""]",0.5,False,"[""FMOD0034"", ""FMOD0082"", ""FMOD0030"", ""FMOD0029"", ""FMOD0041""]",0.5,False,"[""FMOD0034"", ""FMOD0082"", ""FMOD0030"", ""FMOD0029"", ""FMOD0041"", ""FMOD0114""]",1.0,True,"[""FMOD0034"", ""FMOD0082"", ""FMOD0030"", ""FMOD0029"", ""FMOD0041"", ""FMOD0114"", ""FMOD0057"", ""FMOD0078""]",1.0,True,"[""FMOD0034"", ""FMOD0082"", ""FMOD0030"", ""FMOD0029"", ""FMOD0041"", ""FMOD0114"", ""FMOD0057"", ""FMOD0078"", ""FMOD0081"", ""FMOD0010""]"
Q6K00065,2,"[""FMOD0030"", ""FMOD0041""]",1.0,True,"[""FMOD0041"", ""FMOD0030"", ""FMOD0029""]",1.0,True,"[""FMOD0041"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010""]",1.0,True,"[""FMOD0041"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0082""]",1.0,True,"[""FMOD0041"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0082"", ""FMOD0114""]",1.0,True,"[""FMOD0041"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0082"", ""FMOD0114"", ""FMOD0081"", ""FMOD0056""]",1.0,True,"[""FMOD0041"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0082"", ""FMOD0114"", ""FMOD0081"", ""FMOD0056"", ""FMOD0020"", ""FMOD0112""]"
Q6K00066,2,"[""FMOD0034"", ""FMOD0041""]",1.0,True,"[""FMOD0041"", ""FMOD0039"", ""FMOD0034""]",1.0,True,"[""FMOD0041"", ""FMOD0039"", ""FMOD0034"", ""FMOD0029""]",1.0,True,"[""FMOD0041"", ""FMOD0039"", ""FMOD0034"", ""FMOD0029"", ""FMOD0081""]",1.0,True,"[""FMOD0041"", ""FMOD0039"", ""FMOD0034"", ""FMOD0029"", ""FMOD0081"", ""FMOD0082""]",1.0,True,"[""FMOD0041"", ""FMOD0039"", ""FMOD0034"", ""FMOD0029"", ""FMOD0081"", ""FMOD0082"", ""FMOD0030"", ""FMOD0065""]",1.0,True,"[""FMOD0041"", ""FMOD0039"", ""FMOD0034"", ""FMOD0029"", ""FMOD0081"", ""FMOD0082"", ""FMOD0030"", ""FMOD0065"", ""FMOD0114"", ""FMOD0010""]"
Q6K00067,2,"[""FMOD0056"", ""FMOD0058""]",1.0,True,"[""FMOD0056"", ""FMOD0058"", ""FMOD0078""]",1.0,True,"[""FMOD0056"", ""FMOD0058"", ""FMOD0078"", ""FMOD0020""]",1.0,True,"[""FMOD0056"", ""FMOD0058"", ""FMOD0078"", ""FMOD0020"", ""FMOD0029""]",1.0,True,"[""FMOD0056"", ""FMOD0058"", ""FMOD0078"", ""FMOD0020"", ""FMOD0029"", ""FMOD0114""]",1.0,True,"[""FMOD0056"", ""FMOD0058"", ""FMOD0078"", ""FMOD0020"", ""FMOD0029"", ""FMOD0114"", ""FMOD0030"", ""FMOD0112""]",1.0,True,"[""FMOD0056"", ""FMOD0058"", ""FMOD0078"", ""FMOD0020"", ""FMOD0029"", ""FMOD0114"", ""FMOD0030"", ""FMOD0112"", ""FMOD0081"", ""FMOD0065""]"
Q6K00068,2,"[""FMOD0056"", ""FMOD0058""]",1.0,True,"[""FMOD0056"", ""FMOD0058"", ""FMOD0029""]",1.0,True,"[""FMOD0056"", ""FMOD0058"", ""FMOD0029"", ""FMOD0010""]",1.0,True,"[""FMOD0056"", ""FMOD0058"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114""]",1.0,True,"[""FMOD0056"", ""FMOD0058"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114"", ""FMOD0081""]",1.0,True,"[""FMOD0056"", ""FMOD0058"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114"", ""FMOD0081"", ""FMOD0078"", ""FMOD0052""]",1.0,True,"[""FMOD0056"", ""FMOD0058"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114"", ""FMOD0081"", ""FMOD0078"", ""FMOD0052"", ""FMOD0030"", ""FMOD0112""]"
Q6K00069,2,"[""FMOD0030"", ""FMOD0101""]",1.0,True,"[""FMOD0030"", ""FMOD0101"", ""FMOD0029""]",1.0,True,"[""FMOD0030"", ""FMOD0101"", ""FMOD0029"", ""FMOD0112""]",1.0,True,"[""FMOD0030"", ""FMOD0101"", ""FMOD0029"", ""FMOD0112"", ""FMOD0020""]",1.0,True,"[""FMOD0030"", ""FMOD0101"", ""FMOD0029"", ""FMOD0112"", ""FMOD0020"", ""FMOD0081""]",1.0,True,"[""FMOD0030"", ""FMOD0101"", ""FMOD0029"", ""FMOD0112"", ""FMOD0020"", ""FMOD0081"", ""FMOD0010"", ""FMOD0041""]",1.0,True,"[""FMOD0030"", ""FMOD0101"", ""FMOD0029"", ""FMOD0112"", ""FMOD0020"", ""FMOD0081"", ""FMOD0010"", ""FMOD0041"", ""FMOD0065"", ""FMOD0082""]"
Q6K00070,2,"[""FMOD0020"", ""FMOD0041""]",1.0,True,"[""FMOD0041"", ""FMOD0020"", ""FMOD0029""]",1.0,True,"[""FMOD0041"", ""FMOD0020"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0041"", ""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0082""]",1.0,True,"[""FMOD0041"", ""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0082"", ""FMOD0081""]",1.0,True,"[""FMOD0041"", ""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0082"", ""FMOD0081"", ""FMOD0114"", ""FMOD0056""]",1.0,True,"[""FMOD0041"", ""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0082"", ""FMOD0081"", ""FMOD0114"", ""FMOD0056"", ""FMOD0072"", ""FMOD0112""]"
Q6K00071,2,"[""FMOD0057"", ""FMOD0082""]",1.0,True,"[""FMOD0082"", ""FMOD0057"", ""FMOD0081""]",1.0,True,"[""FMOD0082"", ""FMOD0057"", ""FMOD0081"", ""FMOD0029""]",1.0,True,"[""FMOD0082"", ""FMOD0057"", ""FMOD0081"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0082"", ""FMOD0057"", ""FMOD0081"", ""FMOD0029"", ""FMOD0030"", ""FMOD0010""]",1.0,True,"[""FMOD0082"", ""FMOD0057"", ""FMOD0081"", ""FMOD0029"", ""FMOD0030"", ""FMOD0010"", ""FMOD0041"", ""FMOD0112""]",1.0,True,"[""FMOD0082"", ""FMOD0057"", ""FMOD0081"", ""FMOD0029"", ""FMOD0030"", ""FMOD0010"", ""FMOD0041"", ""FMOD0112"", ""FMOD0056"", ""FMOD0114""]"
Q6K00072,2,"[""FMOD0002"", ""FMOD0059""]",1.0,True,"[""FMOD0059"", ""FMOD0002"", ""FMOD0029""]",1.0,True,"[""FMOD0059"", ""FMOD0002"", ""FMOD0029"", ""FMOD0041""]",1.0,True,"[""FMOD0059"", ""FMOD0002"", ""FMOD0029"", ""FMOD0041"", ""FMOD0030""]",1.0,True,"[""FMOD0059"", ""FMOD0002"", ""FMOD0029"", ""FMOD0041"", ""FMOD0030"", ""FMOD0082""]",1.0,True,"[""FMOD0059"", ""FMOD0002"", ""FMOD0029"", ""FMOD0041"", ""FMOD0030"", ""FMOD0082"", ""FMOD0056"", ""FMOD0101""]",1.0,True,"[""FMOD0059"", ""FMOD0002"", ""FMOD0029"", ""FMOD0041"", ""FMOD0030"", ""FMOD0082"", ""FMOD0056"", ""FMOD0101"", ""FMOD0021"", ""FMOD0081""]"
Q6K00073,2,"[""FMOD0056"", ""FMOD0081""]",1.0,True,"[""FMOD0081"", ""FMOD0056"", ""FMOD0082""]",1.0,True,"[""FMOD0081"", ""FMOD0056"", ""FMOD0082"", ""FMOD0029""]",1.0,True,"[""FMOD0081"", ""FMOD0056"", ""FMOD0082"", ""FMOD0029"", ""FMOD0039""]",1.0,True,"[""FMOD0081"", ""FMOD0056"", ""FMOD0082"", ""FMOD0029"", ""FMOD0039"", ""FMOD0112""]",1.0,True,"[""FMOD0081"", ""FMOD0056"", ""FMOD0082"", ""FMOD0029"", ""FMOD0039"", ""FMOD0112"", ""FMOD0114"", ""FMOD0010""]",1.0,True,"[""FMOD0081"", ""FMOD0056"", ""FMOD0082"", ""FMOD0029"", ""FMOD0039"", ""FMOD0112"", ""FMOD0114"", ""FMOD0010"", ""FMOD0030"", ""FMOD0107""]"
Q6K00074,2,"[""FMOD0056"", ""FMOD0057""]",1.0,True,"[""FMOD0057"", ""FMOD0056"", ""FMOD0112""]",1.0,True,"[""FMOD0057"", ""FMOD0056"", ""FMOD0112"", ""FMOD0114""]",1.0,True,"[""FMOD0057"", ""FMOD0056"", ""FMOD0112"", ""FMOD0114"", ""FMOD0081""]",1.0,True,"[""FMOD0057"", ""FMOD0056"", ""FMOD0112"", ""FMOD0114"", ""FMOD0081"", ""FMOD0030""]",1.0,True,"[""FMOD0057"", ""FMOD0056"", ""FMOD0112"", ""FMOD0114"", ""FMOD0081"", ""FMOD0030"", ""FMOD0029"", ""FMOD0082""]",1.0,True,"[""FMOD0057"", ""FMOD0056"", ""FMOD0112"", ""FMOD0114"", ""FMOD0081"", ""FMOD0030"", ""FMOD0029"", ""FMOD0082"", ""FMOD0041"", ""FMOD0065""]"
Q6K00075,2,"[""FMOD0020"", ""FMOD0039""]",1.0,True,"[""FMOD0020"", ""FMOD0039"", ""FMOD0029""]",1.0,True,"[""FMOD0020"", ""FMOD0039"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0020"", ""FMOD0039"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114""]",1.0,True,"[""FMOD0020"", ""FMOD0039"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0056""]",1.0,True,"[""FMOD0020"", ""FMOD0039"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0056"", ""FMOD0026"", ""FMOD0082""]",1.0,True,"[""FMOD0020"", ""FMOD0039"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0056"", ""FMOD0026"", ""FMOD0082"", ""FMOD0112"", ""FMOD0041""]"
Q6K00076,2,"[""FMOD0045"", ""FMOD0063""]",1.0,True,"[""FMOD0045"", ""FMOD0063"", ""FMOD0029""]",1.0,True,"[""FMOD0045"", ""FMOD0063"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0045"", ""FMOD0063"", ""FMOD0029"", ""FMOD0030"", ""FMOD0082""]",1.0,True,"[""FMOD0045"", ""FMOD0063"", ""FMOD0029"", ""FMOD0030"", ""FMOD0082"", ""FMOD0081""]",1.0,True,"[""FMOD0045"", ""FMOD0063"", ""FMOD0029"", ""FMOD0030"", ""FMOD0082"", ""FMOD0081"", ""FMOD0114"", ""FMOD0041""]",1.0,True,"[""FMOD0045"", ""FMOD0063"", ""FMOD0029"", ""FMOD0030"", ""FMOD0082"", ""FMOD0081"", ""FMOD0114"", ""FMOD0041"", ""FMOD0065"", ""FMOD0010""]"
Q6K00077,2,"[""FMOD0030"", ""FMOD0081""]",1.0,True,"[""FMOD0030"", ""FMOD0081"", ""FMOD0072""]",1.0,True,"[""FMOD0030"", ""FMOD0081"", ""FMOD0072"", ""FMOD0029""]",1.0,True,"[""FMOD0030"", ""FMOD0081"", ""FMOD0072"", ""FMOD0029"", ""FMOD0112""]",1.0,True,"[""FMOD0030"", ""FMOD0081"", ""FMOD0072"", ""FMOD0029"", ""FMOD0112"", ""FMOD0020""]",1.0,True,"[""FMOD0030"", ""FMOD0081"", ""FMOD0072"", ""FMOD0029"", ""FMOD0112"", ""FMOD0020"", ""FMOD0082"", ""FMOD0039""]",1.0,True,"[""FMOD0030"", ""FMOD0081"", ""FMOD0072"", ""FMOD0029"", ""FMOD0112"", ""FMOD0020"", ""FMOD0082"", ""FMOD0039"", ""FMOD0065"", ""FMOD0010""]"
Q6K00078,2,"[""FMOD0059"", ""FMOD0072""]",1.0,True,"[""FMOD0059"", ""FMOD0072"", ""FMOD0101""]",1.0,True,"[""FMOD0059"", ""FMOD0072"", ""FMOD0101"", ""FMOD0056""]",1.0,True,"[""FMOD0059"", ""FMOD0072"", ""FMOD0101"", ""FMOD0056"", ""FMOD0081""]",1.0,True,"[""FMOD0059"", ""FMOD0072"", ""FMOD0101"", ""FMOD0056"", ""FMOD0081"", ""FMOD0082""]",1.0,True,"[""FMOD0059"", ""FMOD0072"", ""FMOD0101"", ""FMOD0056"", ""FMOD0081"", ""FMOD0082"", ""FMOD0112"", ""FMOD0114""]",1.0,True,"[""FMOD0059"", ""FMOD0072"", ""FMOD0101"", ""FMOD0056"", ""FMOD0081"", ""FMOD0082"", ""FMOD0112"", ""FMOD0114"", ""FMOD0039"", ""FMOD0002""]"
Q6K00079,2,"[""FMOD0041"", ""FMOD0082""]",1.0,True,"[""FMOD0041"", ""FMOD0082"", ""FMOD0030""]",1.0,True,"[""FMOD0041"", ""FMOD0082"", ""FMOD0030"", ""FMOD0029""]",1.0,True,"[""FMOD0041"", ""FMOD0082"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010""]",1.0,True,"[""FMOD0041"", ""FMOD0082"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114""]",1.0,True,"[""FMOD0041"", ""FMOD0082"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114"", ""FMOD0056"", ""FMOD0020""]",1.0,True,"[""FMOD0041"", ""FMOD0082"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114"", ""FMOD0056"", ""FMOD0020"", ""FMOD0018"", ""FMOD0112""]"
Q6K00080,2,"[""FMOD0065"", ""FMOD0097""]",1.0,True,"[""FMOD0097"", ""FMOD0065"", ""FMOD0056""]",1.0,True,"[""FMOD0097"", ""FMOD0065"", ""FMOD0056"", ""FMOD0112""]",1.0,True,"[""FMOD0097"", ""FMOD0065"", ""FMOD0056"", ""FMOD0112"", ""FMOD0078""]",1.0,True,"[""FMOD0097"", ""FMOD0065"", ""FMOD0056"", ""FMOD0112"", ""FMOD0078"", ""FMOD0114""]",1.0,True,"[""FMOD0097"", ""FMOD0065"", ""FMOD0056"", ""FMOD0112"", ""FMOD0078"", ""FMOD0114"", ""FMOD0081"", ""FMOD0029""]",1.0,True,"[""FMOD0097"", ""FMOD0065"", ""FMOD0056"", ""FMOD0112"", ""FMOD0078"", ""FMOD0114"", ""FMOD0081"", ""FMOD0029"", ""FMOD0117"", ""FMOD0058""]"
Q6K00081,2,"[""FMOD0059"", ""FMOD0101""]",1.0,True,"[""FMOD0101"", ""FMOD0059"", ""FMOD0029""]",1.0,True,"[""FMOD0101"", ""FMOD0059"", ""FMOD0029"", ""FMOD0114""]",1.0,True,"[""FMOD0101"", ""FMOD0059"", ""FMOD0029"", ""FMOD0114"", ""FMOD0056""]",1.0,True,"[""FMOD0101"", ""FMOD0059"", ""FMOD0029"", ""FMOD0114"", ""FMOD0056"", ""FMOD0052""]",1.0,True,"[""FMOD0101"", ""FMOD0059"", ""FMOD0029"", ""FMOD0114"", ""FMOD0056"", ""FMOD0052"", ""FMOD0078"", ""FMOD0081""]",1.0,True,"[""FMOD0101"", ""FMOD0059"", ""FMOD0029"", ""FMOD0114"", ""FMOD0056"", ""FMOD0052"", ""FMOD0078"", ""FMOD0081"", ""FMOD0082"", ""FMOD0117""]"
Q6K00082,2,"[""FMOD0045"", ""FMOD0057""]",1.0,True,"[""FMOD0045"", ""FMOD0057"", ""FMOD0030""]",1.0,True,"[""FMOD0045"", ""FMOD0057"", ""FMOD0030"", ""FMOD0041""]",1.0,True,"[""FMOD0045"", ""FMOD0057"", ""FMOD0030"", ""FMOD0041"", ""FMOD0029""]",1.0,True,"[""FMOD0045"", ""FMOD0057"", ""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0056""]",1.0,True,"[""FMOD0045"", ""FMOD0057"", ""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0056"", ""FMOD0114"", ""FMOD0112""]",1.0,True,"[""FMOD0045"", ""FMOD0057"", ""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0056"", ""FMOD0114"", ""FMOD0112"", ""FMOD0078"", ""FMOD0026""]"
Q6K00083,2,"[""FMOD0034"", ""FMOD0063""]",1.0,True,"[""FMOD0063"", ""FMOD0029"", ""FMOD0034""]",1.0,True,"[""FMOD0063"", ""FMOD0029"", ""FMOD0034"", ""FMOD0010""]",1.0,True,"[""FMOD0063"", ""FMOD0029"", ""FMOD0034"", ""FMOD0010"", ""FMOD0030""]",1.0,True,"[""FMOD0063"", ""FMOD0029"", ""FMOD0034"", ""FMOD0010"", ""FMOD0030"", ""FMOD0065""]",1.0,True,"[""FMOD0063"", ""FMOD0029"", ""FMOD0034"", ""FMOD0010"", ""FMOD0030"", ""FMOD0065"", ""FMOD0082"", ""FMOD0041""]",1.0,True,"[""FMOD0063"", ""FMOD0029"", ""FMOD0034"", ""FMOD0010"", ""FMOD0030"", ""FMOD0065"", ""FMOD0082"", ""FMOD0041"", ""FMOD0039"", ""FMOD0114""]"
Q6K00084,2,"[""FMOD0030"", ""FMOD0058""]",1.0,True,"[""FMOD0058"", ""FMOD0030"", ""FMOD0029""]",1.0,True,"[""FMOD0058"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010""]",1.0,True,"[""FMOD0058"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0081""]",1.0,True,"[""FMOD0058"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0081"", ""FMOD0041""]",1.0,True,"[""FMOD0058"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0081"", ""FMOD0041"", ""FMOD0097"", ""FMOD0056""]",1.0,True,"[""FMOD0058"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0081"", ""FMOD0041"", ""FMOD0097"", ""FMOD0056"", ""FMOD0082"", ""FMOD0114""]"
Q6K00085,2,"[""FMOD0045"", ""FMOD0058""]",1.0,True,"[""FMOD0058"", ""FMOD0045"", ""FMOD0056""]",1.0,True,"[""FMOD0058"", ""FMOD0045"", ""FMOD0056"", ""FMOD0081""]",1.0,True,"[""FMOD0058"", ""FMOD0045"", ""FMOD0056"", ""FMOD0081"", ""FMOD0030""]",1.0,True,"[""FMOD0058"", ""FMOD0045"", ""FMOD0056"", ""FMOD0081"", ""FMOD0030"", ""FMOD0065""]",1.0,True,"[""FMOD0058"", ""FMOD0045"", ""FMOD0056"", ""FMOD0081"", ""FMOD0030"", ""FMOD0065"", ""FMOD0082"", ""FMOD0114""]",1.0,True,"[""FMOD0058"", ""FMOD0045"", ""FMOD0056"", ""FMOD0081"", ""FMOD0030"", ""FMOD0065"", ""FMOD0082"", ""FMOD0114"", ""FMOD0039"", ""FMOD0020""]"
Q6K00086,2,"[""FMOD0034"", ""FMOD0081""]",1.0,True,"[""FMOD0081"", ""FMOD0034"", ""FMOD0039""]",1.0,True,"[""FMOD0081"", ""FMOD0034"", ""FMOD0039"", ""FMOD0082""]",1.0,True,"[""FMOD0081"", ""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0030""]",1.0,True,"[""FMOD0081"", ""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0030"", ""FMOD0065""]",1.0,True,"[""FMOD0081"", ""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0030"", ""FMOD0065"", ""FMOD0063"", ""FMOD0029""]",1.0,True,"[""FMOD0081"", ""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0030"", ""FMOD0065"", ""FMOD0063"", ""FMOD0029"", ""FMOD0010"", ""FMOD0020""]"
Q6K00087,2,"[""FMOD0020"", ""FMOD0039""]",1.0,True,"[""FMOD0039"", ""FMOD0020"", ""FMOD0065""]",1.0,True,"[""FMOD0039"", ""FMOD0020"", ""FMOD0065"", ""FMOD0082""]",1.0,True,"[""FMOD0039"", ""FMOD0020"", ""FMOD0065"", ""FMOD0082"", ""FMOD0034""]",1.0,True,"[""FMOD0039"", ""FMOD0020"", ""FMOD0065"", ""FMOD0082"", ""FMOD0034"", ""FMOD0081""]",1.0,True,"[""FMOD0039"", ""FMOD0020"", ""FMOD0065"", ""FMOD0082"", ""FMOD0034"", ""FMOD0081"", ""FMOD0056"", ""FMOD0097""]",1.0,True,"[""FMOD0039"", ""FMOD0020"", ""FMOD0065"", ""FMOD0082"", ""FMOD0034"", ""FMOD0081"", ""FMOD0056"", ""FMOD0097"", ""FMOD0078"", ""FMOD0114""]"
Q6K00088,2,"[""FMOD0058"", ""FMOD0081""]",1.0,True,"[""FMOD0058"", ""FMOD0081"", ""FMOD0056""]",1.0,True,"[""FMOD0058"", ""FMOD0081"", ""FMOD0056"", ""FMOD0030""]",1.0,True,"[""FMOD0058"", ""FMOD0081"", ""FMOD0056"", ""FMOD0030"", ""FMOD0082""]",1.0,True,"[""FMOD0058"", ""FMOD0081"", ""FMOD0056"", ""FMOD0030"", ""FMOD0082"", ""FMOD0029""]",1.0,True,"[""FMOD0058"", ""FMOD0081"", ""FMOD0056"", ""FMOD0030"", ""FMOD0082"", ""FMOD0029"", ""FMOD0002"", ""FMOD0072""]",1.0,True,"[""FMOD0058"", ""FMOD0081"", ""FMOD0056"", ""FMOD0030"", ""FMOD0082"", ""FMOD0029"", ""FMOD0002"", ""FMOD0072"", ""FMOD0114"", ""FMOD0034""]"
Q6K00089,2,"[""FMOD0020"", ""FMOD0039""]",1.0,True,"[""FMOD0039"", ""FMOD0020"", ""FMOD0029""]",1.0,True,"[""FMOD0039"", ""FMOD0020"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0039"", ""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0056""]",1.0,True,"[""FMOD0039"", ""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0056"", ""FMOD0082""]",1.0,True,"[""FMOD0039"", ""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0056"", ""FMOD0082"", ""FMOD0081"", ""FMOD0072""]",1.0,True,"[""FMOD0039"", ""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0056"", ""FMOD0082"", ""FMOD0081"", ""FMOD0072"", ""FMOD0065"", ""FMOD0041""]"
Q6K00090,2,"[""FMOD0034"", ""FMOD0101""]",0.5,False,"[""FMOD0034"", ""FMOD0039"", ""FMOD0082""]",1.0,True,"[""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0101""]",1.0,True,"[""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0101"", ""FMOD0029""]",1.0,True,"[""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0101"", ""FMOD0029"", ""FMOD0056""]",1.0,True,"[""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0101"", ""FMOD0029"", ""FMOD0056"", ""FMOD0041"", ""FMOD0081""]",1.0,True,"[""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0101"", ""FMOD0029"", ""FMOD0056"", ""FMOD0041"", ""FMOD0081"", ""FMOD0114"", ""FMOD0030""]"
Q6K00091,2,"[""FMOD0030"", ""FMOD0041""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0029""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0081""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0081"", ""FMOD0010""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0081"", ""FMOD0010"", ""FMOD0082""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0081"", ""FMOD0010"", ""FMOD0082"", ""FMOD0114"", ""FMOD0072""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0081"", ""FMOD0010"", ""FMOD0082"", ""FMOD0114"", ""FMOD0072"", ""FMOD0034"", ""FMOD0112""]"
Q6K00092,2,"[""FMOD0034"", ""FMOD0081""]",1.0,True,"[""FMOD0081"", ""FMOD0034"", ""FMOD0039""]",1.0,True,"[""FMOD0081"", ""FMOD0034"", ""FMOD0039"", ""FMOD0082""]",1.0,True,"[""FMOD0081"", ""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0029""]",1.0,True,"[""FMOD0081"", ""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0029"", ""FMOD0063""]",1.0,True,"[""FMOD0081"", ""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0029"", ""FMOD0063"", ""FMOD0030"", ""FMOD0072""]",1.0,True,"[""FMOD0081"", ""FMOD0034"", ""FMOD0039"", ""FMOD0082"", ""FMOD0029"", ""FMOD0063"", ""FMOD0030"", ""FMOD0072"", ""FMOD0112"", ""FMOD0065""]"
Q6K00093,2,"[""FMOD0002"", ""FMOD0081""]",1.0,True,"[""FMOD0081"", ""FMOD0002"", ""FMOD0065""]",1.0,True,"[""FMOD0081"", ""FMOD0002"", ""FMOD0065"", ""FMOD0030""]",1.0,True,"[""FMOD0081"", ""FMOD0002"", ""FMOD0065"", ""FMOD0030"", ""FMOD0112""]",1.0,True,"[""FMOD0081"", ""FMOD0002"", ""FMOD0065"", ""FMOD0030"", ""FMOD0112"", ""FMOD0041""]",1.0,True,"[""FMOD0081"", ""FMOD0002"", ""FMOD0065"", ""FMOD0030"", ""FMOD0112"", ""FMOD0041"", ""FMOD0056"", ""FMOD0010""]",1.0,True,"[""FMOD0081"", ""FMOD0002"", ""FMOD0065"", ""FMOD0030"", ""FMOD0112"", ""FMOD0041"", ""FMOD0056"", ""FMOD0010"", ""FMOD0082"", ""FMOD0029""]"
Q6K00094,2,"[""FMOD0063"", ""FMOD0097""]",0.5,False,"[""FMOD0097"", ""FMOD0056"", ""FMOD0117""]",0.5,False,"[""FMOD0097"", ""FMOD0056"", ""FMOD0117"", ""FMOD0114""]",0.5,False,"[""FMOD0097"", ""FMOD0056"", ""FMOD0117"", ""FMOD0114"", ""FMOD0029""]",0.5,False,"[""FMOD0097"", ""FMOD0056"", ""FMOD0117"", ""FMOD0114"", ""FMOD0029"", ""FMOD0078""]",0.5,False,"[""FMOD0097"", ""FMOD0056"", ""FMOD0117"", ""FMOD0114"", ""FMOD0029"", ""FMOD0078"", ""FMOD0065"", ""FMOD0112""]",0.5,False,"[""FMOD0097"", ""FMOD0056"", ""FMOD0117"", ""FMOD0114"", ""FMOD0029"", ""FMOD0078"", ""FMOD0065"", ""FMOD0112"", ""FMOD0081"", ""FMOD0026""]"
