query_id,k_true,true_parent_set,top3_parent_recall,top3_all_true_parents_present,top3_candidate_pool,top4_parent_recall,top4_all_true_parents_present,top4_candidate_pool,top5_parent_recall,top5_all_true_parents_present,top5_candidate_pool,top6_parent_recall,top6_all_true_parents_present,top6_candidate_pool,top8_parent_recall,top8_all_true_parents_present,top8_candidate_pool,top10_parent_recall,top10_all_true_parents_present,top10_candidate_pool
Q6K00032,1,"[""FMOD0059""]",1.0,True,"[""FMOD0059"", ""FMOD0056"", ""FMOD0034""]",1.0,True,"[""FMOD0059"", ""FMOD0056"", ""FMOD0034"", ""FMOD0081""]",1.0,True,"[""FMOD0059"", ""FMOD0056"", ""FMOD0034"", ""FMOD0081"", ""FMOD0082""]",1.0,True,"[""FMOD0059"", ""FMOD0056"", ""FMOD0034"", ""FMOD0081"", ""FMOD0082"", ""FMOD0101""]",1.0,True,"[""FMOD0059"", ""FMOD0056"", ""FMOD0034"", ""FMOD0081"", ""FMOD0082"", ""FMOD0101"", ""FMOD0021"", ""FMOD0072""]",1.0,True,"[""FMOD0059"", ""FMOD0056"", ""FMOD0034"", ""FMOD0081"", ""FMOD0082"", ""FMOD0101"", ""FMOD0021"", ""FMOD0072"", ""FMOD0039"", ""FMOD0065""]"
Q6K00033,1,"[""FMOD0101""]",1.0,True,"[""FMOD0101"", ""FMOD0041"", ""FMOD0029""]",1.0,True,"[""FMOD0101"", ""FMOD0041"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0101"", ""FMOD0041"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114""]",1.0,True,"[""FMOD0101"", ""FMOD0041"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0020""]",1.0,True,"[""FMOD0101"", ""FMOD0041"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0020"", ""FMOD0082"", ""FMOD0072""]",1.0,True,"[""FMOD0101"", ""FMOD0041"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0020"", ""FMOD0082"", ""FMOD0072"", ""FMOD0081"", ""FMOD0034""]"
Q6K00034,1,"[""FMOD0056""]",1.0,True,"[""FMOD0056"", ""FMOD0078"", ""FMOD0112""]",1.0,True,"[""FMOD0056"", ""FMOD0078"", ""FMOD0112"", ""FMOD0057""]",1.0,True,"[""FMOD0056"", ""FMOD0078"", ""FMOD0112"", ""FMOD0057"", ""FMOD0029""]",1.0,True,"[""FMOD0056"", ""FMOD0078"", ""FMOD0112"", ""FMOD0057"", ""FMOD0029"", ""FMOD0114""]",1.0,True,"[""FMOD0056"", ""FMOD0078"", ""FMOD0112"", ""FMOD0057"", ""FMOD0029"", ""FMOD0114"", ""FMOD0030"", ""FMOD0041""]",1.0,True,"[""FMOD0056"", ""FMOD0078"", ""FMOD0112"", ""FMOD0057"", ""FMOD0029"", ""FMOD0114"", ""FMOD0030"", ""FMOD0041"", ""FMOD0037"", ""FMOD0118""]"
Q6K00035,1,"[""FMOD0020""]",1.0,True,"[""FMOD0020"", ""FMOD0029"", ""FMOD0101""]",1.0,True,"[""FMOD0020"", ""FMOD0029"", ""FMOD0101"", ""FMOD0010""]",1.0,True,"[""FMOD0020"", ""FMOD0029"", ""FMOD0101"", ""FMOD0010"", ""FMOD0030""]",1.0,True,"[""FMOD0020"", ""FMOD0029"", ""FMOD0101"", ""FMOD0010"", ""FMOD0030"", ""FMOD0112""]",1.0,True,"[""FMOD0020"", ""FMOD0029"", ""FMOD0101"", ""FMOD0010"", ""FMOD0030"", ""FMOD0112"", ""FMOD0114"", ""FMOD0081""]",1.0,True,"[""FMOD0020"", ""FMOD0029"", ""FMOD0101"", ""FMOD0010"", ""FMOD0030"", ""FMOD0112"", ""FMOD0114"", ""FMOD0081"", ""FMOD0056"", ""FMOD0065""]"
Q6K00036,1,"[""FMOD0030""]",1.0,True,"[""FMOD0030"", ""FMOD0029"", ""FMOD0082""]",1.0,True,"[""FMOD0030"", ""FMOD0029"", ""FMOD0082"", ""FMOD0010""]",1.0,True,"[""FMOD0030"", ""FMOD0029"", ""FMOD0082"", ""FMOD0010"", ""FMOD0041""]",1.0,True,"[""FMOD0030"", ""FMOD0029"", ""FMOD0082"", ""FMOD0010"", ""FMOD0041"", ""FMOD0081""]",1.0,True,"[""FMOD0030"", ""FMOD0029"", ""FMOD0082"", ""FMOD0010"", ""FMOD0041"", ""FMOD0081"", ""FMOD0039"", ""FMOD0034""]",1.0,True,"[""FMOD0030"", ""FMOD0029"", ""FMOD0082"", ""FMOD0010"", ""FMOD0041"", ""FMOD0081"", ""FMOD0039"", ""FMOD0034"", ""FMOD0072"", ""FMOD0020""]"
Q6K00037,1,"[""FMOD0101""]",1.0,True,"[""FMOD0101"", ""FMOD0041"", ""FMOD0029""]",1.0,True,"[""FMOD0101"", ""FMOD0041"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0101"", ""FMOD0041"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114""]",1.0,True,"[""FMOD0101"", ""FMOD0041"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0020""]",1.0,True,"[""FMOD0101"", ""FMOD0041"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0020"", ""FMOD0082"", ""FMOD0072""]",1.0,True,"[""FMOD0101"", ""FMOD0041"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0020"", ""FMOD0082"", ""FMOD0072"", ""FMOD0081"", ""FMOD0034""]"
Q6K00038,1,"[""FMOD0059""]",1.0,True,"[""FMOD0059"", ""FMOD0034"", ""FMOD0029""]",1.0,True,"[""FMOD0059"", ""FMOD0034"", ""FMOD0029"", ""FMOD0041""]",1.0,True,"[""FMOD0059"", ""FMOD0034"", ""FMOD0029"", ""FMOD0041"", ""FMOD0081""]",1.0,True,"[""FMOD0059"", ""FMOD0034"", ""FMOD0029"", ""FMOD0041"", ""FMOD0081"", ""FMOD0030""]",1.0,True,"[""FMOD0059"", ""FMOD0034"", ""FMOD0029"", ""FMOD0041"", ""FMOD0081"", ""FMOD0030"", ""FMOD0021"", ""FMOD0065""]",1.0,True,"[""FMOD0059"", ""FMOD0034"", ""FMOD0029"", ""FMOD0041"", ""FMOD0081"", ""FMOD0030"", ""FMOD0021"", ""FMOD0065"", ""FMOD0056"", ""FMOD0082""]"
Q6K00039,1,"[""FMOD0065""]",1.0,True,"[""FMOD0065"", ""FMOD0081"", ""FMOD0034""]",1.0,True,"[""FMOD0065"", ""FMOD0081"", ""FMOD0034"", ""FMOD0059""]",1.0,True,"[""FMOD0065"", ""FMOD0081"", ""FMOD0034"", ""FMOD0059"", ""FMOD0029""]",1.0,True,"[""FMOD0065"", ""FMOD0081"", ""FMOD0034"", ""FMOD0059"", ""FMOD0029"", ""FMOD0082""]",1.0,True,"[""FMOD0065"", ""FMOD0081"", ""FMOD0034"", ""FMOD0059"", ""FMOD0029"", ""FMOD0082"", ""FMOD0039"", ""FMOD0030""]",1.0,True,"[""FMOD0065"", ""FMOD0081"", ""FMOD0034"", ""FMOD0059"", ""FMOD0029"", ""FMOD0082"", ""FMOD0039"", ""FMOD0030"", ""FMOD0097"", ""FMOD0041""]"
Q6K00040,1,"[""FMOD0065""]",1.0,True,"[""FMOD0065"", ""FMOD0039"", ""FMOD0082""]",1.0,True,"[""FMOD0065"", ""FMOD0039"", ""FMOD0082"", ""FMOD0097""]",1.0,True,"[""FMOD0065"", ""FMOD0039"", ""FMOD0082"", ""FMOD0097"", ""FMOD0021""]",1.0,True,"[""FMOD0065"", ""FMOD0039"", ""FMOD0082"", ""FMOD0097"", ""FMOD0021"", ""FMOD0034""]",1.0,True,"[""FMOD0065"", ""FMOD0039"", ""FMOD0082"", ""FMOD0097"", ""FMOD0021"", ""FMOD0034"", ""FMOD0081"", ""FMOD0029""]",1.0,True,"[""FMOD0065"", ""FMOD0039"", ""FMOD0082"", ""FMOD0097"", ""FMOD0021"", ""FMOD0034"", ""FMOD0081"", ""FMOD0029"", ""FMOD0056"", ""FMOD0030""]"
Q6K00041,1,"[""FMOD0030""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0029""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0010""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114"", ""FMOD0082""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114"", ""FMOD0082"", ""FMOD0056"", ""FMOD0081""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114"", ""FMOD0082"", ""FMOD0056"", ""FMOD0081"", ""FMOD0112"", ""FMOD0065""]"
Q6K00042,1,"[""FMOD0045""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0041""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0041"", ""FMOD0081""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0041"", ""FMOD0081"", ""FMOD0029""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0041"", ""FMOD0081"", ""FMOD0029"", ""FMOD0082""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0041"", ""FMOD0081"", ""FMOD0029"", ""FMOD0082"", ""FMOD0039"", ""FMOD0065""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0041"", ""FMOD0081"", ""FMOD0029"", ""FMOD0082"", ""FMOD0039"", ""FMOD0065"", ""FMOD0034"", ""FMOD0056""]"
Q6K00043,1,"[""FMOD0065""]",1.0,True,"[""FMOD0065"", ""FMOD0082"", ""FMOD0039""]",1.0,True,"[""FMOD0065"", ""FMOD0082"", ""FMOD0039"", ""FMOD0097""]",1.0,True,"[""FMOD0065"", ""FMOD0082"", ""FMOD0039"", ""FMOD0097"", ""FMOD0021""]",1.0,True,"[""FMOD0065"", ""FMOD0082"", ""FMOD0039"", ""FMOD0097"", ""FMOD0021"", ""FMOD0059""]",1.0,True,"[""FMOD0065"", ""FMOD0082"", ""FMOD0039"", ""FMOD0097"", ""FMOD0021"", ""FMOD0059"", ""FMOD0029"", ""FMOD0081""]",1.0,True,"[""FMOD0065"", ""FMOD0082"", ""FMOD0039"", ""FMOD0097"", ""FMOD0021"", ""FMOD0059"", ""FMOD0029"", ""FMOD0081"", ""FMOD0041"", ""FMOD0030""]"
Q6K00044,1,"[""FMOD0045""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0041""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0041"", ""FMOD0029""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0010""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114"", ""FMOD0056"", ""FMOD0081""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0041"", ""FMOD0029"", ""FMOD0010"", ""FMOD0114"", ""FMOD0056"", ""FMOD0081"", ""FMOD0082"", ""FMOD0078""]"
Q6K00045,1,"[""FMOD0039""]",1.0,True,"[""FMOD0039"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0039"", ""FMOD0029"", ""FMOD0030"", ""FMOD0072""]",1.0,True,"[""FMOD0039"", ""FMOD0029"", ""FMOD0030"", ""FMOD0072"", ""FMOD0081""]",1.0,True,"[""FMOD0039"", ""FMOD0029"", ""FMOD0030"", ""FMOD0072"", ""FMOD0081"", ""FMOD0020""]",1.0,True,"[""FMOD0039"", ""FMOD0029"", ""FMOD0030"", ""FMOD0072"", ""FMOD0081"", ""FMOD0020"", ""FMOD0082"", ""FMOD0112""]",1.0,True,"[""FMOD0039"", ""FMOD0029"", ""FMOD0030"", ""FMOD0072"", ""FMOD0081"", ""FMOD0020"", ""FMOD0082"", ""FMOD0112"", ""FMOD0056"", ""FMOD0034""]"
Q6K00046,1,"[""FMOD0045""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0081""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0081"", ""FMOD0039""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0081"", ""FMOD0039"", ""FMOD0034""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0081"", ""FMOD0039"", ""FMOD0034"", ""FMOD0029""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0081"", ""FMOD0039"", ""FMOD0034"", ""FMOD0029"", ""FMOD0056"", ""FMOD0082""]",1.0,True,"[""FMOD0045"", ""FMOD0030"", ""FMOD0081"", ""FMOD0039"", ""FMOD0034"", ""FMOD0029"", ""FMOD0056"", ""FMOD0082"", ""FMOD0041"", ""FMOD0072""]"
Q6K00047,1,"[""FMOD0020""]",1.0,True,"[""FMOD0020"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114""]",1.0,True,"[""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0112""]",1.0,True,"[""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0112"", ""FMOD0081""]",1.0,True,"[""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0112"", ""FMOD0081"", ""FMOD0041"", ""FMOD0026""]",1.0,True,"[""FMOD0020"", ""FMOD0029"", ""FMOD0030"", ""FMOD0114"", ""FMOD0112"", ""FMOD0081"", ""FMOD0041"", ""FMOD0026"", ""FMOD0056"", ""FMOD0065""]"
Q6K00048,1,"[""FMOD0057""]",1.0,True,"[""FMOD0057"", ""FMOD0029"", ""FMOD0112""]",1.0,True,"[""FMOD0057"", ""FMOD0029"", ""FMOD0112"", ""FMOD0056""]",1.0,True,"[""FMOD0057"", ""FMOD0029"", ""FMOD0112"", ""FMOD0056"", ""FMOD0030""]",1.0,True,"[""FMOD0057"", ""FMOD0029"", ""FMOD0112"", ""FMOD0056"", ""FMOD0030"", ""FMOD0041""]",1.0,True,"[""FMOD0057"", ""FMOD0029"", ""FMOD0112"", ""FMOD0056"", ""FMOD0030"", ""FMOD0041"", ""FMOD0010"", ""FMOD0114""]",1.0,True,"[""FMOD0057"", ""FMOD0029"", ""FMOD0112"", ""FMOD0056"", ""FMOD0030"", ""FMOD0041"", ""FMOD0010"", ""FMOD0114"", ""FMOD0026"", ""FMOD0081""]"
Q6K00049,1,"[""FMOD0002""]",1.0,True,"[""FMOD0002"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0002"", ""FMOD0029"", ""FMOD0030"", ""FMOD0063""]",1.0,True,"[""FMOD0002"", ""FMOD0029"", ""FMOD0030"", ""FMOD0063"", ""FMOD0081""]",1.0,True,"[""FMOD0002"", ""FMOD0029"", ""FMOD0030"", ""FMOD0063"", ""FMOD0081"", ""FMOD0112""]",1.0,True,"[""FMOD0002"", ""FMOD0029"", ""FMOD0030"", ""FMOD0063"", ""FMOD0081"", ""FMOD0112"", ""FMOD0056"", ""FMOD0026""]",1.0,True,"[""FMOD0002"", ""FMOD0029"", ""FMOD0030"", ""FMOD0063"", ""FMOD0081"", ""FMOD0112"", ""FMOD0056"", ""FMOD0026"", ""FMOD0114"", ""FMOD0020""]"
Q6K00050,1,"[""FMOD0081""]",1.0,True,"[""FMOD0081"", ""FMOD0114"", ""FMOD0082""]",1.0,True,"[""FMOD0081"", ""FMOD0114"", ""FMOD0082"", ""FMOD0029""]",1.0,True,"[""FMOD0081"", ""FMOD0114"", ""FMOD0082"", ""FMOD0029"", ""FMOD0097""]",1.0,True,"[""FMOD0081"", ""FMOD0114"", ""FMOD0082"", ""FMOD0029"", ""FMOD0097"", ""FMOD0078""]",1.0,True,"[""FMOD0081"", ""FMOD0114"", ""FMOD0082"", ""FMOD0029"", ""FMOD0097"", ""FMOD0078"", ""FMOD0065"", ""FMOD0058""]",1.0,True,"[""FMOD0081"", ""FMOD0114"", ""FMOD0082"", ""FMOD0029"", ""FMOD0097"", ""FMOD0078"", ""FMOD0065"", ""FMOD0058"", ""FMOD0026"", ""FMOD0034""]"
Q6K00051,1,"[""FMOD0082""]",1.0,True,"[""FMOD0082"", ""FMOD0081"", ""FMOD0039""]",1.0,True,"[""FMOD0082"", ""FMOD0081"", ""FMOD0039"", ""FMOD0030""]",1.0,True,"[""FMOD0082"", ""FMOD0081"", ""FMOD0039"", ""FMOD0030"", ""FMOD0034""]",1.0,True,"[""FMOD0082"", ""FMOD0081"", ""FMOD0039"", ""FMOD0030"", ""FMOD0034"", ""FMOD0045""]",1.0,True,"[""FMOD0082"", ""FMOD0081"", ""FMOD0039"", ""FMOD0030"", ""FMOD0034"", ""FMOD0045"", ""FMOD0029"", ""FMOD0056""]",1.0,True,"[""FMOD0082"", ""FMOD0081"", ""FMOD0039"", ""FMOD0030"", ""FMOD0034"", ""FMOD0045"", ""FMOD0029"", ""FMOD0056"", ""FMOD0072"", ""FMOD0002""]"
Q6K00052,1,"[""FMOD0101""]",1.0,True,"[""FMOD0101"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0101"", ""FMOD0029"", ""FMOD0030"", ""FMOD0039""]",1.0,True,"[""FMOD0101"", ""FMOD0029"", ""FMOD0030"", ""FMOD0039"", ""FMOD0056""]",1.0,True,"[""FMOD0101"", ""FMOD0029"", ""FMOD0030"", ""FMOD0039"", ""FMOD0056"", ""FMOD0114""]",1.0,True,"[""FMOD0101"", ""FMOD0029"", ""FMOD0030"", ""FMOD0039"", ""FMOD0056"", ""FMOD0114"", ""FMOD0112"", ""FMOD0041""]",1.0,True,"[""FMOD0101"", ""FMOD0029"", ""FMOD0030"", ""FMOD0039"", ""FMOD0056"", ""FMOD0114"", ""FMOD0112"", ""FMOD0041"", ""FMOD0072"", ""FMOD0081""]"
Q6K00053,1,"[""FMOD0057""]",1.0,True,"[""FMOD0057"", ""FMOD0112"", ""FMOD0029""]",1.0,True,"[""FMOD0057"", ""FMOD0112"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0057"", ""FMOD0112"", ""FMOD0029"", ""FMOD0030"", ""FMOD0056""]",1.0,True,"[""FMOD0057"", ""FMOD0112"", ""FMOD0029"", ""FMOD0030"", ""FMOD0056"", ""FMOD0114""]",1.0,True,"[""FMOD0057"", ""FMOD0112"", ""FMOD0029"", ""FMOD0030"", ""FMOD0056"", ""FMOD0114"", ""FMOD0078"", ""FMOD0037""]",1.0,True,"[""FMOD0057"", ""FMOD0112"", ""FMOD0029"", ""FMOD0030"", ""FMOD0056"", ""FMOD0114"", ""FMOD0078"", ""FMOD0037"", ""FMOD0041"", ""FMOD0026""]"
Q6K00054,1,"[""FMOD0072""]",1.0,True,"[""FMOD0072"", ""FMOD0029"", ""FMOD0030""]",1.0,True,"[""FMOD0072"", ""FMOD0029"", ""FMOD0030"", ""FMOD0081""]",1.0,True,"[""FMOD0072"", ""FMOD0029"", ""FMOD0030"", ""FMOD0081"", ""FMOD0082""]",1.0,True,"[""FMOD0072"", ""FMOD0029"", ""FMOD0030"", ""FMOD0081"", ""FMOD0082"", ""FMOD0114""]",1.0,True,"[""FMOD0072"", ""FMOD0029"", ""FMOD0030"", ""FMOD0081"", ""FMOD0082"", ""FMOD0114"", ""FMOD0041"", ""FMOD0112""]",1.0,True,"[""FMOD0072"", ""FMOD0029"", ""FMOD0030"", ""FMOD0081"", ""FMOD0082"", ""FMOD0114"", ""FMOD0041"", ""FMOD0112"", ""FMOD0010"", ""FMOD0056""]"
Q6K00055,1,"[""FMOD0059""]",1.0,True,"[""FMOD0059"", ""FMOD0034"", ""FMOD0081""]",1.0,True,"[""FMOD0059"", ""FMOD0034"", ""FMOD0081"", ""FMOD0021""]",1.0,True,"[""FMOD0059"", ""FMOD0034"", ""FMOD0081"", ""FMOD0021"", ""FMOD0065""]",1.0,True,"[""FMOD0059"", ""FMOD0034"", ""FMOD0081"", ""FMOD0021"", ""FMOD0065"", ""FMOD0056""]",1.0,True,"[""FMOD0059"", ""FMOD0034"", ""FMOD0081"", ""FMOD0021"", ""FMOD0065"", ""FMOD0056"", ""FMOD0029"", ""FMOD0063""]",1.0,True,"[""FMOD0059"", ""FMOD0034"", ""FMOD0081"", ""FMOD0021"", ""FMOD0065"", ""FMOD0056"", ""FMOD0029"", ""FMOD0063"", ""FMOD0082"", ""FMOD0039""]"
Q6K00056,1,"[""FMOD0041""]",1.0,True,"[""FMOD0041"", ""FMOD0030"", ""FMOD0029""]",1.0,True,"[""FMOD0041"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010""]",1.0,True,"[""FMOD0041"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0082""]",1.0,True,"[""FMOD0041"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0082"", ""FMOD0112""]",1.0,True,"[""FMOD0041"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0082"", ""FMOD0112"", ""FMOD0114"", ""FMOD0081""]",1.0,True,"[""FMOD0041"", ""FMOD0030"", ""FMOD0029"", ""FMOD0010"", ""FMOD0082"", ""FMOD0112"", ""FMOD0114"", ""FMOD0081"", ""FMOD0056"", ""FMOD0078""]"
Q6K00057,1,"[""FMOD0057""]",1.0,True,"[""FMOD0057"", ""FMOD0056"", ""FMOD0029""]",1.0,True,"[""FMOD0057"", ""FMOD0056"", ""FMOD0029"", ""FMOD0114""]",1.0,True,"[""FMOD0057"", ""FMOD0056"", ""FMOD0029"", ""FMOD0114"", ""FMOD0112""]",1.0,True,"[""FMOD0057"", ""FMOD0056"", ""FMOD0029"", ""FMOD0114"", ""FMOD0112"", ""FMOD0030""]",1.0,True,"[""FMOD0057"", ""FMOD0056"", ""FMOD0029"", ""FMOD0114"", ""FMOD0112"", ""FMOD0030"", ""FMOD0078"", ""FMOD0026""]",1.0,True,"[""FMOD0057"", ""FMOD0056"", ""FMOD0029"", ""FMOD0114"", ""FMOD0112"", ""FMOD0030"", ""FMOD0078"", ""FMOD0026"", ""FMOD0041"", ""FMOD0118""]"
Q6K00058,1,"[""FMOD0059""]",1.0,True,"[""FMOD0059"", ""FMOD0056"", ""FMOD0034""]",1.0,True,"[""FMOD0059"", ""FMOD0056"", ""FMOD0034"", ""FMOD0081""]",1.0,True,"[""FMOD0059"", ""FMOD0056"", ""FMOD0034"", ""FMOD0081"", ""FMOD0082""]",1.0,True,"[""FMOD0059"", ""FMOD0056"", ""FMOD0034"", ""FMOD0081"", ""FMOD0082"", ""FMOD0101""]",1.0,True,"[""FMOD0059"", ""FMOD0056"", ""FMOD0034"", ""FMOD0081"", ""FMOD0082"", ""FMOD0101"", ""FMOD0021"", ""FMOD0072""]",1.0,True,"[""FMOD0059"", ""FMOD0056"", ""FMOD0034"", ""FMOD0081"", ""FMOD0082"", ""FMOD0101"", ""FMOD0021"", ""FMOD0072"", ""FMOD0039"", ""FMOD0065""]"
Q6K00059,1,"[""FMOD0030""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0082""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0082"", ""FMOD0029""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0082"", ""FMOD0029"", ""FMOD0081""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0082"", ""FMOD0029"", ""FMOD0081"", ""FMOD0020""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0082"", ""FMOD0029"", ""FMOD0081"", ""FMOD0020"", ""FMOD0039"", ""FMOD0072""]",1.0,True,"[""FMOD0030"", ""FMOD0041"", ""FMOD0082"", ""FMOD0029"", ""FMOD0081"", ""FMOD0020"", ""FMOD0039"", ""FMOD0072"", ""FMOD0065"", ""FMOD0056""]"
Q6K00060,1,"[""FMOD0065""]",1.0,True,"[""FMOD0065"", ""FMOD0082"", ""FMOD0039""]",1.0,True,"[""FMOD0065"", ""FMOD0082"", ""FMOD0039"", ""FMOD0097""]",1.0,True,"[""FMOD0065"", ""FMOD0082"", ""FMOD0039"", ""FMOD0097"", ""FMOD0021""]",1.0,True,"[""FMOD0065"", ""FMOD0082"", ""FMOD0039"", ""FMOD0097"", ""FMOD0021"", ""FMOD0059""]",1.0,True,"[""FMOD0065"", ""FMOD0082"", ""FMOD0039"", ""FMOD0097"", ""FMOD0021"", ""FMOD0059"", ""FMOD0029"", ""FMOD0081""]",1.0,True,"[""FMOD0065"", ""FMOD0082"", ""FMOD0039"", ""FMOD0097"", ""FMOD0021"", ""FMOD0059"", ""FMOD0029"", ""FMOD0081"", ""FMOD0041"", ""FMOD0030""]"
Q6K00061,2,"[""FMOD0020"", ""FMOD0058""]",1.0,True,"[""FMOD0058"", ""FMOD0020"", ""FMOD0114""]",1.0,True,"[""FMOD0058"", ""FMOD0020"", ""FMOD0114"", ""FMOD0030""]",1.0,True,"[""FMOD0058"", ""FMOD0020"", ""FMOD0114"", ""FMOD0030"", ""FMOD0056""]",1.0,True,"[""FMOD0058"", ""FMOD0020"", ""FMOD0114"", ""FMOD0030"", ""FMOD0056"", ""FMOD0065""]",1.0,True,"[""FMOD0058"", ""FMOD0020"", ""FMOD0114"", ""FMOD0030"", ""FMOD0056"", ""FMOD0065"", ""FMOD0041"", ""FMOD0081""]",1.0,True,"[""FMOD0058"", ""FMOD0020"", ""FMOD0114"", ""FMOD0030"", ""FMOD0056"", ""FMOD0065"", ""FMOD0041"", ""FMOD0081"", ""FMOD0112"", ""FMOD0029""]"
Q6K00062,2,"[""FMOD0039"", ""FMOD0058""]",1.0,True,"[""FMOD0058"", ""FMOD0039"", ""FMOD0065""]",1.0,True,"[""FMOD0058"", ""FMOD0039"", ""FMOD0065"", ""FMOD0082""]",1.0,True,"[""FMOD0058"", ""FMOD0039"", ""FMOD0065"", ""FMOD0082"", ""FMOD0034""]",1.0,True,"[""FMOD0058"", ""FMOD0039"", ""FMOD0065"", ""FMOD0082"", ""FMOD0034"", ""FMOD0081""]",1.0,True,"[""FMOD0058"", ""FMOD0039"", ""FMOD0065"", ""FMOD0082"", ""FMOD0034"", ""FMOD0081"", ""FMOD0029"", ""FMOD0057""]",1.0,True,"[""FMOD0058"", ""FMOD0039"", ""FMOD0065"", ""FMOD0082"", ""FMOD0034"", ""FMOD0081"", ""FMOD0029"", ""FMOD0057"", ""FMOD0114"", ""FMOD0056""]"
Q6K00063,2,"[""FMOD0052"", ""FMOD0097""]",1.0,True,"[""FMOD0097"", ""FMOD0052"", ""FMOD0029""]",1.0,True,"[""FMOD0097"", ""FMOD0052"", ""FMOD0029"", ""FMOD0056""]",1.0,True,"[""FMOD0097"", ""FMOD0052"", ""FMOD0029"", ""FMOD0056"", ""FMOD0026""]",1.0,True,"[""FMOD0097"", ""FMOD0052"", ""FMOD0029"", ""FMOD0056"", ""FMOD0026"", ""FMOD0078""]",1.0,True,"[""FMOD0097"", ""FMOD0052"", ""FMOD0029"", ""FMOD0056"", ""FMOD0026"", ""FMOD0078"", ""FMOD0114"", ""FMOD0010""]",1.0,True,"[""FMOD0097"", ""FMOD0052"", ""FMOD0029"", ""FMOD0056"", ""FMOD0026"", ""FMOD0078"", ""FMOD0114"", ""FMOD0010"", ""FMOD0117"", ""FMOD0030""]"
