unknown_parent_count,queries,components,component_accuracy,known_component_accuracy,unknown_precision,unknown_recall,unknown_f1,registered_known_parent_f1,registered_known_parent_exact,collapsed_parent_set_f1,collapsed_parent_set_exact,k_collapsed_accuracy,k_collapsed_mae,k_actual_source_count_mae
2,90,630,0.8031746031746032,0.7095238095238096,0.864406779661017,0.85,0.8571428571428572,0.7344444444444443,0.5888888888888889,0.8790476190476191,0.5888888888888889,0.6111111111111112,0.4444444444444444,0.7777777777777778
3,90,630,0.8793650793650793,0.7888888888888889,0.9175946547884187,0.9155555555555556,0.9165739710789766,0.752962962962963,0.6111111111111112,0.8888888888888888,0.6111111111111112,0.6555555555555556,0.37777777777777777,1.6888888888888889
