scale,scale_type,backend,query_id,unique_registered_parents,effective_gallery_components,shortlist_parent_count,search_ms,candidate_pool,exact_top10_overlap,exact_top10_identical,shortlist_parent_count_before_fallback
20,REAL,EXACT,Q6K00183,20,15662,20,4.61513,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0031"", ""FMOD0113"", ""FMOD0067"", ""FMOD0083"", ""FMOD0089""]",1.0,True,
20,REAL,EXACT,Q6K00184,20,15662,20,4.551747,"[""FMOD0067"", ""FMOD0113"", ""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0116"", ""FMOD0083"", ""FMOD0005"", ""FMOD0031""]",1.0,True,
20,REAL,EXACT,Q6K00193,20,15662,20,4.488586,"[""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0005"", ""FMOD0031"", ""FMOD0113"", ""FMOD0080"", ""FMOD0100"", ""FMOD0110"", ""FMOD0083""]",1.0,True,
20,REAL,EXACT,Q6K00195,20,15662,20,4.476124,"[""FMOD0061"", ""FMOD0083"", ""FMOD0102"", ""FMOD0023"", ""FMOD0035"", ""FMOD0110"", ""FMOD0066"", ""FMOD0005"", ""FMOD0080"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00197,20,15662,20,4.80305,"[""FMOD0102"", ""FMOD0005"", ""FMOD0110"", ""FMOD0083"", ""FMOD0035"", ""FMOD0016"", ""FMOD0023"", ""FMOD0031"", ""FMOD0113"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00199,20,15662,20,4.581351,"[""FMOD0067"", ""FMOD0102"", ""FMOD0023"", ""FMOD0005"", ""FMOD0110"", ""FMOD0035"", ""FMOD0083"", ""FMOD0017"", ""FMOD0031"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00200,20,15662,20,4.626635,"[""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0016"", ""FMOD0110"", ""FMOD0005"", ""FMOD0083"", ""FMOD0031"", ""FMOD0067"", ""FMOD0089""]",1.0,True,
20,REAL,EXACT,Q6K00201,20,15662,20,4.642145,"[""FMOD0066"", ""FMOD0102"", ""FMOD0017"", ""FMOD0005"", ""FMOD0110"", ""FMOD0023"", ""FMOD0083"", ""FMOD0035"", ""FMOD0067"", ""FMOD0089""]",1.0,True,
20,REAL,EXACT,Q6K00205,20,15662,20,4.46171,"[""FMOD0023"", ""FMOD0035"", ""FMOD0016"", ""FMOD0102"", ""FMOD0005"", ""FMOD0067"", ""FMOD0083"", ""FMOD0110"", ""FMOD0113"", ""FMOD0089""]",1.0,True,
20,REAL,EXACT,Q6K00206,20,15662,20,4.726084,"[""FMOD0016"", ""FMOD0102"", ""FMOD0031"", ""FMOD0023"", ""FMOD0035"", ""FMOD0110"", ""FMOD0083"", ""FMOD0005"", ""FMOD0104"", ""FMOD0017""]",1.0,True,
20,REAL,EXACT,Q6K00207,20,15662,20,4.686288,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0083"", ""FMOD0067"", ""FMOD0089"", ""FMOD0104"", ""FMOD0116""]",1.0,True,
20,REAL,EXACT,Q6K00208,20,15662,20,4.46716,"[""FMOD0102"", ""FMOD0023"", ""FMOD0035"", ""FMOD0016"", ""FMOD0089"", ""FMOD0005"", ""FMOD0083"", ""FMOD0031"", ""FMOD0104"", ""FMOD0110""]",1.0,True,
20,REAL,EXACT,Q6K00212,20,15662,20,4.584646,"[""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0005"", ""FMOD0067"", ""FMOD0110"", ""FMOD0017"", ""FMOD0083"", ""FMOD0076"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00216,20,15662,20,4.88898,"[""FMOD0016"", ""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0031"", ""FMOD0110"", ""FMOD0089"", ""FMOD0005"", ""FMOD0083"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00227,20,15662,20,4.657843,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0005"", ""FMOD0113"", ""FMOD0110"", ""FMOD0067"", ""FMOD0116"", ""FMOD0016"", ""FMOD0083""]",1.0,True,
20,REAL,EXACT,Q6K00232,20,15662,20,4.594036,"[""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0110"", ""FMOD0067"", ""FMOD0005"", ""FMOD0083"", ""FMOD0080"", ""FMOD0017"", ""FMOD0031""]",1.0,True,
20,REAL,EXACT,Q6K00235,20,15662,20,4.598998,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0005"", ""FMOD0110"", ""FMOD0113"", ""FMOD0067"", ""FMOD0083"", ""FMOD0031"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00236,20,15662,20,4.992252,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0031"", ""FMOD0083"", ""FMOD0005"", ""FMOD0067"", ""FMOD0089"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00237,20,15662,20,4.790951,"[""FMOD0067"", ""FMOD0023"", ""FMOD0102"", ""FMOD0110"", ""FMOD0035"", ""FMOD0089"", ""FMOD0083"", ""FMOD0113"", ""FMOD0005"", ""FMOD0017""]",1.0,True,
20,REAL,EXACT,Q6K00240,20,15662,20,4.804834,"[""FMOD0110"", ""FMOD0104"", ""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0083"", ""FMOD0005"", ""FMOD0031"", ""FMOD0116"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00247,20,15662,20,4.803445,"[""FMOD0023"", ""FMOD0083"", ""FMOD0110"", ""FMOD0035"", ""FMOD0102"", ""FMOD0005"", ""FMOD0031"", ""FMOD0113"", ""FMOD0104"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00251,20,15662,20,4.686394,"[""FMOD0067"", ""FMOD0023"", ""FMOD0113"", ""FMOD0102"", ""FMOD0035"", ""FMOD0110"", ""FMOD0005"", ""FMOD0031"", ""FMOD0104"", ""FMOD0083""]",1.0,True,
20,REAL,EXACT,Q6K00252,20,15662,20,4.584558,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0031"", ""FMOD0005"", ""FMOD0110"", ""FMOD0083"", ""FMOD0113"", ""FMOD0066"", ""FMOD0016""]",1.0,True,
20,REAL,EXACT,Q6K00258,20,15662,20,4.595696,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0083"", ""FMOD0017"", ""FMOD0080"", ""FMOD0031"", ""FMOD0113""]",1.0,True,
20,REAL,EXACT,Q6K00259,20,15662,20,4.453849,"[""FMOD0089"", ""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0005"", ""FMOD0083"", ""FMOD0031"", ""FMOD0110"", ""FMOD0016"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00262,20,15662,20,4.494962,"[""FMOD0023"", ""FMOD0100"", ""FMOD0102"", ""FMOD0005"", ""FMOD0110"", ""FMOD0035"", ""FMOD0083"", ""FMOD0080"", ""FMOD0113"", ""FMOD0031""]",1.0,True,
20,REAL,EXACT,Q6K00264,20,15662,20,4.495438,"[""FMOD0066"", ""FMOD0035"", ""FMOD0023"", ""FMOD0005"", ""FMOD0102"", ""FMOD0083"", ""FMOD0110"", ""FMOD0089"", ""FMOD0113"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00267,20,15662,20,4.498851,"[""FMOD0023"", ""FMOD0100"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0083"", ""FMOD0089"", ""FMOD0104"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00268,20,15662,20,4.532312,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0083"", ""FMOD0005"", ""FMOD0110"", ""FMOD0031"", ""FMOD0089"", ""FMOD0113"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00271,20,15662,20,4.472403,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0113"", ""FMOD0080"", ""FMOD0031"", ""FMOD0083"", ""FMOD0017""]",1.0,True,
20,REAL,EXACT,Q6K00273,20,15662,20,4.702296,"[""FMOD0023"", ""FMOD0005"", ""FMOD0102"", ""FMOD0110"", ""FMOD0035"", ""FMOD0083"", ""FMOD0089"", ""FMOD0080"", ""FMOD0113"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00274,20,15662,20,4.468634,"[""FMOD0067"", ""FMOD0113"", ""FMOD0023"", ""FMOD0035"", ""FMOD0110"", ""FMOD0102"", ""FMOD0083"", ""FMOD0116"", ""FMOD0005"", ""FMOD0076""]",1.0,True,
20,REAL,EXACT,Q6K00275,20,15662,20,4.426709,"[""FMOD0102"", ""FMOD0023"", ""FMOD0035"", ""FMOD0110"", ""FMOD0067"", ""FMOD0113"", ""FMOD0066"", ""FMOD0005"", ""FMOD0031"", ""FMOD0089""]",1.0,True,
20,REAL,EXACT,Q6K00283,20,15662,20,4.717934,"[""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0083"", ""FMOD0017"", ""FMOD0110"", ""FMOD0031"", ""FMOD0005"", ""FMOD0104"", ""FMOD0116""]",1.0,True,
20,REAL,EXACT,Q6K00287,20,15662,20,4.494599,"[""FMOD0089"", ""FMOD0067"", ""FMOD0113"", ""FMOD0035"", ""FMOD0023"", ""FMOD0005"", ""FMOD0110"", ""FMOD0102"", ""FMOD0016"", ""FMOD0017""]",1.0,True,
20,REAL,EXACT,Q6K00293,20,15662,20,4.466481,"[""FMOD0035"", ""FMOD0102"", ""FMOD0023"", ""FMOD0083"", ""FMOD0031"", ""FMOD0110"", ""FMOD0005"", ""FMOD0067"", ""FMOD0016"", ""FMOD0113""]",1.0,True,
20,REAL,EXACT,Q6K00295,20,15662,20,4.458749,"[""FMOD0066"", ""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0110"", ""FMOD0005"", ""FMOD0031"", ""FMOD0083"", ""FMOD0104"", ""FMOD0089""]",1.0,True,
20,REAL,EXACT,Q6K00296,20,15662,20,5.273175,"[""FMOD0066"", ""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0005"", ""FMOD0110"", ""FMOD0113"", ""FMOD0067"", ""FMOD0083"", ""FMOD0017""]",1.0,True,
20,REAL,EXACT,Q6K00298,20,15662,20,4.640817,"[""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0083"", ""FMOD0017"", ""FMOD0005"", ""FMOD0110"", ""FMOD0031"", ""FMOD0080"", ""FMOD0113""]",1.0,True,
20,REAL,EXACT,Q6K00299,20,15662,20,4.833663,"[""FMOD0089"", ""FMOD0035"", ""FMOD0102"", ""FMOD0023"", ""FMOD0110"", ""FMOD0005"", ""FMOD0067"", ""FMOD0083"", ""FMOD0031"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00304,20,15662,20,5.185027,"[""FMOD0083"", ""FMOD0023"", ""FMOD0035"", ""FMOD0110"", ""FMOD0102"", ""FMOD0113"", ""FMOD0067"", ""FMOD0089"", ""FMOD0104"", ""FMOD0005""]",1.0,True,
20,REAL,EXACT,Q6K00310,20,15662,20,4.647593,"[""FMOD0005"", ""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0110"", ""FMOD0016"", ""FMOD0083"", ""FMOD0089"", ""FMOD0067"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00313,20,15662,20,5.320449,"[""FMOD0061"", ""FMOD0083"", ""FMOD0066"", ""FMOD0005"", ""FMOD0102"", ""FMOD0110"", ""FMOD0016"", ""FMOD0035"", ""FMOD0023"", ""FMOD0113""]",1.0,True,
20,REAL,EXACT,Q6K00317,20,15662,20,5.180272,"[""FMOD0061"", ""FMOD0089"", ""FMOD0035"", ""FMOD0005"", ""FMOD0110"", ""FMOD0083"", ""FMOD0102"", ""FMOD0113"", ""FMOD0023"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00318,20,15662,20,4.639564,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0067"", ""FMOD0083"", ""FMOD0113"", ""FMOD0089"", ""FMOD0076""]",1.0,True,
20,REAL,EXACT,Q6K00325,20,15662,20,4.773918,"[""FMOD0023"", ""FMOD0035"", ""FMOD0110"", ""FMOD0102"", ""FMOD0083"", ""FMOD0005"", ""FMOD0113"", ""FMOD0031"", ""FMOD0067"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00326,20,15662,20,4.683661,"[""FMOD0066"", ""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0110"", ""FMOD0083"", ""FMOD0016"", ""FMOD0017"", ""FMOD0067"", ""FMOD0116""]",1.0,True,
20,REAL,EXACT,Q6K00327,20,15662,20,4.617998,"[""FMOD0016"", ""FMOD0102"", ""FMOD0023"", ""FMOD0035"", ""FMOD0116"", ""FMOD0110"", ""FMOD0083"", ""FMOD0005"", ""FMOD0089"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00332,20,15662,20,4.569067,"[""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0083"", ""FMOD0113"", ""FMOD0116"", ""FMOD0017"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00333,20,15662,20,4.777078,"[""FMOD0083"", ""FMOD0110"", ""FMOD0035"", ""FMOD0102"", ""FMOD0023"", ""FMOD0005"", ""FMOD0067"", ""FMOD0113"", ""FMOD0031"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00336,20,15662,20,4.527297,"[""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0110"", ""FMOD0083"", ""FMOD0031"", ""FMOD0113"", ""FMOD0016"", ""FMOD0005"", ""FMOD0089""]",1.0,True,
20,REAL,EXACT,Q6K00338,20,15662,20,4.442811,"[""FMOD0067"", ""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0089"", ""FMOD0113"", ""FMOD0005"", ""FMOD0031"", ""FMOD0016""]",1.0,True,
20,REAL,EXACT,Q6K00340,20,15662,20,4.916263,"[""FMOD0089"", ""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0083"", ""FMOD0113"", ""FMOD0005"", ""FMOD0031"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00342,20,15662,20,4.685761,"[""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0110"", ""FMOD0104"", ""FMOD0005"", ""FMOD0067"", ""FMOD0083"", ""FMOD0116"", ""FMOD0031""]",1.0,True,
20,REAL,EXACT,Q6K00343,20,15662,20,4.424916,"[""FMOD0016"", ""FMOD0102"", ""FMOD0023"", ""FMOD0035"", ""FMOD0005"", ""FMOD0116"", ""FMOD0110"", ""FMOD0089"", ""FMOD0067"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00344,20,15662,20,4.704179,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0089"", ""FMOD0110"", ""FMOD0031"", ""FMOD0083"", ""FMOD0005"", ""FMOD0016"", ""FMOD0113""]",1.0,True,
20,REAL,EXACT,Q6K00351,20,15662,20,4.831796,"[""FMOD0005"", ""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0110"", ""FMOD0083"", ""FMOD0089"", ""FMOD0104"", ""FMOD0116"", ""FMOD0031""]",1.0,True,
20,REAL,EXACT,Q6K00355,20,15662,20,4.413778,"[""FMOD0023"", ""FMOD0035"", ""FMOD0016"", ""FMOD0102"", ""FMOD0110"", ""FMOD0083"", ""FMOD0067"", ""FMOD0031"", ""FMOD0116"", ""FMOD0005""]",1.0,True,
20,REAL,EXACT,Q6K00359,20,15662,20,4.489346,"[""FMOD0023"", ""FMOD0035"", ""FMOD0110"", ""FMOD0102"", ""FMOD0005"", ""FMOD0089"", ""FMOD0083"", ""FMOD0113"", ""FMOD0104"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00360,20,15662,20,5.227576,"[""FMOD0066"", ""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0083"", ""FMOD0031"", ""FMOD0089"", ""FMOD0116""]",1.0,True,
20,REAL,EXACT,Q6K00363,20,15662,20,4.564765,"[""FMOD0066"", ""FMOD0102"", ""FMOD0035"", ""FMOD0023"", ""FMOD0005"", ""FMOD0110"", ""FMOD0083"", ""FMOD0104"", ""FMOD0080"", ""FMOD0031""]",1.0,True,
20,REAL,EXACT,Q6K00365,20,15662,20,4.46027,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0089"", ""FMOD0104"", ""FMOD0016"", ""FMOD0005"", ""FMOD0067"", ""FMOD0083""]",1.0,True,
20,REAL,EXACT,Q6K00372,20,15662,20,4.69428,"[""FMOD0023"", ""FMOD0035"", ""FMOD0016"", ""FMOD0102"", ""FMOD0110"", ""FMOD0104"", ""FMOD0067"", ""FMOD0005"", ""FMOD0083"", ""FMOD0089""]",1.0,True,
20,REAL,EXACT,Q6K00375,20,15662,20,4.437285,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0083"", ""FMOD0110"", ""FMOD0005"", ""FMOD0017"", ""FMOD0031"", ""FMOD0080"", ""FMOD0113""]",1.0,True,
20,REAL,EXACT,Q6K00377,20,15662,20,4.526558,"[""FMOD0023"", ""FMOD0100"", ""FMOD0102"", ""FMOD0035"", ""FMOD0110"", ""FMOD0083"", ""FMOD0005"", ""FMOD0113"", ""FMOD0067"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00378,20,15662,20,4.594964,"[""FMOD0023"", ""FMOD0083"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0035"", ""FMOD0080"", ""FMOD0031"", ""FMOD0104"", ""FMOD0016""]",1.0,True,
20,REAL,EXACT,Q6K00380,20,15662,20,4.505623,"[""FMOD0023"", ""FMOD0035"", ""FMOD0110"", ""FMOD0102"", ""FMOD0005"", ""FMOD0113"", ""FMOD0031"", ""FMOD0089"", ""FMOD0016"", ""FMOD0083""]",1.0,True,
20,REAL,EXACT,Q6K00384,20,15662,20,4.477056,"[""FMOD0083"", ""FMOD0035"", ""FMOD0005"", ""FMOD0102"", ""FMOD0023"", ""FMOD0110"", ""FMOD0113"", ""FMOD0031"", ""FMOD0080"", ""FMOD0017""]",1.0,True,
20,REAL,EXACT,Q6K00389,20,15662,20,4.48522,"[""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0067"", ""FMOD0016"", ""FMOD0110"", ""FMOD0005"", ""FMOD0083"", ""FMOD0116"", ""FMOD0017""]",1.0,True,
20,REAL,EXACT,Q6K00390,20,15662,20,4.616055,"[""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0110"", ""FMOD0031"", ""FMOD0067"", ""FMOD0083"", ""FMOD0005"", ""FMOD0113"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00393,20,15662,20,4.470003,"[""FMOD0023"", ""FMOD0102"", ""FMOD0113"", ""FMOD0035"", ""FMOD0083"", ""FMOD0110"", ""FMOD0089"", ""FMOD0005"", ""FMOD0067"", ""FMOD0017""]",1.0,True,
20,REAL,EXACT,Q6K00395,20,15662,20,4.543383,"[""FMOD0035"", ""FMOD0023"", ""FMOD0067"", ""FMOD0083"", ""FMOD0102"", ""FMOD0005"", ""FMOD0110"", ""FMOD0089"", ""FMOD0113"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00396,20,15662,20,4.683163,"[""FMOD0066"", ""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0017"", ""FMOD0005"", ""FMOD0104"", ""FMOD0083"", ""FMOD0110"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00400,20,15662,20,4.524733,"[""FMOD0023"", ""FMOD0035"", ""FMOD0100"", ""FMOD0031"", ""FMOD0102"", ""FMOD0083"", ""FMOD0113"", ""FMOD0067"", ""FMOD0005"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00403,20,15662,20,4.383062,"[""FMOD0035"", ""FMOD0080"", ""FMOD0102"", ""FMOD0005"", ""FMOD0110"", ""FMOD0113"", ""FMOD0031"", ""FMOD0023"", ""FMOD0089"", ""FMOD0083""]",1.0,True,
20,REAL,EXACT,Q6K00405,20,15662,20,4.626084,"[""FMOD0016"", ""FMOD0102"", ""FMOD0031"", ""FMOD0023"", ""FMOD0035"", ""FMOD0110"", ""FMOD0089"", ""FMOD0104"", ""FMOD0005"", ""FMOD0083""]",1.0,True,
20,REAL,EXACT,Q6K00407,20,15662,20,4.583834,"[""FMOD0005"", ""FMOD0102"", ""FMOD0023"", ""FMOD0104"", ""FMOD0110"", ""FMOD0035"", ""FMOD0083"", ""FMOD0031"", ""FMOD0067"", ""FMOD0089""]",1.0,True,
20,REAL,EXACT,Q6K00410,20,15662,20,4.527424,"[""FMOD0005"", ""FMOD0023"", ""FMOD0035"", ""FMOD0089"", ""FMOD0113"", ""FMOD0110"", ""FMOD0083"", ""FMOD0116"", ""FMOD0080"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00417,20,15662,20,4.506894,"[""FMOD0102"", ""FMOD0035"", ""FMOD0023"", ""FMOD0067"", ""FMOD0005"", ""FMOD0116"", ""FMOD0089"", ""FMOD0080"", ""FMOD0110"", ""FMOD0083""]",1.0,True,
20,REAL,EXACT,Q6K00420,20,15662,20,4.67888,"[""FMOD0067"", ""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0113"", ""FMOD0017"", ""FMOD0083"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00422,20,15662,20,4.487038,"[""FMOD0083"", ""FMOD0035"", ""FMOD0102"", ""FMOD0023"", ""FMOD0110"", ""FMOD0005"", ""FMOD0104"", ""FMOD0113"", ""FMOD0067"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00423,20,15662,20,4.645465,"[""FMOD0061"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0067"", ""FMOD0005"", ""FMOD0023"", ""FMOD0080"", ""FMOD0089"", ""FMOD0031""]",1.0,True,
20,REAL,EXACT,Q6K00424,20,15662,20,4.758502,"[""FMOD0102"", ""FMOD0035"", ""FMOD0023"", ""FMOD0113"", ""FMOD0083"", ""FMOD0110"", ""FMOD0005"", ""FMOD0031"", ""FMOD0080"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00427,20,15662,20,4.523865,"[""FMOD0005"", ""FMOD0035"", ""FMOD0102"", ""FMOD0023"", ""FMOD0016"", ""FMOD0110"", ""FMOD0083"", ""FMOD0031"", ""FMOD0067"", ""FMOD0113""]",1.0,True,
20,REAL,EXACT,Q6K00435,20,15662,20,4.502863,"[""FMOD0102"", ""FMOD0023"", ""FMOD0035"", ""FMOD0110"", ""FMOD0005"", ""FMOD0089"", ""FMOD0067"", ""FMOD0104"", ""FMOD0083"", ""FMOD0016""]",1.0,True,
20,REAL,EXACT,Q6K00436,20,15662,20,4.450897,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0116"", ""FMOD0113"", ""FMOD0083"", ""FMOD0080"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00438,20,15662,20,5.075174,"[""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0110"", ""FMOD0005"", ""FMOD0016"", ""FMOD0089"", ""FMOD0067"", ""FMOD0113"", ""FMOD0083""]",1.0,True,
20,REAL,EXACT,Q6K00442,20,15662,20,4.549183,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0089"", ""FMOD0113"", ""FMOD0067"", ""FMOD0083"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00443,20,15662,20,4.537019,"[""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0104"", ""FMOD0110"", ""FMOD0083"", ""FMOD0089"", ""FMOD0005"", ""FMOD0080"", ""FMOD0016""]",1.0,True,
20,REAL,EXACT,Q6K00444,20,15662,20,4.876006,"[""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0005"", ""FMOD0110"", ""FMOD0067"", ""FMOD0083"", ""FMOD0017"", ""FMOD0089"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00446,20,15662,20,4.475727,"[""FMOD0067"", ""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0083"", ""FMOD0113"", ""FMOD0089"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00453,20,15662,20,4.64718,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0083"", ""FMOD0110"", ""FMOD0005"", ""FMOD0089"", ""FMOD0031"", ""FMOD0113"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00456,20,15662,20,4.736782,"[""FMOD0016"", ""FMOD0067"", ""FMOD0113"", ""FMOD0083"", ""FMOD0023"", ""FMOD0005"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0116""]",1.0,True,
20,REAL,EXACT,Q6K00458,20,15662,20,4.519751,"[""FMOD0023"", ""FMOD0035"", ""FMOD0016"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0031"", ""FMOD0113"", ""FMOD0067"", ""FMOD0104""]",1.0,True,
20,REAL,EXACT,Q6K00461,20,15662,20,5.148408,"[""FMOD0089"", ""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0005"", ""FMOD0116"", ""FMOD0110"", ""FMOD0083"", ""FMOD0104"", ""FMOD0080""]",1.0,True,
20,REAL,EXACT,Q6K00465,20,15662,20,4.83505,"[""FMOD0083"", ""FMOD0023"", ""FMOD0035"", ""FMOD0110"", ""FMOD0102"", ""FMOD0104"", ""FMOD0005"", ""FMOD0080"", ""FMOD0067"", ""FMOD0116""]",1.0,True,
20,REAL,EXACT,Q6K00470,20,15662,20,4.752824,"[""FMOD0102"", ""FMOD0061"", ""FMOD0035"", ""FMOD0110"", ""FMOD0031"", ""FMOD0023"", ""FMOD0016"", ""FMOD0083"", ""FMOD0005"", ""FMOD0067""]",1.0,True,
20,REAL,EXACT,Q6K00471,20,15662,20,4.748904,"[""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0110"", ""FMOD0005"", ""FMOD0113"", ""FMOD0083"", ""FMOD0089"", ""FMOD0031"", ""FMOD0017""]",1.0,True,
20,REAL,EXACT,Q6K00473,20,15662,20,4.779787,"[""FMOD0023"", ""FMOD0083"", ""FMOD0067"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0005"", ""FMOD0031"", ""FMOD0017"", ""FMOD0113""]",1.0,True,
20,REAL,EXACT,Q6K00479,20,15662,20,4.590934,"[""FMOD0066"", ""FMOD0035"", ""FMOD0102"", ""FMOD0023"", ""FMOD0110"", ""FMOD0083"", ""FMOD0005"", ""FMOD0080"", ""FMOD0104"", ""FMOD0031""]",1.0,True,
