query_id,scenario,k_true,known_true_parent_count,known_true_parents_covered,known_parent_recall,all_known_true_parents_present,candidate_pool
Q11A0098,MU_2K3U,3,2,2,1.0,True,"[""FMOD0003"", ""FMOD0067"", ""FMOD0014"", ""FMOD0120"", ""FMOD0023"", ""FMOD0102"", ""FMOD0035"", ""FMOD0119"", ""FMOD0089"", ""FMOD0110""]"
Q11A0099,MU_2K3U,3,2,2,1.0,True,"[""FMOD0011"", ""FMOD0102"", ""FMOD0044"", ""FMOD0120"", ""FMOD0119"", ""FMOD0079"", ""FMOD0110"", ""FMOD0031"", ""FMOD0069"", ""FMOD0035""]"
Q11A0100,MU_2K3U,3,2,2,1.0,True,"[""FMOD0083"", ""FMOD0099"", ""FMOD0102"", ""FMOD0035"", ""FMOD0119"", ""FMOD0069"", ""FMOD0120"", ""FMOD0025"", ""FMOD0023"", ""FMOD0004""]"
Q11A0101,MU_2K3U,3,2,2,1.0,True,"[""FMOD0096"", ""FMOD0035"", ""FMOD0119"", ""FMOD0040"", ""FMOD0110"", ""FMOD0036"", ""FMOD0060"", ""FMOD0083"", ""FMOD0023"", ""FMOD0005""]"
Q11A0102,MU_2K3U,3,2,2,1.0,True,"[""FMOD0014"", ""FMOD0087"", ""FMOD0080"", ""FMOD0086"", ""FMOD0015"", ""FMOD0069"", ""FMOD0035"", ""FMOD0023"", ""FMOD0036"", ""FMOD0119""]"
Q11A0103,MU_2K3U,3,2,2,1.0,True,"[""FMOD0051"", ""FMOD0086"", ""FMOD0035"", ""FMOD0102"", ""FMOD0119"", ""FMOD0120"", ""FMOD0069"", ""FMOD0110"", ""FMOD0079"", ""FMOD0023""]"
Q11A0104,MU_2K3U,3,2,2,1.0,True,"[""FMOD0069"", ""FMOD0036"", ""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0067"", ""FMOD0004"", ""FMOD0083"", ""FMOD0053"", ""FMOD0025""]"
Q11A0105,MU_2K3U,3,2,2,1.0,True,"[""FMOD0089"", ""FMOD0087"", ""FMOD0023"", ""FMOD0036"", ""FMOD0055"", ""FMOD0119"", ""FMOD0120"", ""FMOD0069"", ""FMOD0102"", ""FMOD0035""]"
Q11A0106,MU_2K3U,3,2,2,1.0,True,"[""FMOD0043"", ""FMOD0044"", ""FMOD0069"", ""FMOD0035"", ""FMOD0119"", ""FMOD0120"", ""FMOD0023"", ""FMOD0102"", ""FMOD0086"", ""FMOD0036""]"
Q11A0107,MU_2K3U,3,2,2,1.0,True,"[""FMOD0022"", ""FMOD0036"", ""FMOD0023"", ""FMOD0035"", ""FMOD0031"", ""FMOD0033"", ""FMOD0096"", ""FMOD0083"", ""FMOD0119"", ""FMOD0102""]"
Q11A0108,MU_2K3U,3,2,1,0.5,False,"[""FMOD0061"", ""FMOD0102"", ""FMOD0120"", ""FMOD0110"", ""FMOD0119"", ""FMOD0036"", ""FMOD0023"", ""FMOD0069"", ""FMOD0079"", ""FMOD0033""]"
Q11A0109,MU_2K3U,3,2,2,1.0,True,"[""FMOD0044"", ""FMOD0091"", ""FMOD0067"", ""FMOD0069"", ""FMOD0119"", ""FMOD0055"", ""FMOD0023"", ""FMOD0079"", ""FMOD0102"", ""FMOD0035""]"
Q11A0110,MU_2K3U,3,2,2,1.0,True,"[""FMOD0036"", ""FMOD0087"", ""FMOD0023"", ""FMOD0119"", ""FMOD0120"", ""FMOD0035"", ""FMOD0069"", ""FMOD0102"", ""FMOD0110"", ""FMOD0077""]"
Q11A0111,MU_2K3U,3,2,2,1.0,True,"[""FMOD0060"", ""FMOD0031"", ""FMOD0120"", ""FMOD0119"", ""FMOD0036"", ""FMOD0102"", ""FMOD0035"", ""FMOD0025"", ""FMOD0069"", ""FMOD0024""]"
Q11A0112,MU_2K3U,3,2,2,1.0,True,"[""FMOD0083"", ""FMOD0035"", ""FMOD0023"", ""FMOD0120"", ""FMOD0069"", ""FMOD0119"", ""FMOD0102"", ""FMOD0036"", ""FMOD0005"", ""FMOD0055""]"
Q11A0113,MU_2K3U,3,2,2,1.0,True,"[""FMOD0066"", ""FMOD0089"", ""FMOD0003"", ""FMOD0069"", ""FMOD0035"", ""FMOD0023"", ""FMOD0036"", ""FMOD0119"", ""FMOD0067"", ""FMOD0004""]"
Q11A0114,MU_2K3U,3,2,2,1.0,True,"[""FMOD0099"", ""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0120"", ""FMOD0069"", ""FMOD0036"", ""FMOD0091"", ""FMOD0102"", ""FMOD0079""]"
Q11A0115,MU_2K3U,3,2,2,1.0,True,"[""FMOD0087"", ""FMOD0053"", ""FMOD0102"", ""FMOD0035"", ""FMOD0079"", ""FMOD0119"", ""FMOD0069"", ""FMOD0023"", ""FMOD0120"", ""FMOD0110""]"
Q11A0116,MU_2K3U,3,2,2,1.0,True,"[""FMOD0060"", ""FMOD0099"", ""FMOD0023"", ""FMOD0110"", ""FMOD0035"", ""FMOD0102"", ""FMOD0119"", ""FMOD0120"", ""FMOD0069"", ""FMOD0079""]"
Q11A0117,MU_2K3U,3,2,2,1.0,True,"[""FMOD0053"", ""FMOD0099"", ""FMOD0102"", ""FMOD0036"", ""FMOD0069"", ""FMOD0035"", ""FMOD0120"", ""FMOD0110"", ""FMOD0023"", ""FMOD0119""]"
Q11A0118,MU_2K3U,3,2,2,1.0,True,"[""FMOD0060"", ""FMOD0016"", ""FMOD0119"", ""FMOD0023"", ""FMOD0055"", ""FMOD0035"", ""FMOD0102"", ""FMOD0120"", ""FMOD0069"", ""FMOD0079""]"
Q11A0119,MU_2K3U,3,2,2,1.0,True,"[""FMOD0003"", ""FMOD0014"", ""FMOD0089"", ""FMOD0035"", ""FMOD0120"", ""FMOD0119"", ""FMOD0036"", ""FMOD0110"", ""FMOD0069"", ""FMOD0023""]"
Q11A0120,MU_2K3U,3,2,2,1.0,True,"[""FMOD0051"", ""FMOD0014"", ""FMOD0096"", ""FMOD0083"", ""FMOD0023"", ""FMOD0120"", ""FMOD0035"", ""FMOD0102"", ""FMOD0077"", ""FMOD0119""]"
Q11A0121,MU_U2,1,0,0,,,"[""FMOD0069"", ""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0120"", ""FMOD0119"", ""FMOD0036"", ""FMOD0067"", ""FMOD0024"", ""FMOD0086""]"
Q11A0122,MU_U2,1,0,0,,,"[""FMOD0119"", ""FMOD0102"", ""FMOD0023"", ""FMOD0035"", ""FMOD0120"", ""FMOD0079"", ""FMOD0036"", ""FMOD0069"", ""FMOD0091"", ""FMOD0005""]"
Q11A0123,MU_U2,1,0,0,,,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0119"", ""FMOD0036"", ""FMOD0069"", ""FMOD0120"", ""FMOD0079"", ""FMOD0104"", ""FMOD0110""]"
Q11A0124,MU_U2,1,0,0,,,"[""FMOD0102"", ""FMOD0035"", ""FMOD0120"", ""FMOD0119"", ""FMOD0005"", ""FMOD0069"", ""FMOD0079"", ""FMOD0110"", ""FMOD0036"", ""FMOD0083""]"
Q11A0125,MU_U2,1,0,0,,,"[""FMOD0035"", ""FMOD0069"", ""FMOD0119"", ""FMOD0023"", ""FMOD0102"", ""FMOD0120"", ""FMOD0036"", ""FMOD0110"", ""FMOD0055"", ""FMOD0079""]"
Q11A0126,MU_U2,1,0,0,,,"[""FMOD0035"", ""FMOD0079"", ""FMOD0022"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0077"", ""FMOD0120"", ""FMOD0036"", ""FMOD0069""]"
Q11A0127,MU_U2,1,0,0,,,"[""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0110"", ""FMOD0120"", ""FMOD0069"", ""FMOD0077"", ""FMOD0083"", ""FMOD0005""]"
Q11A0128,MU_U2,1,0,0,,,"[""FMOD0096"", ""FMOD0083"", ""FMOD0023"", ""FMOD0119"", ""FMOD0091"", ""FMOD0035"", ""FMOD0120"", ""FMOD0069"", ""FMOD0036"", ""FMOD0102""]"
Q11A0129,MU_U2,1,0,0,,,"[""FMOD0035"", ""FMOD0005"", ""FMOD0102"", ""FMOD0069"", ""FMOD0079"", ""FMOD0036"", ""FMOD0083"", ""FMOD0120"", ""FMOD0024"", ""FMOD0077""]"
Q11A0130,MU_U2,1,0,0,,,"[""FMOD0102"", ""FMOD0035"", ""FMOD0005"", ""FMOD0120"", ""FMOD0079"", ""FMOD0119"", ""FMOD0069"", ""FMOD0110"", ""FMOD0023"", ""FMOD0024""]"
Q11A0131,MU_U2,1,0,0,,,"[""FMOD0023"", ""FMOD0102"", ""FMOD0119"", ""FMOD0120"", ""FMOD0083"", ""FMOD0069"", ""FMOD0110"", ""FMOD0035"", ""FMOD0077"", ""FMOD0079""]"
Q11A0132,MU_U2,1,0,0,,,"[""FMOD0023"", ""FMOD0119"", ""FMOD0120"", ""FMOD0102"", ""FMOD0079"", ""FMOD0035"", ""FMOD0069"", ""FMOD0016"", ""FMOD0110"", ""FMOD0036""]"
Q11A0133,MU_U2,1,0,0,,,"[""FMOD0119"", ""FMOD0023"", ""FMOD0069"", ""FMOD0035"", ""FMOD0055"", ""FMOD0079"", ""FMOD0005"", ""FMOD0086"", ""FMOD0102"", ""FMOD0120""]"
Q11A0134,MU_U2,1,0,0,,,"[""FMOD0055"", ""FMOD0069"", ""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0036"", ""FMOD0004"", ""FMOD0067"", ""FMOD0083"", ""FMOD0025""]"
Q11A0135,MU_U2,1,0,0,,,"[""FMOD0083"", ""FMOD0005"", ""FMOD0119"", ""FMOD0055"", ""FMOD0025"", ""FMOD0110"", ""FMOD0023"", ""FMOD0079"", ""FMOD0077"", ""FMOD0024""]"
Q11A0136,MU_U2,1,0,0,,,"[""FMOD0102"", ""FMOD0120"", ""FMOD0119"", ""FMOD0079"", ""FMOD0110"", ""FMOD0031"", ""FMOD0023"", ""FMOD0036"", ""FMOD0035"", ""FMOD0069""]"
Q11A0137,MU_U2,1,0,0,,,"[""FMOD0110"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0120"", ""FMOD0069"", ""FMOD0035"", ""FMOD0005"", ""FMOD0033"", ""FMOD0079""]"
Q11A0138,MU_U2,1,0,0,,,"[""FMOD0119"", ""FMOD0110"", ""FMOD0120"", ""FMOD0035"", ""FMOD0069"", ""FMOD0102"", ""FMOD0079"", ""FMOD0023"", ""FMOD0022"", ""FMOD0083""]"
Q11A0139,MU_U2,1,0,0,,,"[""FMOD0055"", ""FMOD0035"", ""FMOD0069"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0079"", ""FMOD0120"", ""FMOD0016"", ""FMOD0005""]"
Q11A0140,MU_U2,1,0,0,,,"[""FMOD0023"", ""FMOD0035"", ""FMOD0031"", ""FMOD0033"", ""FMOD0102"", ""FMOD0119"", ""FMOD0036"", ""FMOD0069"", ""FMOD0079"", ""FMOD0016""]"
Q11A0141,MU_U2,1,0,0,,,"[""FMOD0023"", ""FMOD0120"", ""FMOD0035"", ""FMOD0119"", ""FMOD0102"", ""FMOD0110"", ""FMOD0079"", ""FMOD0055"", ""FMOD0069"", ""FMOD0005""]"
Q11A0142,MU_U2,1,0,0,,,"[""FMOD0035"", ""FMOD0023"", ""FMOD0079"", ""FMOD0102"", ""FMOD0022"", ""FMOD0069"", ""FMOD0055"", ""FMOD0016"", ""FMOD0119"", ""FMOD0120""]"
Q11A0143,MU_U2,1,0,0,,,"[""FMOD0119"", ""FMOD0035"", ""FMOD0055"", ""FMOD0120"", ""FMOD0023"", ""FMOD0110"", ""FMOD0102"", ""FMOD0069"", ""FMOD0079"", ""FMOD0036""]"
Q11A0144,MU_U2,1,0,0,,,"[""FMOD0023"", ""FMOD0035"", ""FMOD0119"", ""FMOD0036"", ""FMOD0083"", ""FMOD0025"", ""FMOD0069"", ""FMOD0053"", ""FMOD0102"", ""FMOD0067""]"
Q11A0145,MU_U2,1,0,0,,,"[""FMOD0069"", ""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0036"", ""FMOD0067"", ""FMOD0004"", ""FMOD0083"", ""FMOD0025"", ""FMOD0053""]"
Q11A0146,MU_U2,1,0,0,,,"[""FMOD0087"", ""FMOD0023"", ""FMOD0035"", ""FMOD0119"", ""FMOD0055"", ""FMOD0113"", ""FMOD0079"", ""FMOD0120"", ""FMOD0025"", ""FMOD0067""]"
Q11A0147,MU_U2,1,0,0,,,"[""FMOD0023"", ""FMOD0035"", ""FMOD0119"", ""FMOD0120"", ""FMOD0102"", ""FMOD0069"", ""FMOD0067"", ""FMOD0075"", ""FMOD0110"", ""FMOD0079""]"
Q11A0148,MU_U2,1,0,0,,,"[""FMOD0055"", ""FMOD0023"", ""FMOD0119"", ""FMOD0035"", ""FMOD0102"", ""FMOD0036"", ""FMOD0110"", ""FMOD0079"", ""FMOD0051"", ""FMOD0120""]"
Q11A0149,MU_U2,1,0,0,,,"[""FMOD0035"", ""FMOD0119"", ""FMOD0120"", ""FMOD0023"", ""FMOD0036"", ""FMOD0083"", ""FMOD0102"", ""FMOD0091"", ""FMOD0055"", ""FMOD0069""]"
Q11A0150,MU_U2,1,0,0,,,"[""FMOD0023"", ""FMOD0119"", ""FMOD0120"", ""FMOD0035"", ""FMOD0102"", ""FMOD0113"", ""FMOD0069"", ""FMOD0005"", ""FMOD0079"", ""FMOD0077""]"
Q11A0151,MU_U3,1,0,0,,,"[""FMOD0119"", ""FMOD0086"", ""FMOD0120"", ""FMOD0035"", ""FMOD0036"", ""FMOD0023"", ""FMOD0005"", ""FMOD0069"", ""FMOD0055"", ""FMOD0079""]"
Q11A0152,MU_U3,1,0,0,,,"[""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0035"", ""FMOD0077"", ""FMOD0120"", ""FMOD0036"", ""FMOD0005"", ""FMOD0069"", ""FMOD0055""]"
Q11A0153,MU_U3,1,0,0,,,"[""FMOD0055"", ""FMOD0083"", ""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0119"", ""FMOD0110"", ""FMOD0060"", ""FMOD0120"", ""FMOD0051""]"
Q11A0154,MU_U3,1,0,0,,,"[""FMOD0023"", ""FMOD0119"", ""FMOD0120"", ""FMOD0035"", ""FMOD0079"", ""FMOD0102"", ""FMOD0083"", ""FMOD0005"", ""FMOD0055"", ""FMOD0016""]"
Q11A0155,MU_U3,1,0,0,,,"[""FMOD0119"", ""FMOD0102"", ""FMOD0035"", ""FMOD0120"", ""FMOD0083"", ""FMOD0051"", ""FMOD0110"", ""FMOD0023"", ""FMOD0096"", ""FMOD0079""]"
Q11A0156,MU_U3,1,0,0,,,"[""FMOD0119"", ""FMOD0035"", ""FMOD0102"", ""FMOD0120"", ""FMOD0023"", ""FMOD0079"", ""FMOD0055"", ""FMOD0083"", ""FMOD0069"", ""FMOD0113""]"
Q11A0157,MU_U3,1,0,0,,,"[""FMOD0023"", ""FMOD0035"", ""FMOD0022"", ""FMOD0119"", ""FMOD0102"", ""FMOD0120"", ""FMOD0069"", ""FMOD0036"", ""FMOD0079"", ""FMOD0110""]"
Q11A0158,MU_U3,1,0,0,,,"[""FMOD0119"", ""FMOD0023"", ""FMOD0035"", ""FMOD0120"", ""FMOD0069"", ""FMOD0110"", ""FMOD0036"", ""FMOD0102"", ""FMOD0079"", ""FMOD0055""]"
Q11A0159,MU_U3,1,0,0,,,"[""FMOD0069"", ""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0036"", ""FMOD0067"", ""FMOD0004"", ""FMOD0025"", ""FMOD0083"", ""FMOD0053""]"
Q11A0160,MU_U3,1,0,0,,,"[""FMOD0023"", ""FMOD0119"", ""FMOD0120"", ""FMOD0069"", ""FMOD0035"", ""FMOD0077"", ""FMOD0113"", ""FMOD0102"", ""FMOD0067"", ""FMOD0005""]"
Q11A0161,MU_U3,1,0,0,,,"[""FMOD0023"", ""FMOD0035"", ""FMOD0031"", ""FMOD0033"", ""FMOD0069"", ""FMOD0120"", ""FMOD0119"", ""FMOD0091"", ""FMOD0079"", ""FMOD0102""]"
Q11A0162,MU_U3,1,0,0,,,"[""FMOD0023"", ""FMOD0110"", ""FMOD0119"", ""FMOD0102"", ""FMOD0120"", ""FMOD0035"", ""FMOD0067"", ""FMOD0077"", ""FMOD0036"", ""FMOD0086""]"
Q11A0163,MU_U3,1,0,0,,,"[""FMOD0110"", ""FMOD0120"", ""FMOD0079"", ""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0069"", ""FMOD0055"", ""FMOD0036""]"
Q11A0164,MU_U3,1,0,0,,,"[""FMOD0035"", ""FMOD0022"", ""FMOD0023"", ""FMOD0119"", ""FMOD0051"", ""FMOD0102"", ""FMOD0120"", ""FMOD0069"", ""FMOD0079"", ""FMOD0055""]"
Q11A0165,MU_U3,1,0,0,,,"[""FMOD0023"", ""FMOD0120"", ""FMOD0080"", ""FMOD0119"", ""FMOD0036"", ""FMOD0035"", ""FMOD0086"", ""FMOD0079"", ""FMOD0069"", ""FMOD0055""]"
Q11A0166,MU_U3,1,0,0,,,"[""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0110"", ""FMOD0083"", ""FMOD0119"", ""FMOD0120"", ""FMOD0055"", ""FMOD0079"", ""FMOD0036""]"
Q11A0167,MU_U3,1,0,0,,,"[""FMOD0035"", ""FMOD0079"", ""FMOD0022"", ""FMOD0120"", ""FMOD0023"", ""FMOD0102"", ""FMOD0119"", ""FMOD0069"", ""FMOD0036"", ""FMOD0005""]"
Q11A0168,MU_U3,1,0,0,,,"[""FMOD0096"", ""FMOD0083"", ""FMOD0119"", ""FMOD0023"", ""FMOD0035"", ""FMOD0102"", ""FMOD0120"", ""FMOD0036"", ""FMOD0079"", ""FMOD0069""]"
Q11A0169,MU_U3,1,0,0,,,"[""FMOD0069"", ""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0036"", ""FMOD0067"", ""FMOD0004"", ""FMOD0083"", ""FMOD0053"", ""FMOD0025""]"
Q11A0170,MU_U3,1,0,0,,,"[""FMOD0102"", ""FMOD0120"", ""FMOD0119"", ""FMOD0079"", ""FMOD0110"", ""FMOD0031"", ""FMOD0023"", ""FMOD0035"", ""FMOD0055"", ""FMOD0036""]"
Q11A0171,MU_U3,1,0,0,,,"[""FMOD0035"", ""FMOD0023"", ""FMOD0102"", ""FMOD0069"", ""FMOD0119"", ""FMOD0055"", ""FMOD0120"", ""FMOD0110"", ""FMOD0079"", ""FMOD0036""]"
Q11A0172,MU_U3,1,0,0,,,"[""FMOD0023"", ""FMOD0035"", ""FMOD0119"", ""FMOD0079"", ""FMOD0055"", ""FMOD0102"", ""FMOD0120"", ""FMOD0069"", ""FMOD0036"", ""FMOD0091""]"
Q11A0173,MU_U3,1,0,0,,,"[""FMOD0035"", ""FMOD0023"", ""FMOD0119"", ""FMOD0102"", ""FMOD0120"", ""FMOD0036"", ""FMOD0110"", ""FMOD0079"", ""FMOD0077"", ""FMOD0005""]"
Q11A0174,MU_U3,1,0,0,,,"[""FMOD0119"", ""FMOD0110"", ""FMOD0023"", ""FMOD0120"", ""FMOD0069"", ""FMOD0102"", ""FMOD0086"", ""FMOD0035"", ""FMOD0079"", ""FMOD0077""]"
Q11A0175,MU_U3,1,0,0,,,"[""FMOD0035"", ""FMOD0023"", ""FMOD0051"", ""FMOD0102"", ""FMOD0069"", ""FMOD0119"", ""FMOD0079"", ""FMOD0005"", ""FMOD0110"", ""FMOD0120""]"
Q11A0176,MU_U3,1,0,0,,,"[""FMOD0055"", ""FMOD0119"", ""FMOD0102"", ""FMOD0035"", ""FMOD0023"", ""FMOD0120"", ""FMOD0083"", ""FMOD0069"", ""FMOD0079"", ""FMOD0091""]"
Q11A0177,MU_U3,1,0,0,,,"[""FMOD0102"", ""FMOD0120"", ""FMOD0119"", ""FMOD0079"", ""FMOD0110"", ""FMOD0031"", ""FMOD0023"", ""FMOD0069"", ""FMOD0036"", ""FMOD0035""]"
Q11A0178,MU_U3,1,0,0,,,"[""FMOD0102"", ""FMOD0119"", ""FMOD0069"", ""FMOD0120"", ""FMOD0035"", ""FMOD0023"", ""FMOD0036"", ""FMOD0110"", ""FMOD0083"", ""FMOD0079""]"
Q11A0179,MU_U3,1,0,0,,,"[""FMOD0023"", ""FMOD0069"", ""FMOD0055"", ""FMOD0025"", ""FMOD0100"", ""FMOD0120"", ""FMOD0102"", ""FMOD0119"", ""FMOD0035"", ""FMOD0079""]"
Q11A0180,MU_U3,1,0,0,,,"[""FMOD0035"", ""FMOD0023"", ""FMOD0069"", ""FMOD0102"", ""FMOD0120"", ""FMOD0079"", ""FMOD0110"", ""FMOD0119"", ""FMOD0091"", ""FMOD0055""]"
